,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,power,growth,MAPE,period_AE
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,logistic,135.65,134.14999999999998
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,logistic,135.63,134.13
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,linear,23.21,20.89
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,linear,23.73,19.88
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,logistic,135.85,134.34
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,linear,23.21,20.9
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,logistic,135.84,134.34
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,135.65,134.14999999999998
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,linear,35.41,32.68
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,linear,23.75,19.900000000000002
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,135.63,134.13
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,122.37,120.53
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,19.59,16.830000000000002
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,122.37,120.54
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,linear,25.46,22.439999999999998
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,logistic,122.82,120.97
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,linear,18.59,13.76
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,linear,22.12,16.54
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,logistic,122.82,120.96000000000001
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,logistic,122.39,120.55
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,linear,22.44,13.850000000000001
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,linear,19.53,16.91
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,logistic,122.37,120.54
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,135.63,134.20000000000002
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,22.52,20.28
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,logistic,135.61,134.18
0,Italy,Desktop,-,183,0.001,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,linear,25.09,21.64
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,linear,21.96,17.75
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,logistic,135.6,134.17
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,logistic,135.6,134.17
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,linear,20.53,18.35
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,linear,20.65,18.47
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,linear,22.79,19.28
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,135.62,134.20000000000002
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,135.61,134.18
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,122.09,120.28000000000002
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,20.22,17.73
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,122.03,120.22
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,logistic,122.34,120.53
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,linear,22.34,20.04
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,na,logistic,122.25,120.44
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,na,linear,21.53,16.53
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,na,linear,21.2,16.5
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,logistic,122.09,120.28000000000002
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,linear,19.71,17.04
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,logistic,122.02,120.21
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,na,linear,22.67,18.73
0,Italy,Desktop,-,183,0.001,10.0,10.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,linear,21.5,16.49
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,na,na,na,na,na,na,na,na,na,logistic,135.65,134.14999999999998
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,na,na,na,na,na,na,na,na,na,linear,23.2,20.89
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,na,Default,na,na,na,na,na,na,na,logistic,135.64,134.13
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,additive,na,na,na,na,na,na,na,na,logistic,135.85,134.34
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,na,Default,na,na,na,na,na,na,na,linear,23.57,19.71
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,additive,na,na,na,na,na,na,na,na,linear,23.21,20.9
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,135.65,134.14999999999998
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,additive,Default,na,na,na,na,na,na,na,logistic,135.84,134.34
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,additive,Default,na,na,na,na,na,na,na,linear,23.57,19.7
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,135.63,134.13
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,linear,20.77,18.59
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,122.37,120.53
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,20.24,17.86
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,122.37,120.53
0,Italy,Desktop,-,183,0.001,10.0,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,linear,22.42,17.31
