,decisionVariableArray,Input Weight,totay_yhat,iter,Date
0,US_Desktop_-_Apr_2024,0.8752881290978953,-5923523.0,1,05.29.2024 22:26:39
1,US_Desktop_-_May_2024,0.8752881290978953,-5923523.0,1,05.29.2024 22:26:39
2,US_Desktop_-_Jun_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
3,US_Desktop_-_Jul_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
4,US_Desktop_-_Aug_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
5,US_Desktop_-_Sep_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
6,US_Desktop_-_Oct_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
7,US_Desktop_-_Nov_2024,0.6257696243563714,-5923523.0,1,05.29.2024 22:26:39
8,US_Desktop_-_Dec_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
9,US_Mobile_&_Tablet_-_Apr_2024,0.8752881290978953,-5923523.0,1,05.29.2024 22:26:39
10,US_Mobile_&_Tablet_-_May_2024,0.8752881290978953,-5923523.0,1,05.29.2024 22:26:39
11,US_Mobile_&_Tablet_-_Jun_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
12,US_Mobile_&_Tablet_-_Jul_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
13,US_Mobile_&_Tablet_-_Aug_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
14,US_Mobile_&_Tablet_-_Sep_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
15,US_Mobile_&_Tablet_-_Oct_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
16,US_Mobile_&_Tablet_-_Nov_2024,0.6257696243563714,-5923523.0,1,05.29.2024 22:26:39
17,US_Mobile_&_Tablet_-_Dec_2024,0.8343594991418285,-5923523.0,1,05.29.2024 22:26:39
0,US_Desktop_-_Apr_2024,0.8752881290978953,-5923523.0,2,05.29.2024 22:26:40
1,US_Desktop_-_May_2024,0.8752881290978953,-5923523.0,2,05.29.2024 22:26:40
