region,market,account_type,funnel,ds,X,y,anomaly_2021,covid_year_dummy,weekday_or_weekend,Month of Ds,AOV,ROAS
North America,Canada,-,Brand,2019-02-16,8.66,2.0,0,0,1,February,42.32,26.36
North America,Canada,-,Brand,2019-02-17,4.29,4.0,0,0,1,February,42.32,26.36
North America,Canada,-,Brand,2019-02-18,1615.1799999999998,147.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-19,2617.49,374.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-20,2603.93,338.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-21,2317.2099999999996,383.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-22,2223.13,296.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-23,4.26,15.0,0,0,1,February,42.32,26.36
North America,Canada,-,Brand,2019-02-24,2.0700000000000003,5.0,0,0,1,February,42.32,26.36
North America,Canada,-,Brand,2019-02-25,3018.6299999999997,395.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-26,2655.02,333.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-27,2431.08,392.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-02-28,2834.4999999999995,384.0,0,0,0,February,42.32,26.36
North America,Canada,-,Brand,2019-03-01,2394.3100000000004,241.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-02,1030.08,15.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-03,1055.67,43.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-04,3002.3200000000006,350.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-05,2723.2899999999995,353.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-06,3428.2700000000004,389.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-07,2328.3199999999997,299.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-08,2154.2899999999995,299.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-09,1167.7700000000002,6.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-10,1001.6099999999997,9.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-11,3562.71,390.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-12,2354.42,338.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-13,2509.7300000000005,365.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-14,1875.9199999999998,293.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-15,1753.7900000000002,259.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-16,1114.48,15.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-17,903.04,7.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-18,2189.7599999999993,394.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-19,2198.6600000000008,340.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-20,1833.89,361.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-21,1345.0200000000002,385.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-22,1862.3599999999997,353.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-23,1161.4599999999998,27.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-24,1079.2799999999997,42.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-25,2322.7900000000004,419.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-26,1738.6,430.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-27,1644.8999999999999,448.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-28,1552.6299999999999,392.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-29,1763.0799999999997,383.0,0,0,0,March,42.32,26.36
North America,Canada,-,Brand,2019-03-30,1061.51,16.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-03-31,1066.24,14.0,0,0,1,March,42.32,26.36
North America,Canada,-,Brand,2019-04-01,2444.89,356.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-02,2379.0400000000004,377.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-03,2280.9499999999994,388.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-04,2184.95,437.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-05,2331.4299999999994,362.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-06,1243.05,19.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-07,1451.5400000000002,29.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-08,2394.0700000000006,416.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-09,2253.0,408.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-10,2133.38,431.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-11,2066.39,383.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-12,1274.16,424.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-13,491.46,10.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-14,376.1699999999999,37.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-15,2037.69,287.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-16,2127.4400000000005,376.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-17,2062.0899999999997,346.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-18,1708.1199999999997,305.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-19,809.5399999999998,23.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-20,602.7299999999999,7.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-21,523.54,10.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-22,2151.7100000000005,215.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-23,1758.42,328.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-24,1962.8400000000001,320.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-25,1412.42,255.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-26,1303.85,247.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-27,615.1899999999999,10.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-28,535.22,15.0,0,0,1,April,42.32,26.36
North America,Canada,-,Brand,2019-04-29,1601.72,274.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-04-30,1519.68,284.0,0,0,0,April,42.32,26.36
North America,Canada,-,Brand,2019-05-01,1651.7399999999996,252.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-02,1523.6100000000001,221.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-03,1187.9599999999998,195.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-04,514.06,7.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-05,461.28,10.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-06,1853.6899999999998,180.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-07,1317.04,145.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-08,1421.1199999999997,130.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-09,1437.1499999999999,125.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-10,1277.07,99.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-11,429.17999999999995,5.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-12,354.60999999999996,4.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-13,1201.3500000000004,103.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-14,1565.1999999999998,157.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-15,1653.9999999999998,110.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-16,1193.82,98.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-17,1014.9999999999998,105.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-18,0.01,2.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-19,0.0,2.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-20,0.0,14.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-21,1050.4999999999998,100.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-22,1177.48,144.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-23,1145.36,129.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-24,834.22,99.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-25,410.73999999999995,5.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-26,317.41,3.0,0,0,1,May,42.32,26.36
North America,Canada,-,Brand,2019-05-27,817.58,96.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-28,1017.5399999999998,112.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-29,864.4,96.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-30,727.1999999999999,96.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-05-31,673.4100000000002,98.0,0,0,0,May,42.32,26.36
North America,Canada,-,Brand,2019-06-01,257.8,4.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-02,257.7100000000001,1.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-03,868.35,109.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-04,748.4,98.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-05,652.0699999999999,81.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-06,590.09,115.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-07,488.75000000000006,81.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-08,209.13,0.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-09,200.56,8.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-10,549.8999999999999,95.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-11,577.7299999999999,93.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-12,446.4,111.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-13,415.71,141.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-14,402.76,111.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-15,152.17,10.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-16,189.26999999999998,4.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-17,437.53999999999996,106.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-18,534.9700000000001,154.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-19,504.34,256.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-20,453.30999999999995,124.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-21,422.29999999999995,103.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-22,218.61999999999995,4.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-23,187.93999999999997,1.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-24,466.2999999999999,137.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-25,618.2099999999999,165.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-26,605.5099999999999,139.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-27,581.5399999999998,141.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-28,395.70000000000005,113.0,0,0,0,June,42.32,26.36
North America,Canada,-,Brand,2019-06-29,159.58,2.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-06-30,163.04000000000002,2.0,0,0,1,June,42.32,26.36
North America,Canada,-,Brand,2019-07-01,223.35000000000002,16.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-02,641.4999999999999,150.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-03,740.0899999999998,160.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-04,576.7499999999999,144.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-05,627.64,151.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-06,233.51,5.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-07,255.04999999999995,1.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-08,710.53,155.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-09,796.4999999999999,133.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-10,751.5600000000002,146.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-11,832.4,107.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-12,619.9899999999999,115.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-13,288.15999999999997,7.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-14,224.76000000000002,4.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-15,840.68,179.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-16,889.04,162.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-17,735.87,154.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-18,921.3000000000001,121.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-19,725.6199999999999,101.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-20,338.74999999999994,2.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-21,263.13,5.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-22,843.5799999999999,140.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-23,815.0300000000002,138.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-24,838.19,169.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-25,819.66,147.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-26,753.2500000000001,116.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-27,368.5,5.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-28,295.84000000000003,16.0,0,0,1,July,42.32,26.36
North America,Canada,-,Brand,2019-07-29,773.85,173.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-30,802.4499999999998,147.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-07-31,731.3700000000001,191.0,0,0,0,July,42.32,26.36
North America,Canada,-,Brand,2019-08-01,714.2199999999999,162.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-02,595.24,141.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-03,293.68,8.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-04,182.39,10.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-05,316.37000000000006,39.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-06,658.79,208.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-07,962.1800000000001,143.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-08,634.13,273.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-09,664.2299999999999,195.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-10,238.13,9.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-11,198.53,14.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-12,711.95,221.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-13,889.04,229.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-14,701.2899999999998,270.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-15,637.34,327.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-16,660.86,190.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-17,281.81000000000006,4.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-18,265.44000000000005,17.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-19,850.3999999999999,258.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-20,860.2400000000001,287.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-21,805.9,288.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-22,786.19,300.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-23,711.7500000000001,258.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-24,321.81999999999994,10.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-25,265.3500000000001,43.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-08-26,1208.32,249.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-27,1148.47,279.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-28,1344.8300000000002,266.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-29,1371.65,335.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-30,1313.5500000000002,266.0,0,0,0,August,42.32,26.36
North America,Canada,-,Brand,2019-08-31,182.72,19.0,0,0,1,August,42.32,26.36
North America,Canada,-,Brand,2019-09-01,231.47999999999996,86.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-02,326.43,92.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-03,1141.25,437.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-04,986.6700000000001,398.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-05,922.72,298.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-06,738.8900000000001,295.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-07,249.14,11.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-08,195.07999999999998,29.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-09,1050.8000000000002,457.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-10,1187.65,478.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-11,1236.26,446.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-12,1087.68,364.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-13,982.73,351.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-14,468.86999999999995,17.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-15,522.4899999999999,18.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-16,1396.27,431.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-17,1527.09,393.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-18,1250.71,371.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-19,1103.8600000000001,491.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-20,1675.4000000000005,486.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-21,700.3900000000001,13.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-22,570.57,17.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-23,1590.7000000000003,462.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-24,1779.5300000000002,378.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-25,1406.15,441.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-26,1344.97,475.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-27,1232.96,333.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-09-28,572.52,8.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-29,574.8600000000001,26.0,0,0,1,September,42.32,26.36
North America,Canada,-,Brand,2019-09-30,1112.24,378.0,0,0,0,September,42.32,26.36
North America,Canada,-,Brand,2019-10-01,895.97,404.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-02,859.8699999999998,460.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-03,1564.28,467.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-04,943.63,358.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-05,271.5,9.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-06,256.93,13.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-07,1356.2400000000002,372.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-08,1271.5799999999997,455.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-09,1191.94,376.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-10,1189.1200000000001,385.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-11,971.87,311.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-12,366.79999999999995,6.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-13,286.84999999999997,17.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-14,408.22,79.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-15,1812.4400000000003,360.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-16,1188.37,415.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-17,1841.38,503.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-18,2065.15,482.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-19,314.2,9.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-20,371.37,35.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-21,1328.2,422.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-22,1430.2800000000002,414.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-23,1108.6599999999999,416.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-24,1468.98,425.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-25,1299.19,404.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-26,462.78,13.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-27,423.82,15.0,0,0,1,October,42.32,26.36
North America,Canada,-,Brand,2019-10-28,1663.9399999999998,357.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-29,1790.94,377.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-30,1574.61,423.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-10-31,2278.75,456.0,0,0,0,October,42.32,26.36
North America,Canada,-,Brand,2019-11-01,2166.26,358.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-02,1562.48,26.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-03,887.3800000000001,81.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-04,3961.1800000000003,501.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-05,3393.8500000000004,549.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-06,3257.2700000000004,462.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-07,3282.74,535.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-08,3000.39,487.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-09,13.28,8.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-10,0.0,7.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-11,3781.29,428.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-12,2841.1,590.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-13,2700.57,610.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-14,1048.9900000000002,578.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-15,1261.9799999999998,498.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-16,414.78000000000003,22.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-17,375.32,21.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-18,1366.8600000000001,559.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-19,1217.52,661.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-20,1085.6399999999999,528.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-21,961.8599999999999,554.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-22,837.3199999999999,555.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-23,294.13,70.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-24,272.37,59.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-11-25,1013.09,619.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-26,931.48,571.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-27,886.2099999999999,546.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-28,860.8399999999999,534.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-29,724.5300000000001,419.0,0,0,0,November,42.32,26.36
North America,Canada,-,Brand,2019-11-30,263.61,35.0,0,0,1,November,42.32,26.36
North America,Canada,-,Brand,2019-12-01,297.8299999999999,49.0,0,0,1,December,42.32,26.36
North America,Canada,-,Brand,2019-12-02,1378.54,494.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-03,1343.0200000000002,618.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-04,1246.2,643.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-05,1178.53,657.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-06,1240.22,577.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-07,389.53,36.0,0,0,1,December,42.32,26.36
North America,Canada,-,Brand,2019-12-08,319.0400000000001,52.0,0,0,1,December,42.32,26.36
North America,Canada,-,Brand,2019-12-09,1600.66,819.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-10,1967.98,736.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-11,2150.54,706.0,0,0,0,December,42.32,26.36
North America,Canada,-,Brand,2019-12-12,1795.2,818.0,0,0,0,December,42.32,26.36
