,iteration,Conversion Quantity
0,1,73297.0
1,2,73680.0
2,3,74002.0
3,4,74002.0
4,5,74002.0
5,6,74002.0
6,7,74002.0
7,8,74048.0
8,9,74156.0
9,10,74156.0
10,11,74156.0
11,12,74164.0
12,13,74164.0
13,14,74164.0
14,15,74164.0
15,16,74164.0
16,17,74200.0
17,18,74200.0
18,19,74200.0
19,20,74200.0
20,21,74200.0
21,22,74200.0
22,23,74200.0
23,24,74200.0
24,25,74200.0
25,26,74200.0
26,27,74200.0
27,28,74200.0
28,29,74200.0
29,30,74200.0
30,31,74200.0
31,32,74200.0
32,33,74200.0
33,34,74200.0
34,35,74200.0
35,36,74200.0
36,37,74200.0
37,38,74200.0
38,39,74200.0
39,40,74200.0
40,41,74200.0
41,42,74200.0
42,43,74200.0
43,44,74200.0
44,45,74200.0
45,46,74200.0
46,47,74200.0
47,48,74200.0
48,49,74200.0
49,50,74200.0
50,51,74200.0
51,52,74200.0
52,53,74200.0
53,54,74200.0
54,55,74200.0
55,56,74200.0
56,57,74200.0
57,58,74200.0
58,59,74200.0
59,60,74200.0
60,61,74200.0
61,62,74200.0
62,63,74202.0
63,64,74202.0
64,65,74202.0
65,66,74202.0
66,67,74202.0
67,68,74202.0
68,69,74202.0
69,70,74202.0
70,71,74242.0
71,72,74242.0
72,73,74242.0
73,74,74242.0
74,75,74242.0
75,76,74242.0
76,77,74242.0
77,78,74242.0
78,79,74242.0
79,80,74242.0
80,81,74242.0
81,82,74242.0
82,83,74242.0
83,84,74242.0
84,85,74242.0
85,86,74242.0
86,87,74242.0
87,88,74242.0
88,89,74242.0
89,90,74242.0
90,91,74244.0
91,92,74244.0
92,93,74244.0
93,94,74244.0
94,95,74244.0
95,96,74244.0
96,97,74244.0
97,98,74244.0
98,99,74244.0
99,100,74244.0
