,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,January_Feb_2023,power,growth,MAPE,period_AE
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,107.87,62.519999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,additive,default,na,na,na,na,na,na,na,na,linear,107.87,62.519999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,439.11,77.82
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,additive,customized,na,na,na,na,na,na,na,na,linear,107.87,62.519999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,additive,default,na,na,na,na,na,na,na,na,logistic,439.11,77.82
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,77.35,82.24000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,additive,customized,na,na,na,na,na,na,na,na,logistic,439.11,77.82
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,linear,77.35,82.24000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,87.68,53.97
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,linear,77.35,82.24000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,logistic,87.68,53.97
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,linear,79.94,82.28
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,additive,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,87.68,53.97
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,na,default,na,na,na,na,na,na,na,na,linear,79.94,82.28
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,logistic,94.68,84.54
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,na,customized,na,na,na,na,na,na,na,na,linear,79.94,82.28
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,na,customized,na,na,na,na,na,na,na,na,logistic,94.68,84.54
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,na,default,na,na,na,na,na,na,na,na,logistic,94.68,84.54
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,linear,68.73,78.88
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,logistic,93.85,82.97
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,additive,default,na,na,na,na,na,na,na,na,linear,68.73,78.88
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,additive,customized,na,na,na,na,na,na,na,na,linear,68.73,78.88
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,additive,default,na,na,na,na,na,na,na,na,logistic,93.85,82.97
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,additive,customized,na,na,na,na,na,na,na,na,logistic,93.85,82.97
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,94.68,84.55
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,91.63,93.78999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,multiplicative,default,na,na,na,na,na,na,na,na,linear,91.63,93.78999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,multiplicative,default,na,na,na,na,na,na,na,na,logistic,94.68,84.55
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,94.68,84.55
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,80.14,83.13000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,additive,multiplicative,customized,na,na,na,na,na,na,na,na,linear,91.63,93.78999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,na,customized,na,na,na,na,na,na,na,na,linear,80.14,83.13000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,na,default,na,na,na,na,na,na,na,na,linear,80.14,83.13000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,na,default,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,66.72,78.73
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,na,customized,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,86.02,95.45
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,additive,default,na,na,na,na,na,na,na,na,linear,66.72,78.73
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,additive,customized,na,na,na,na,na,na,na,na,linear,66.72,78.73
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,additive,default,na,na,na,na,na,na,na,na,logistic,86.02,95.45
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,additive,customized,na,na,na,na,na,na,na,na,logistic,86.02,95.45
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,92.04,95.06
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,linear,92.04,95.06
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,linear,92.04,95.06
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,na,na,na,na,na,na,na,na,na,na,linear,56.05,61.82
0,US,Bing Ads,Generic,183,0.1,10.0,10.0,multiplicative,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,na,default,na,na,na,na,na,na,na,na,linear,56.05,61.82
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,na,na,na,na,na,na,na,na,na,na,logistic,52.86,65.59
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,na,customized,na,na,na,na,na,na,na,na,linear,56.05,61.82
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,na,default,na,na,na,na,na,na,na,na,logistic,52.86,65.59
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,additive,na,na,na,na,na,na,na,na,na,linear,48.5,59.099999999999994
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,na,customized,na,na,na,na,na,na,na,na,logistic,52.86,65.59
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,additive,default,na,na,na,na,na,na,na,na,linear,48.5,59.099999999999994
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,additive,na,na,na,na,na,na,na,na,na,logistic,346.41,62.67
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,additive,customized,na,na,na,na,na,na,na,na,linear,48.5,59.099999999999994
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,additive,default,na,na,na,na,na,na,na,na,logistic,346.41,62.67
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,74.02,78.82000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,additive,customized,na,na,na,na,na,na,na,na,logistic,346.41,62.67
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,multiplicative,default,na,na,na,na,na,na,na,na,linear,74.02,78.82000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,52.86,65.60000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,multiplicative,customized,na,na,na,na,na,na,na,na,linear,74.02,78.82000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,multiplicative,default,na,na,na,na,na,na,na,na,logistic,52.86,65.60000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,68.72,73.11
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,additive,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,52.86,65.60000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,87.61,54.02
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,na,default,na,na,na,na,na,na,na,na,linear,68.72,73.11
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,na,customized,na,na,na,na,na,na,na,na,linear,68.72,73.11
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,na,default,na,na,na,na,na,na,na,na,logistic,87.61,54.02
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,69.96,81.97
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,na,customized,na,na,na,na,na,na,na,na,logistic,87.61,54.02
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,additive,default,na,na,na,na,na,na,na,na,linear,69.96,81.97
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,439.41,77.92999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,additive,default,na,na,na,na,na,na,na,na,logistic,439.41,77.92999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,additive,customized,na,na,na,na,na,na,na,na,linear,69.96,81.97
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,additive,customized,na,na,na,na,na,na,na,na,logistic,439.41,77.92999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,78.68,82.82000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,linear,78.68,82.82000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,87.7,53.949999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,linear,78.68,82.82000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,logistic,87.7,53.949999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,linear,79.86,82.27
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,additive,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,87.7,53.949999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,na,default,na,na,na,na,na,na,na,na,linear,79.86,82.27
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,logistic,94.66,84.48
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,na,customized,na,na,na,na,na,na,na,na,linear,79.86,82.27
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,na,default,na,na,na,na,na,na,na,na,logistic,94.66,84.48
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,linear,68.68,78.81
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,na,customized,na,na,na,na,na,na,na,na,logistic,94.66,84.48
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,logistic,93.84,82.95
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,additive,default,na,na,na,na,na,na,na,na,linear,68.68,78.81
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,additive,customized,na,na,na,na,na,na,na,na,linear,68.68,78.81
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,additive,default,na,na,na,na,na,na,na,na,logistic,93.84,82.95
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,90.38,92.77
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,additive,customized,na,na,na,na,na,na,na,na,logistic,93.84,82.95
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,94.68,84.55
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,multiplicative,default,na,na,na,na,na,na,na,na,linear,90.38,92.77
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,multiplicative,default,na,na,na,na,na,na,na,na,logistic,94.68,84.55
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,multiplicative,customized,na,na,na,na,na,na,na,na,linear,90.38,92.77
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,80.99,83.67
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,additive,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,94.68,84.55
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,na,default,na,na,na,na,na,na,na,na,linear,80.99,83.67
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,na,customized,na,na,na,na,na,na,na,na,linear,80.99,83.67
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,na,default,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,67.09,78.85
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,na,customized,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,additive,default,na,na,na,na,na,na,na,na,linear,67.09,78.85
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,85.98,95.43
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,additive,customized,na,na,na,na,na,na,na,na,linear,67.09,78.85
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,additive,default,na,na,na,na,na,na,na,na,logistic,85.98,95.43
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,additive,customized,na,na,na,na,na,na,na,na,logistic,85.98,95.43
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,90.7,93.78999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,linear,90.7,93.78999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,na,na,na,na,na,na,na,na,na,na,linear,52.27,60.629999999999995
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,linear,90.7,93.78999999999999
0,US,Bing Ads,Generic,183,0.1,10.0,1.0,multiplicative,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,na,default,na,na,na,na,na,na,na,na,linear,52.27,60.629999999999995
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,na,na,na,na,na,na,na,na,na,na,logistic,52.84,65.49000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,na,customized,na,na,na,na,na,na,na,na,linear,52.27,60.629999999999995
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,na,default,na,na,na,na,na,na,na,na,logistic,52.84,65.49000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,additive,na,na,na,na,na,na,na,na,na,linear,53.81,61.129999999999995
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,na,customized,na,na,na,na,na,na,na,na,logistic,52.84,65.49000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,additive,default,na,na,na,na,na,na,na,na,linear,53.81,61.129999999999995
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,additive,na,na,na,na,na,na,na,na,na,logistic,331.15,56.92
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,additive,customized,na,na,na,na,na,na,na,na,linear,53.81,61.129999999999995
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,additive,default,na,na,na,na,na,na,na,na,logistic,331.15,56.92
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,76.47,80.10000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,additive,customized,na,na,na,na,na,na,na,na,logistic,331.15,56.92
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,multiplicative,default,na,na,na,na,na,na,na,na,linear,76.47,80.10000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,52.87,65.49000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,multiplicative,customized,na,na,na,na,na,na,na,na,linear,76.47,80.10000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,multiplicative,default,na,na,na,na,na,na,na,na,logistic,52.87,65.49000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,68.73,72.96000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,additive,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,52.87,65.49000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,na,default,na,na,na,na,na,na,na,na,linear,68.73,72.96000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,87.71,53.949999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,na,customized,na,na,na,na,na,na,na,na,linear,68.73,72.96000000000001
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,na,default,na,na,na,na,na,na,na,na,logistic,87.71,53.949999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,59.54,70.35
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,na,customized,na,na,na,na,na,na,na,na,logistic,87.71,53.949999999999996
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,additive,default,na,na,na,na,na,na,na,na,linear,59.54,70.35
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,418.64,70.38
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,additive,customized,na,na,na,na,na,na,na,na,linear,59.54,70.35
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,additive,default,na,na,na,na,na,na,na,na,logistic,418.64,70.38
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,80.0,83.65
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,additive,customized,na,na,na,na,na,na,na,na,logistic,418.64,70.38
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,linear,80.0,83.65
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,87.77,53.92
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,linear,80.0,83.65
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,linear,84.95,85.97
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,multiplicative,default,na,na,na,na,na,na,na,na,logistic,87.77,53.92
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,additive,multiplicative,multiplicative,customized,na,na,na,na,na,na,na,na,logistic,87.77,53.92
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,na,default,na,na,na,na,na,na,na,na,linear,84.95,85.97
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,na,customized,na,na,na,na,na,na,na,na,linear,84.95,85.97
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,logistic,94.72,84.67
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,na,default,na,na,na,na,na,na,na,na,logistic,94.72,84.67
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,linear,67.04,77.66
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,na,customized,na,na,na,na,na,na,na,na,logistic,94.72,84.67
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,additive,default,na,na,na,na,na,na,na,na,linear,67.04,77.66
0,US,Bing Ads,Generic,183,0.1,10.0,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,logistic,94.12,83.26
