,iteration,Conversion Quantity
0,1,3048905.0
1,2,3060670.0
2,3,3063046.0
3,4,3070421.0
4,5,3070421.0
5,6,3070421.0
6,7,3070421.0
7,8,3070421.0
8,9,3070421.0
9,10,3070421.0
10,11,3070421.0
11,12,3070421.0
12,13,3070421.0
13,14,3070421.0
14,15,3071034.0
15,16,3071034.0
16,17,3071034.0
17,18,3071034.0
18,19,3071034.0
19,20,3071034.0
20,21,3071034.0
21,22,3071034.0
22,23,3071034.0
23,24,3071034.0
24,25,3071034.0
25,26,3077882.0
26,27,3077882.0
27,28,3077882.0
28,29,3077882.0
29,30,3077882.0
30,31,3077882.0
31,32,3077882.0
32,33,3077882.0
33,34,3077882.0
34,35,3077882.0
35,36,3077882.0
36,37,3077882.0
37,38,3077882.0
38,39,3078078.0
39,40,3078078.0
40,41,3078078.0
41,42,3078229.0
42,43,3078229.0
43,44,3078229.0
44,45,3078229.0
45,46,3078229.0
46,47,3078229.0
47,48,3078229.0
48,49,3078229.0
49,50,3078229.0
