,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,Nov_Dec_2018,Jul_Dec_2019,power,growth,MAPE,period_AE
0,Mexico,-,Non_Brand,183,0.05,0.01,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,linear,39.73,43.7
0,Mexico,-,Non_Brand,183,0.05,0.01,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,na,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,na,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,0.1,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,na,additive,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,additive,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,additive,additive,na,linear,41.8,53.55
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,na,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,na,additive,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,na,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,additive,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,additive,additive,na,linear,41.8,53.55
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,na,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,na,additive,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,default,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,additive,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,additive,additive,na,linear,41.8,53.55
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,na,na,na,linear,41.46,53.12
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,na,customized,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,na,additive,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,na,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,additive,na,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,additive,additive,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,na,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,additive,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,na,na,na,linear,41.46,53.12
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,na,na,na,na,na,na,na,additive,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,na,additive,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,additive,na,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,na,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,additive,additive,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,na,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,additive,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,na,na,na,linear,41.46,53.12
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,default,na,na,na,na,na,na,additive,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,na,additive,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,additive,na,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,na,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,na,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,additive,additive,na,linear,41.57,53.25
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,additive,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,38.25,49.46
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,additive,customized,na,na,na,na,na,na,additive,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,additive,na,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,additive,additive,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,na,na,na,linear,38.25,49.46
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,na,additive,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,na,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,additive,na,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,additive,additive,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,na,na,na,linear,38.25,49.46
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,default,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,na,additive,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,additive,na,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,linear,38.28,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,na,na,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,na,additive,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,additive,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,na,na,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,additive,na,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,na,additive,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,additive,additive,na,linear,40.41,47.69
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,na,na,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,additive,na,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,na,na,na,na,na,na,na,additive,additive,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,na,additive,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,na,na,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,additive,na,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,na,additive,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,additive,additive,na,linear,40.41,47.69
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,additive,na,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,na,na,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,default,na,na,na,na,na,na,additive,additive,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,na,additive,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,additive,na,na,linear,40.63,49.13
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,na,na,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,additive,additive,na,linear,40.41,47.69
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,na,additive,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,additive,na,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,na,na,na,linear,40.59,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,na,customized,na,na,na,na,na,na,additive,additive,na,logistic,99.99,99.99
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,na,additive,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,na,na,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,additive,na,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,na,additive,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,additive,additive,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,na,na,na,linear,40.59,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,additive,na,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,na,na,na,na,na,na,na,additive,additive,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,na,additive,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,na,na,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,additive,na,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,na,additive,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,additive,additive,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,additive,na,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,na,na,na,linear,40.59,49.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,na,additive,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,default,na,na,na,na,na,na,additive,additive,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,additive,na,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,na,na,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,na,additive,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,additive,additive,na,linear,40.52,48.35
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,additive,na,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,38.58,45.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,additive,customized,na,na,na,na,na,na,additive,additive,na,logistic,96.67,98.00999999999999
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,additive,na,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,additive,additive,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,additive,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,na,na,na,linear,38.58,45.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,na,additive,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,na,na,na,na,na,na,na,additive,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,additive,na,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,na,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,additive,additive,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,additive,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,na,na,na,linear,38.58,45.17
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,default,na,na,na,na,na,na,additive,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,na,additive,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,na,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,na,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,na,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,linear,38.52,44.62
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,na,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,na,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,na,additive,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,na,multiplicative,customized,na,na,na,na,na,na,additive,additive,na,logistic,100.0,100.0
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,additive,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,additive,additive,na,linear,41.8,53.55
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,na,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,na,additive,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,na,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,additive,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,additive,additive,na,linear,41.8,53.55
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,na,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,na,additive,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,default,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,na,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,na,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,additive,na,na,linear,42.07,53.97
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,additive,additive,na,linear,41.8,53.55
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,na,na,na,linear,41.05,52.559999999999995
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,additive,na,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,na,additive,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,na,customized,na,na,na,na,na,na,additive,additive,na,logistic,97.68,98.15
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,na,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,additive,na,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,na,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,additive,additive,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,additive,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,na,na,na,linear,41.05,52.559999999999995
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,na,na,na,na,na,na,na,additive,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,na,additive,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,na,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,additive,na,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,na,additive,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,additive,additive,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,customized,na,na,na,na,na,na,na,na,na,linear,41.05,52.559999999999995
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,additive,na,na,logistic,97.65,98.16
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,customized,na,na,na,na,na,na,na,additive,na,linear,40.84,52.22
0,Mexico,-,Non_Brand,183,0.05,0.01,10.0,additive,na,additive,default,na,na,na,na,na,na,additive,additive,na,logistic,97.65,98.16
