,iteration,Conversion Quantity
0,1,92657.0
1,2,92681.0
2,3,92681.0
3,4,92681.0
4,5,92681.0
5,6,92681.0
6,7,92681.0
7,8,92681.0
8,9,92681.0
9,10,92681.0
10,11,92681.0
11,12,92681.0
12,13,92681.0
13,14,92681.0
14,15,92681.0
15,16,92681.0
16,17,92681.0
17,18,92681.0
18,19,92681.0
19,20,92685.0
20,21,92685.0
21,22,92685.0
22,23,92685.0
23,24,92685.0
24,25,92685.0
25,26,92685.0
26,27,92685.0
27,28,92685.0
28,29,92685.0
29,30,92685.0
30,31,92685.0
31,32,92685.0
32,33,92685.0
33,34,92685.0
34,35,92685.0
35,36,92685.0
36,37,92685.0
37,38,92685.0
38,39,92685.0
39,40,92685.0
40,41,92685.0
41,42,92685.0
42,43,92685.0
43,44,92685.0
44,45,92685.0
45,46,92685.0
46,47,92685.0
47,48,92685.0
48,49,92685.0
49,50,92685.0
50,51,92685.0
51,52,92685.0
52,53,92685.0
53,54,92685.0
54,55,92685.0
55,56,92685.0
56,57,92685.0
57,58,92685.0
58,59,92685.0
59,60,92685.0
60,61,92685.0
61,62,92685.0
62,63,92685.0
63,64,92685.0
64,65,92685.0
65,66,92685.0
66,67,92685.0
67,68,92685.0
68,69,92687.0
69,70,92687.0
70,71,92687.0
71,72,92687.0
72,73,92687.0
73,74,92687.0
74,75,92687.0
75,76,92687.0
76,77,92687.0
77,78,92687.0
78,79,92687.0
79,80,92687.0
80,81,92687.0
81,82,92687.0
82,83,92687.0
83,84,92687.0
84,85,92687.0
85,86,92687.0
86,87,92687.0
87,88,92687.0
88,89,92687.0
89,90,92687.0
90,91,92687.0
91,92,92687.0
92,93,92687.0
93,94,92687.0
94,95,92687.0
95,96,92687.0
96,97,92687.0
97,98,92687.0
98,99,92687.0
99,100,92687.0
100,101,92687.0
101,102,92687.0
102,103,92690.0
103,104,92690.0
104,105,92690.0
105,106,92690.0
106,107,92690.0
107,108,92690.0
108,109,92690.0
109,110,92690.0
110,111,92690.0
111,112,92690.0
112,113,92690.0
113,114,92690.0
114,115,92690.0
115,116,92690.0
116,117,92690.0
117,118,92690.0
118,119,92690.0
119,120,92690.0
120,121,92690.0
121,122,92690.0
122,123,92690.0
123,124,92690.0
124,125,92690.0
125,126,92690.0
126,127,92690.0
127,128,92690.0
128,129,92690.0
129,130,92690.0
130,131,92690.0
131,132,92690.0
132,133,92690.0
133,134,92690.0
134,135,92690.0
135,136,92690.0
136,137,92690.0
137,138,92690.0
138,139,92690.0
139,140,92690.0
140,141,92690.0
141,142,92690.0
142,143,92690.0
143,144,92690.0
144,145,92690.0
145,146,92690.0
146,147,92690.0
147,148,92690.0
148,149,92690.0
149,150,92690.0
