,iteration,Conversion Quantity
0,1,3048147.0
1,2,3143017.0
2,3,3145816.0
3,4,3145816.0
4,5,3145816.0
5,6,3145816.0
6,7,3147576.0
7,8,3147576.0
8,9,3147576.0
9,10,3147576.0
10,11,3147576.0
11,12,3147576.0
12,13,3147576.0
13,14,3147576.0
14,15,3148472.0
15,16,3148472.0
16,17,3148472.0
17,18,3148472.0
18,19,3148472.0
19,20,3148472.0
20,21,3148472.0
21,22,3148472.0
22,23,3148472.0
23,24,3152093.0
24,25,3152093.0
25,26,3152093.0
26,27,3152093.0
27,28,3152093.0
28,29,3152093.0
29,30,3152093.0
30,31,3152093.0
31,32,3152093.0
32,33,3152093.0
33,34,3152093.0
34,35,3152093.0
35,36,3152093.0
36,37,3152093.0
37,38,3152093.0
38,39,3152093.0
39,40,3152093.0
40,41,3152093.0
41,42,3152093.0
42,43,3152093.0
43,44,3152093.0
44,45,3152093.0
45,46,3152093.0
46,47,3152093.0
47,48,3152093.0
48,49,3152093.0
49,50,3152093.0
