,ds,region,market,account_type,funnel,Identifier,X,y,anomaly_2021,covid_year_dummy,Covid_Year_Dummy,weekday_or_weekend,Month of Ds,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,new_confirmed,floor,AOV,ROAS,cap
0,2017-08-10,Canada,Canada,-,Brand,L,1241.5500123985107,555.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,773.3284103692047
1,2017-08-11,Canada,Canada,-,Brand,L,995.119990030304,442.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,619.8337177977036
2,2017-08-12,Canada,Canada,-,Brand,L,0.0,12.0,0.0,0.0,0.0,1.0,August,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
3,2017-08-13,Canada,Canada,-,Brand,L,0.0,3.0,0.0,0.0,0.0,1.0,August,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
4,2017-08-14,Canada,Canada,-,Brand,L,998.3500001206992,413.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,621.8456049901141
5,2017-08-15,Canada,Canada,-,Brand,L,1028.9799967575818,495.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,640.9242134813293
6,2017-08-16,Canada,Canada,-,Brand,L,991.8899939525876,528.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,617.8218393334171
7,2017-08-17,Canada,Canada,-,Brand,L,888.200011169538,85.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,553.236112817321
8,2017-08-18,Canada,Canada,-,Brand,L,850.7100141085684,132.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,529.8845929088342
9,2017-08-19,Canada,Canada,-,Brand,L,0.0,17.0,0.0,0.0,0.0,1.0,August,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
10,2017-08-20,Canada,Canada,-,Brand,L,0.0,9.0,0.0,0.0,0.0,1.0,August,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
11,2017-08-21,Canada,Canada,-,Brand,L,839.0600182171908,461.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,522.6281209878342
12,2017-08-22,Canada,Canada,-,Brand,L,656.1500023528929,461.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,408.6983474012821
13,2017-08-23,Canada,Canada,-,Brand,L,704.1200114879757,397.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,438.57758749581853
14,2017-08-24,Canada,Canada,-,Brand,L,870.8999901767818,427.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,542.4603908568046
15,2017-08-25,Canada,Canada,-,Brand,L,863.2499956209214,424.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,537.6954131514057
16,2017-08-26,Canada,Canada,-,Brand,L,0.0,7.0,0.0,0.0,0.0,1.0,August,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
17,2017-08-27,Canada,Canada,-,Brand,L,0.0,7.0,0.0,0.0,0.0,1.0,August,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
18,2017-08-28,Canada,Canada,-,Brand,L,754.5699933860451,129.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,470.00153652306585
19,2017-08-29,Canada,Canada,-,Brand,L,844.9699879735708,307.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,526.3092836243698
20,2017-08-30,Canada,Canada,-,Brand,L,933.390008427203,510.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,581.3837576120292
21,2017-08-31,Canada,Canada,-,Brand,L,822.4199911747123,514.0,0.0,0.0,0.0,0.0,August,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,512.2634916674248
22,2017-09-01,Canada,Canada,-,Brand,L,828.8800115380433,438.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,516.2872661659457
23,2017-09-02,Canada,Canada,-,Brand,L,0.0,2.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
24,2017-09-03,Canada,Canada,-,Brand,L,0.0,11.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
25,2017-09-04,Canada,Canada,-,Brand,L,471.979995097965,14.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,293.98375876139784
26,2017-09-05,Canada,Canada,-,Brand,L,923.5900022201237,447.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,575.2795949556346
27,2017-09-06,Canada,Canada,-,Brand,L,956.5899951700123,447.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,595.8344109801873
28,2017-09-07,Canada,Canada,-,Brand,L,900.4500109180804,479.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,560.8663111484074
29,2017-09-08,Canada,Canada,-,Brand,L,860.8799874205143,409.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,536.2191982137231
30,2017-09-09,Canada,Canada,-,Brand,L,0.0,9.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
31,2017-09-10,Canada,Canada,-,Brand,L,0.0,11.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
32,2017-09-11,Canada,Canada,-,Brand,L,839.9400197416547,469.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,523.1762504818057
33,2017-09-12,Canada,Canada,-,Brand,L,1037.3400075249374,578.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,646.1314413600508
34,2017-09-13,Canada,Canada,-,Brand,L,838.249998934567,520.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,522.123581566994
35,2017-09-14,Canada,Canada,-,Brand,L,1149.1000045854598,460.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,715.7437646709055
36,2017-09-15,Canada,Canada,-,Brand,L,1109.3799909185618,460.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,691.0032268575919
37,2017-09-16,Canada,Canada,-,Brand,L,0.0,5.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
38,2017-09-17,Canada,Canada,-,Brand,L,0.0,18.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
39,2017-09-18,Canada,Canada,-,Brand,L,1061.380006948486,406.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,661.1053162372895
40,2017-09-19,Canada,Canada,-,Brand,L,535.9799949657172,447.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,333.8476528189108
41,2017-09-20,Canada,Canada,-,Brand,L,484.8899868112057,423.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,302.0250484958266
42,2017-09-21,Canada,Canada,-,Brand,L,497.7700027637183,375.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,310.0476671278737
43,2017-09-22,Canada,Canada,-,Brand,L,423.43000293709326,310.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,263.74326269900234
44,2017-09-23,Canada,Canada,-,Brand,L,0.0,6.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
45,2017-09-24,Canada,Canada,-,Brand,L,0.0,13.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
46,2017-09-25,Canada,Canada,-,Brand,L,475.77000016346574,320.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,296.3444518976596
47,2017-09-26,Canada,Canada,-,Brand,L,508.9000008888543,403.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,316.9802463003355
48,2017-09-27,Canada,Canada,-,Brand,L,459.17999910563236,388.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,286.01098242968976
49,2017-09-28,Canada,Canada,-,Brand,L,513.4000029228628,378.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,319.7831776239759
50,2017-09-29,Canada,Canada,-,Brand,L,408.5799979306757,345.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,254.4935903934927
51,2017-09-30,Canada,Canada,-,Brand,L,0.0,10.0,0.0,0.0,0.0,1.0,September,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
52,2017-10-01,Canada,Canada,-,Brand,L,0.0,3.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
53,2017-10-02,Canada,Canada,-,Brand,L,373.16000043600803,292.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,232.431418040954
54,2017-10-03,Canada,Canada,-,Brand,L,160.48999942280352,321.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,99.96494292970465
55,2017-10-04,Canada,Canada,-,Brand,L,423.0600014664233,421.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,263.51279864496496
56,2017-10-05,Canada,Canada,-,Brand,L,417.24000371433794,336.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,259.8876771717852
57,2017-10-06,Canada,Canada,-,Brand,L,405.1499958727509,278.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,252.35713353510664
58,2017-10-07,Canada,Canada,-,Brand,L,0.0,2.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
59,2017-10-08,0,Canada,-,Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
60,2017-10-09,Canada,Canada,-,Brand,L,248.67000076547268,17.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,154.88991541062995
61,2017-10-10,Canada,Canada,-,Brand,L,386.43000072985893,223.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,240.69694752455297
62,2017-10-11,Canada,Canada,-,Brand,L,397.18999494612217,295.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,247.3990611242859
63,2017-10-12,Canada,Canada,-,Brand,L,366.169998947531,270.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,228.07753242573054
64,2017-10-13,Canada,Canada,-,Brand,L,355.5100026093423,245.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,221.43770483890034
65,2017-10-14,Canada,Canada,-,Brand,L,0.0,3.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
66,2017-10-15,Canada,Canada,-,Brand,L,0.0,6.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
67,2017-10-16,Canada,Canada,-,Brand,L,478.31999956816435,284.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,297.9327785589984
68,2017-10-17,Canada,Canada,-,Brand,L,589.5100051742044,334.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,367.1900693854449
69,2017-10-18,Canada,Canada,-,Brand,L,586.9599943459033,329.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,365.6017356086486
70,2017-10-19,Canada,Canada,-,Brand,L,537.3599938172848,355.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,334.70721732097417
71,2017-10-20,Canada,Canada,-,Brand,L,512.44999874942,320.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,319.1914453458108
72,2017-10-21,Canada,Canada,-,Brand,L,0.0,5.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
73,2017-10-22,Canada,Canada,-,Brand,L,0.0,4.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
74,2017-10-23,Canada,Canada,-,Brand,L,579.2400088571012,281.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,360.7931624166632
75,2017-10-24,Canada,Canada,-,Brand,L,553.7300057690592,285.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,344.9036614383837
76,2017-10-25,Canada,Canada,-,Brand,L,581.7500042282044,250.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,362.35657163174545
77,2017-10-26,Canada,Canada,-,Brand,L,562.0899948757142,401.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,350.1108758252322
78,2017-10-27,Canada,Canada,-,Brand,L,685.1699937246741,350.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,426.7741265260494
79,2017-10-28,Canada,Canada,-,Brand,L,0.0,9.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
80,2017-10-29,Canada,Canada,-,Brand,L,0.0,12.0,0.0,0.0,0.0,1.0,October,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
81,2017-10-30,Canada,Canada,-,Brand,L,717.7299885824319,362.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,447.05487946675106
82,2017-10-31,Canada,Canada,-,Brand,L,659.4900004081429,425.0,0.0,0.0,0.0,0.0,October,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,410.7787431653744
83,2017-11-01,Canada,Canada,-,Brand,L,726.9300000462683,358.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,452.78532138987794
84,2017-11-02,Canada,Canada,-,Brand,L,710.1199956573546,362.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,442.3148177109609
85,2017-11-03,Canada,Canada,-,Brand,L,777.5100029185414,370.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,484.29025701636937
86,2017-11-04,Canada,Canada,-,Brand,L,0.0,4.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
87,2017-11-05,Canada,Canada,-,Brand,L,0.0,3.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
88,2017-11-06,Canada,Canada,-,Brand,L,787.1299863643945,494.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,490.2822882931342
89,2017-11-07,Canada,Canada,-,Brand,L,787.2599984053521,431.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,490.3632693280974
90,2017-11-08,Canada,Canada,-,Brand,L,790.9800097439436,471.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,492.6803652374847
91,2017-11-09,Canada,Canada,-,Brand,L,816.1600126810371,403.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,508.3643179175836
92,2017-11-10,Canada,Canada,-,Brand,L,734.8699915390462,414.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,457.73093045768564
93,2017-11-11,Canada,Canada,-,Brand,L,0.0,2.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
94,2017-11-12,Canada,Canada,-,Brand,L,0.0,5.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
95,2017-11-13,Canada,Canada,-,Brand,L,824.5300102308394,405.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,513.5777662969027
96,2017-11-14,Canada,Canada,-,Brand,L,870.3699981421233,547.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,542.1302729448576
97,2017-11-15,Canada,Canada,-,Brand,L,802.7400030549611,510.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,500.0053516193
98,2017-11-16,Canada,Canada,-,Brand,L,421.84999818913616,471.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,262.75911985504797
99,2017-11-17,Canada,Canada,-,Brand,L,304.92000568099326,414.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,189.9265441812614
100,2017-11-18,Canada,Canada,-,Brand,L,0.0,10.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
101,2017-11-19,Canada,Canada,-,Brand,L,0.0,6.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
102,2017-11-20,Canada,Canada,-,Brand,L,327.3300001900642,386.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,203.8851324435277
103,2017-11-21,Canada,Canada,-,Brand,L,647.2799900397661,504.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,403.1734531533137
104,2017-11-22,Canada,Canada,-,Brand,L,612.2600021082909,504.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,381.3604360958069
105,2017-11-23,Canada,Canada,-,Brand,L,553.9199920780956,384.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,345.0219988463752
106,2017-11-24,Canada,Canada,-,Brand,L,353.19000192545366,321.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,219.99263825035345
107,2017-11-25,Canada,Canada,-,Brand,L,0.0,18.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
108,2017-11-26,Canada,Canada,-,Brand,L,0.0,6.0,0.0,0.0,0.0,1.0,November,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
109,2017-11-27,Canada,Canada,-,Brand,L,585.6900048460808,472.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,364.81069299959097
110,2017-11-28,Canada,Canada,-,Brand,L,704.5299889147284,588.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,438.8329515073781
111,2017-11-29,Canada,Canada,-,Brand,L,608.5200094226749,701.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,379.0308943379421
112,2017-11-30,Canada,Canada,-,Brand,L,532.2600079700348,606.0,0.0,0.0,0.0,0.0,November,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,331.53057207207274
113,2017-12-01,Canada,Canada,-,Brand,L,489.3399976268412,473.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,304.79684162201164
114,2017-12-02,Canada,Canada,-,Brand,L,0.0,14.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
115,2017-12-03,Canada,Canada,-,Brand,L,0.0,21.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
116,2017-12-04,Canada,Canada,-,Brand,L,766.3699916992339,532.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,477.35144095443775
117,2017-12-05,Canada,Canada,-,Brand,L,866.2999910153444,577.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,539.5951739878185
118,2017-12-06,Canada,Canada,-,Brand,L,880.5699986591936,538.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,548.4835813954712
119,2017-12-07,Canada,Canada,-,Brand,L,841.3400057610127,537.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,524.0482644579464
120,2017-12-08,Canada,Canada,-,Brand,L,783.9699831232429,493.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,488.3140065011503
121,2017-12-09,Canada,Canada,-,Brand,L,0.0,10.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
122,2017-12-10,Canada,Canada,-,Brand,L,0.0,9.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
123,2017-12-11,Canada,Canada,-,Brand,L,994.8700366895641,614.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,619.6780285240291
124,2017-12-12,Canada,Canada,-,Brand,L,861.5200137216598,662.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,536.6178535374044
125,2017-12-13,Canada,Canada,-,Brand,L,952.3900115210567,664.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,593.2183531118869
126,2017-12-14,Canada,Canada,-,Brand,L,1155.779982021079,628.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,719.9045445670047
127,2017-12-15,Canada,Canada,-,Brand,L,960.5799944531166,586.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,598.3196751839356
128,2017-12-16,Canada,Canada,-,Brand,L,0.0,7.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
129,2017-12-17,Canada,Canada,-,Brand,L,0.0,9.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
130,2017-12-18,Canada,Canada,-,Brand,L,1021.8799912389362,829.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,636.5018092877684
131,2017-12-19,Canada,Canada,-,Brand,L,1055.8899954836813,717.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,657.6857344269811
132,2017-12-20,Canada,Canada,-,Brand,L,916.7300187740468,785.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,571.006694113513
133,2017-12-21,Canada,Canada,-,Brand,L,552.9200066104529,654.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,344.3991345522575
134,2017-12-22,Canada,Canada,-,Brand,L,491.1700122300537,420.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,305.9367089410259
135,2017-12-23,Canada,Canada,-,Brand,L,0.0,4.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
136,2017-12-24,Canada,Canada,-,Brand,L,0.0,5.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
137,2017-12-25,Canada,Canada,-,Brand,L,54.219999853521585,11.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,33.77219272539766
138,2017-12-26,Canada,Canada,-,Brand,L,181.4700016770512,25.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,113.032827131547
139,2017-12-27,Canada,Canada,-,Brand,L,562.9000062905253,363.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,350.6154103454217
140,2017-12-28,Canada,Canada,-,Brand,L,691.4700155165049,284.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,430.698242178995
141,2017-12-29,Canada,Canada,-,Brand,L,524.1099886558951,194.0,0.0,0.0,0.0,0.0,December,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,326.4541422724337
142,2017-12-30,Canada,Canada,-,Brand,L,0.0,2.0,0.0,0.0,0.0,1.0,December,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
143,2017-12-31,0,Canada,-,Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,42.32,26.36,3309.8742247854957
144,2018-01-01,Canada,Canada,-,Brand,L,84.33999893069267,5.0,0.0,0.0,0.0,0.0,January,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,52.53313733017625
145,2018-01-02,Canada,Canada,-,Brand,L,590.6000013891608,201.0,0.0,0.0,0.0,0.0,January,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,367.8689989749121
146,2018-01-03,Canada,Canada,-,Brand,L,647.3199950866401,240.0,0.0,0.0,0.0,0.0,January,0,0.0,0.0,0.5,0.5,0,0,0,42.32,26.36,403.19837123071443
