,variable_splits,pos
99,Poland_-_Brand_Nov_2024,0.8254291075112332
100,Poland_-_Non_Brand_Nov_2024,0.8034035136136564
101,SM_-_-_Nov_2024,0.7972031937298218
102,UK_-_Brand_Nov_2024,0.7626297725906722
103,UK_-_Non_Brand_Nov_2024,0.745628322286258
104,France_-_Brand_Dec_2024,0.9304842880959203
105,France_-_Non_Brand_Dec_2024,0.9011394398272424
106,Germany_-_Brand_Dec_2024,0.9404892261335118
107,Germany_-_Non_Brand_Dec_2024,1.1466831832835291
108,India_-_Brand_Dec_2024,1.0876738759542277
109,India_-_Non_Brand_Dec_2024,1.1265431093421452
110,Italy_-_Brand_Dec_2024,0.8962701787214107
111,Italy_-_Non_Brand_Dec_2024,0.9377354705768494
112,Poland_-_Brand_Dec_2024,0.9736404348966784
113,Poland_-_Non_Brand_Dec_2024,0.9406157595521061
114,SM_-_-_Dec_2024,1.1420816163621608
115,UK_-_Brand_Dec_2024,0.8283165402670608
116,UK_-_Non_Brand_Dec_2024,0.9872591326426751
