,ds,region,market,account_type,funnel,Identifier,X,y,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,anomaly_2021,covid_year_dummy,weekday_or_weekend,Nov_Dec_2018,Jul_Dec_2019,Mar_2018,Apr_2019,May_2019,Account Type,AOV,ROAS,Month of Ds,floor,cap,new_confirmed
7923,2019-10-11,Europe,Germany,-,Brand,L,2413.25,2524.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,794.6424665856623,0
7924,2019-10-11,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7925,2019-10-11,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7926,2019-10-11,Europe,Poland,-,Brand,L,416.34999999999997,737.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,713.7134995064164,0
7927,2019-10-11,Europe,Poland,-,Non_Brand,L,1396.55,172.0,0,703.62,692.93,0.5038272886756651,0.49617271132433494,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1067.0514843750002,0
7928,2019-10-11,Europe,UK,-,Brand,L,2024.3899999999999,1429.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,525.327456822107,0
7929,2019-10-11,Europe,UK,-,Non_Brand,L,3570.6200000000003,113.0,0,2561.4700000000003,1009.15,0.7173740134766511,0.2826259865233489,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,787.1194334975371,0
7930,2019-10-12,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7931,2019-10-12,Europe,France,-,Brand,L,320.46,22.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,35.97,7.83,October,0,69.75818181818181,0
7932,2019-10-12,Europe,France,-,Non_Brand,L,14.9,0.0,0,0.0,14.9,0.0,1.0,1,0,0,1,0,1,0,0,0,-,31.04,5.57,October,0,2.6737435567010315,0
7933,2019-10-12,Europe,Germany,-,Brand,L,713.41,76.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,24.69,8.13,October,0,234.9138639125152,0
7934,2019-10-12,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7935,2019-10-12,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7936,2019-10-12,Europe,Poland,-,Brand,L,79.59,94.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,20.26,34.73,October,0,136.43438795656465,0
7937,2019-10-12,Europe,Poland,-,Non_Brand,L,0.0,3.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,19.2,14.67,October,0,451.50402194122034,0
7938,2019-10-12,Europe,UK,-,Brand,L,817.2900000000001,166.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,23.16,6.01,October,0,212.08604922279793,0
7939,2019-10-12,Europe,UK,-,Non_Brand,L,522.55,7.0,0,41.94,480.60999999999996,0.08026026217586835,0.9197397378241317,1,0,0,1,0,1,0,0,0,-,24.36,5.37,October,0,115.1926724137931,0
7940,2019-10-13,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7941,2019-10-13,Europe,France,-,Brand,L,293.7,19.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,35.97,7.83,October,0,63.933027522935774,0
7942,2019-10-13,Europe,France,-,Non_Brand,L,17.23,0.0,0,0.6,16.63,0.03,0.97,1,0,0,1,0,1,0,0,0,-,31.04,5.57,October,0,3.0918524484536087,0
7943,2019-10-13,Europe,Germany,-,Brand,L,676.0,65.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,24.69,8.13,October,0,222.59538274605103,0
7944,2019-10-13,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7945,2019-10-13,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7946,2019-10-13,Europe,Poland,-,Brand,L,95.64,98.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,20.26,34.73,October,0,163.9475419545903,0
7947,2019-10-13,Europe,Poland,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,19.2,14.67,October,0,451.50402194122034,0
7948,2019-10-13,Europe,UK,-,Brand,L,865.65,253.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,23.16,6.01,October,0,224.63542746113987,0
7949,2019-10-13,Europe,UK,-,Non_Brand,L,439.81000000000006,22.0,0,51.73,388.08000000000004,0.1176189718287442,0.8823810281712559,1,0,0,1,0,1,0,0,0,-,24.36,5.37,October,0,96.95318965517244,0
7950,2019-10-14,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7951,2019-10-14,Europe,France,-,Brand,L,1160.86,733.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,252.69763135946621,0
7952,2019-10-14,Europe,France,-,Non_Brand,L,689.85,18.0,0,478.84,211.01,0.6941219105602667,0.30587808943973327,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,123.79073775773197,0
7953,2019-10-14,Europe,Germany,-,Brand,L,2766.89,2733.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,911.0901458080195,0
7954,2019-10-14,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7955,2019-10-14,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7956,2019-10-14,Europe,Poland,-,Brand,L,469.89,904.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,805.4925814412634,0
7957,2019-10-14,Europe,Poland,-,Non_Brand,L,1775.71,155.0,0,938.74,836.9699999999999,0.5286561431765322,0.4713438568234678,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1356.7534218750002,0
7958,2019-10-14,Europe,UK,-,Brand,L,2568.2600000000007,1739.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,666.4612521588948,0
7959,2019-10-14,Europe,UK,-,Non_Brand,L,5619.02,163.0,0,4256.93,1362.0900000000001,0.7575929610501475,0.2424070389498525,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,1238.6755911330051,0
7960,2019-10-15,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7961,2019-10-15,Europe,France,-,Brand,L,1326.63,771.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,288.7826772310259,0
7962,2019-10-15,Europe,France,-,Non_Brand,L,656.8199999999999,30.0,0,440.51,216.30999999999997,0.6706708078316739,0.3293291921683261,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,117.86364046391753,0
7963,2019-10-15,Europe,Germany,-,Brand,L,2607.87,2971.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,858.727545565006,0
7964,2019-10-15,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7965,2019-10-15,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7966,2019-10-15,Europe,Poland,-,Brand,L,475.31000000000006,920.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,814.7836278381045,0
7967,2019-10-15,Europe,Poland,-,Non_Brand,L,1636.1799999999998,138.0,0,860.5399999999997,775.64,0.5259445782248896,0.4740554217751104,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1250.1437812499998,0
7968,2019-10-15,Europe,UK,-,Brand,L,2718.65,1717.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,705.4873272884283,0
7969,2019-10-15,Europe,UK,-,Non_Brand,L,5691.970000000001,191.0,0,4324.77,1367.2000000000003,0.76,0.24,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,1254.7569334975374,0
7970,2019-10-16,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7971,2019-10-16,Europe,France,-,Brand,L,1144.8200000000002,780.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,249.20602168473735,0
7972,2019-10-16,Europe,France,-,Non_Brand,L,586.1400000000001,31.0,0,393.13000000000005,193.01000000000002,0.670710069266728,0.32928993073327195,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,105.18040592783508,0
7973,2019-10-16,Europe,Germany,-,Brand,L,2389.76,2763.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,786.9076063183477,0
7974,2019-10-16,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7975,2019-10-16,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7976,2019-10-16,Europe,Poland,-,Brand,L,377.50000000000006,951.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,647.1162388943732,0
7977,2019-10-16,Europe,Poland,-,Non_Brand,L,1434.9700000000003,189.0,0,801.7700000000001,633.2,0.56,0.43999999999999995,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1096.4067656250004,0
7978,2019-10-16,Europe,UK,-,Brand,L,3121.58,1794.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,810.0473143350604,0
7979,2019-10-16,Europe,UK,-,Non_Brand,L,4180.040000000001,153.0,0,2994.2400000000007,1185.8,0.7163185041291471,0.2836814958708529,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,921.4620197044337,0
7980,2019-10-17,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7981,2019-10-17,Europe,France,-,Brand,L,1099.31,889.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,239.299341117598,0
7982,2019-10-17,Europe,France,-,Non_Brand,L,558.0600000000001,34.0,0,377.08000000000004,180.98,0.6756979536250582,0.32430204637494175,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,100.14156572164951,0
7983,2019-10-17,Europe,Germany,-,Brand,L,2428.35,2689.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,799.6146415552856,0
7984,2019-10-17,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7985,2019-10-17,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7986,2019-10-17,Europe,Poland,-,Brand,L,358.19,954.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,614.0147433366238,0
7987,2019-10-17,Europe,Poland,-,Non_Brand,L,1564.1299999999999,174.0,0,931.4599999999999,632.67,0.5955131606707882,0.4044868393292118,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1195.093078125,0
7988,2019-10-17,Europe,UK,-,Brand,L,2661.4100000000003,1722.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,690.6335967184802,0
7989,2019-10-17,Europe,UK,-,Non_Brand,L,4096.47,190.0,0,3025.17,1071.3000000000002,0.7384821565884774,0.2615178434115226,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,903.0395689655173,0
7990,2019-10-18,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
7991,2019-10-18,Europe,France,-,Brand,L,1027.0500000000002,681.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,223.5696830692244,0
7992,2019-10-18,Europe,France,-,Non_Brand,L,520.4300000000001,30.0,0,343.44000000000005,176.99,0.6599158388255866,0.3400841611744134,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,93.38901739690725,0
7993,2019-10-18,Europe,Germany,-,Brand,L,2149.29,2392.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,707.7248967193196,0
7994,2019-10-18,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
7995,2019-10-18,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
7996,2019-10-18,Europe,Poland,-,Brand,L,280.82,798.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,481.38591312931874,0
7997,2019-10-18,Europe,Poland,-,Non_Brand,L,1287.7499999999995,176.0,0,676.5699999999998,611.1799999999998,0.5253892448068337,0.4746107551931663,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,983.9214843749996,0
7998,2019-10-18,Europe,UK,-,Brand,L,2498.52,1364.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,648.3637823834197,0
7999,2019-10-18,Europe,UK,-,Non_Brand,L,3838.6400000000003,149.0,0,2680.6900000000005,1157.95,0.6983436842214952,0.3016563157785048,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,846.2026600985222,0
8000,2019-10-19,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8001,2019-10-19,Europe,France,-,Brand,L,434.89,15.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,35.97,7.83,October,0,94.66746455379483,0
8002,2019-10-19,Europe,France,-,Non_Brand,L,6.37,0.0,0,0.39,5.98,0.061224489795918366,0.9387755102040817,1,0,0,1,0,1,0,0,0,-,31.04,5.57,October,0,1.1430702319587631,0
8003,2019-10-19,Europe,Germany,-,Brand,L,579.1600000000001,77.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,24.69,8.13,October,0,190.70760631834756,0
8004,2019-10-19,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
8005,2019-10-19,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
8006,2019-10-19,Europe,Poland,-,Brand,L,56.02,18.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,20.26,34.73,October,0,96.0303356367226,0
8007,2019-10-19,Europe,Poland,-,Non_Brand,L,0.0,1.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,19.2,14.67,October,0,451.50402194122034,0
8008,2019-10-19,Europe,UK,-,Brand,L,847.5600000000001,150.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,23.16,6.01,October,0,219.94108808290156,0
8009,2019-10-19,Europe,UK,-,Non_Brand,L,367.41,2.0,0,27.229999999999997,340.18,0.07,0.9299999999999999,1,0,0,1,0,1,0,0,0,-,24.36,5.37,October,0,80.99309113300494,0
8010,2019-10-20,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8011,2019-10-20,Europe,France,-,Brand,L,335.36,20.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,35.97,7.83,October,0,73.00163469557965,0
8012,2019-10-20,Europe,France,-,Non_Brand,L,7.759999999999999,0.0,0,0.72,7.039999999999999,0.09278350515463918,0.9072164948453608,1,0,0,1,0,1,0,0,0,-,31.04,5.57,October,0,1.3925,0
8013,2019-10-20,Europe,Germany,-,Brand,L,450.98,66.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,24.69,8.13,October,0,148.5000972053463,0
8014,2019-10-20,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
8015,2019-10-20,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
8016,2019-10-20,Europe,Poland,-,Brand,L,80.93,50.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,20.26,34.73,October,0,138.73143632773937,0
8017,2019-10-20,Europe,Poland,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,19.2,14.67,October,0,451.50402194122034,0
8018,2019-10-20,Europe,UK,-,Brand,L,829.9599999999999,225.0,0,0.0,0.0,0.5,0.5,1,0,0,1,0,1,0,0,0,-,23.16,6.01,October,0,215.37390328151983,0
8019,2019-10-20,Europe,UK,-,Non_Brand,L,323.67,15.0,0,28.519999999999996,295.15,0.08811443754441252,0.9118855624555875,1,0,0,1,0,1,0,0,0,-,24.36,5.37,October,0,71.35089901477834,0
8020,2019-10-21,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8021,2019-10-21,Europe,France,-,Brand,L,1352.6100000000001,623.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,294.4380400333612,0
8022,2019-10-21,Europe,France,-,Non_Brand,L,529.0799999999999,37.0,0,348.73999999999995,180.34,0.659144174793982,0.340855825206018,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,94.94122422680412,0
8023,2019-10-21,Europe,Germany,-,Brand,L,2962.73,2804.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,975.57695018226,0
8024,2019-10-21,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
8025,2019-10-21,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
8026,2019-10-21,Europe,Poland,-,Brand,L,276.17,958.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,473.414812438302,0
8027,2019-10-21,Europe,Poland,-,Non_Brand,L,2071.1800000000003,140.0,0,1243.7,827.48,0.6,0.4,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1582.5109687500003,0
8028,2019-10-21,Europe,UK,-,Brand,L,3162.46,1750.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,820.6556390328152,0
8029,2019-10-21,Europe,UK,-,Non_Brand,L,5560.54,238.0,0,4296.51,1264.03,0.7726785528024257,0.2273214471975743,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,1225.7840640394088,0
8030,2019-10-22,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8031,2019-10-22,Europe,France,-,Brand,L,1228.52,714.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,267.4259549624687,0
8032,2019-10-22,Europe,France,-,Non_Brand,L,612.9100000000001,41.0,0,393.94000000000005,218.97,0.64,0.36,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,109.98417203608248,0
8033,2019-10-22,Europe,Germany,-,Brand,L,3185.08,2925.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,1048.79304981774,0
8034,2019-10-22,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
8035,2019-10-22,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
8036,2019-10-22,Europe,Poland,-,Brand,L,283.61,1029.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,486.16857354392886,0
8037,2019-10-22,Europe,Poland,-,Non_Brand,L,1799.4800000000002,133.0,0,1055.9300000000003,743.55,0.5867972969969103,0.4132027030030897,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,1374.9151875000002,0
8038,2019-10-22,Europe,UK,-,Brand,L,2947.4300000000003,1784.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,764.8555397236614,0
8039,2019-10-22,Europe,UK,-,Non_Brand,L,4606.2,211.0,0,3371.5,1234.6999999999998,0.7319482436715731,0.2680517563284269,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,1015.4061576354679,0
8040,2019-10-23,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8041,2019-10-23,Europe,France,-,Brand,L,1215.21,712.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,264.52861551292744,0
8042,2019-10-23,Europe,France,-,Non_Brand,L,973.41,51.0,0,352.99,620.42,0.36263239539351355,0.6373676046064864,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,174.67441043814435,0
8043,2019-10-23,Europe,Germany,-,Brand,L,3227.38,2962.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,1062.7217253948968,0
8044,2019-10-23,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
8045,2019-10-23,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
8046,2019-10-23,Europe,Poland,-,Brand,L,254.32000000000002,980.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,435.959210266535,0
8047,2019-10-23,Europe,Poland,-,Non_Brand,L,4030.5999999999995,166.0,0,1101.05,2929.5499999999997,0.27317272862601105,0.726827271373989,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,3079.6303125,0
8048,2019-10-23,Europe,UK,-,Brand,L,2932.0299999999993,1860.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,760.8592530224523,0
8049,2019-10-23,Europe,UK,-,Non_Brand,L,4064.75,198.0,0,2921.66,1143.0900000000001,0.7187797527523218,0.28122024724767825,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,896.04710591133,0
8050,2019-10-24,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8051,2019-10-24,Europe,France,-,Brand,L,1101.8200000000002,704.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,239.84572143452883,0
8052,2019-10-24,Europe,France,-,Non_Brand,L,734.32,47.0,0,300.69000000000005,433.63,0.409480880270182,0.5905191197298181,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,131.77069587628867,0
8053,2019-10-24,Europe,Germany,-,Brand,L,2922.62,2755.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,24.69,8.13,October,0,962.369404617254,0
8054,2019-10-24,0,Italy,-,Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,37.09,12.42,October,0,451.50402194122034,0
8055,2019-10-24,0,Italy,-,Non_Brand,L,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,41.72,11.79,October,0,451.50402194122034,0
8056,2019-10-24,Europe,Poland,-,Brand,L,233.46,912.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,20.26,34.73,October,0,400.20068114511344,0
8057,2019-10-24,Europe,Poland,-,Non_Brand,L,3758.3299999999995,202.0,0,942.79,2815.539999999999,0.2508534375640245,0.7491465624359754,0,0,0,0,0,1,0,0,0,-,19.2,14.67,October,0,2871.5990156249995,0
8058,2019-10-24,Europe,UK,-,Brand,L,2683.75,1704.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,23.16,6.01,October,0,696.4308074265975,0
8059,2019-10-24,Europe,UK,-,Non_Brand,L,3791.3,138.0,0,2722.2900000000004,1069.0099999999998,0.7180360298578324,0.28196397014216756,0,0,0,0,0,1,0,0,0,-,24.36,5.37,October,0,835.7668719211824,0
8060,2019-10-25,0,SM,-,-,S,0.0,0.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,76.01,28.37,October,0,451.50402194122034,0
8061,2019-10-25,Europe,France,-,Brand,L,1436.1,652.0,0,0.0,0.0,0.5,0.5,0,0,0,0,0,1,0,0,0,-,35.97,7.83,October,0,312.61226021684735,0
8062,2019-10-25,Europe,France,-,Non_Brand,L,840.3299999999999,54.0,0,435.2,405.13,0.5178917806099985,0.4821082193900015,0,0,0,0,0,1,0,0,0,-,31.04,5.57,October,0,150.7937532216495,0
