,decisionVariableArray,Input Weight,totay_yhat,iter,Date
0,India_Desktop_-_Apr_2024,1.1632762189463421,-27022.0,1,06.05.2024 16:00:40
1,India_Desktop_-_May_2024,1.1632762189463421,-27022.0,1,06.05.2024 16:00:40
2,India_Desktop_-_Jun_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
3,India_Desktop_-_Jul_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
4,India_Desktop_-_Aug_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
5,India_Desktop_-_Sep_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
6,India_Desktop_-_Oct_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
7,India_Desktop_-_Nov_2024,0.7505427243325885,-27022.0,1,06.05.2024 16:00:40
8,India_Desktop_-_Dec_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
9,India_Mobile_&_Tablet_-_Apr_2024,1.1632762189463421,-27022.0,1,06.05.2024 16:00:40
10,India_Mobile_&_Tablet_-_May_2024,1.1632762189463421,-27022.0,1,06.05.2024 16:00:40
11,India_Mobile_&_Tablet_-_Jun_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
12,India_Mobile_&_Tablet_-_Jul_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
13,India_Mobile_&_Tablet_-_Aug_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
14,India_Mobile_&_Tablet_-_Sep_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
15,India_Mobile_&_Tablet_-_Oct_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
16,India_Mobile_&_Tablet_-_Nov_2024,0.7505427243325885,-27022.0,1,06.05.2024 16:00:40
17,India_Mobile_&_Tablet_-_Dec_2024,0.7900449729816722,-27022.0,1,06.05.2024 16:00:40
0,India_Desktop_-_Apr_2024,1.1632762189463421,-27022.0,2,06.05.2024 16:00:42
1,India_Desktop_-_May_2024,1.1632762189463421,-27022.0,2,06.05.2024 16:00:42
2,India_Desktop_-_Jun_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
3,India_Desktop_-_Jul_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
4,India_Desktop_-_Aug_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
5,India_Desktop_-_Sep_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
6,India_Desktop_-_Oct_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
7,India_Desktop_-_Nov_2024,0.7505427243325885,-27022.0,2,06.05.2024 16:00:42
8,India_Desktop_-_Dec_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
9,India_Mobile_&_Tablet_-_Apr_2024,1.1632762189463421,-27022.0,2,06.05.2024 16:00:42
10,India_Mobile_&_Tablet_-_May_2024,1.1632762189463421,-27022.0,2,06.05.2024 16:00:42
11,India_Mobile_&_Tablet_-_Jun_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
12,India_Mobile_&_Tablet_-_Jul_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
13,India_Mobile_&_Tablet_-_Aug_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
14,India_Mobile_&_Tablet_-_Sep_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
15,India_Mobile_&_Tablet_-_Oct_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
16,India_Mobile_&_Tablet_-_Nov_2024,0.7505427243325885,-27022.0,2,06.05.2024 16:00:42
17,India_Mobile_&_Tablet_-_Dec_2024,0.7900449729816722,-27022.0,2,06.05.2024 16:00:42
0,India_Desktop_-_Apr_2024,1.1632762189463421,-27022.0,3,06.05.2024 16:00:45
1,India_Desktop_-_May_2024,1.1632762189463421,-27022.0,3,06.05.2024 16:00:45
2,India_Desktop_-_Jun_2024,0.7900449729816722,-27022.0,3,06.05.2024 16:00:45
3,India_Desktop_-_Jul_2024,0.7900449729816722,-27022.0,3,06.05.2024 16:00:45
