,iteration,Conversion Quantity
0,1,27022.0
1,2,27353.0
2,3,27353.0
3,4,27353.0
4,5,27353.0
5,6,27410.0
6,7,27410.0
7,8,27410.0
8,9,27410.0
9,10,27410.0
10,11,27410.0
11,12,27410.0
12,13,27410.0
13,14,27410.0
14,15,27410.0
15,16,27410.0
16,17,27410.0
17,18,27410.0
18,19,27410.0
19,20,27410.0
20,21,27410.0
21,22,27410.0
22,23,27410.0
23,24,27410.0
24,25,27410.0
25,26,27410.0
26,27,27410.0
27,28,27410.0
28,29,27410.0
29,30,27410.0
30,31,27410.0
31,32,27410.0
32,33,27410.0
33,34,27410.0
34,35,27410.0
35,36,27410.0
36,37,27410.0
37,38,27410.0
38,39,27410.0
39,40,27410.0
40,41,27410.0
41,42,27410.0
42,43,27410.0
43,44,27410.0
44,45,27410.0
45,46,27410.0
46,47,27410.0
47,48,27410.0
48,49,27410.0
49,50,27410.0
50,51,27410.0
51,52,27410.0
52,53,27410.0
53,54,27410.0
54,55,27410.0
55,56,27410.0
56,57,27410.0
57,58,27410.0
58,59,27410.0
59,60,27410.0
60,61,27410.0
61,62,27410.0
62,63,27410.0
63,64,27410.0
64,65,27410.0
65,66,27410.0
66,67,27410.0
67,68,27410.0
68,69,27410.0
69,70,27410.0
70,71,27410.0
71,72,27410.0
72,73,27410.0
73,74,27410.0
74,75,27410.0
75,76,27410.0
76,77,27421.0
77,78,27421.0
78,79,27421.0
79,80,27421.0
80,81,27421.0
81,82,27428.0
82,83,27428.0
83,84,27428.0
84,85,27428.0
85,86,27428.0
86,87,27428.0
87,88,27451.0
88,89,27451.0
89,90,27451.0
90,91,27451.0
91,92,27451.0
92,93,27451.0
93,94,27451.0
94,95,27451.0
95,96,27451.0
96,97,27451.0
97,98,27451.0
98,99,27451.0
99,100,27451.0
100,101,27451.0
101,102,27491.0
102,103,27491.0
103,104,27491.0
104,105,27491.0
105,106,27491.0
106,107,27491.0
107,108,27491.0
108,109,27491.0
109,110,27491.0
110,111,27491.0
111,112,27491.0
112,113,27491.0
113,114,27491.0
114,115,27507.0
115,116,27507.0
116,117,27507.0
117,118,27507.0
118,119,27507.0
119,120,27507.0
120,121,27507.0
121,122,27507.0
122,123,27507.0
123,124,27507.0
124,125,27507.0
125,126,27507.0
126,127,27520.0
127,128,27520.0
128,129,27520.0
129,130,27520.0
130,131,27520.0
131,132,27520.0
132,133,27520.0
133,134,27520.0
134,135,27520.0
135,136,27520.0
136,137,27520.0
137,138,27520.0
138,139,27520.0
139,140,27520.0
