,decisionVariableArray,Input Weight,totay_yhat,iter,Date
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,1,06.05.2024 14:14:08
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,1,06.05.2024 14:14:08
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,1,06.05.2024 14:14:08
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,1,06.05.2024 14:14:08
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,1,06.05.2024 14:14:08
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,1,06.05.2024 14:14:08
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,1,06.05.2024 14:14:08
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,1,06.05.2024 14:14:08
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,1,06.05.2024 14:14:08
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,2,06.05.2024 14:14:09
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,2,06.05.2024 14:14:09
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,2,06.05.2024 14:14:09
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,2,06.05.2024 14:14:09
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,2,06.05.2024 14:14:09
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,2,06.05.2024 14:14:09
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,2,06.05.2024 14:14:09
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,2,06.05.2024 14:14:09
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,2,06.05.2024 14:14:09
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,3,06.05.2024 14:14:11
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,3,06.05.2024 14:14:11
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,3,06.05.2024 14:14:11
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,3,06.05.2024 14:14:11
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,3,06.05.2024 14:14:11
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,3,06.05.2024 14:14:11
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,3,06.05.2024 14:14:11
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,3,06.05.2024 14:14:11
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,3,06.05.2024 14:14:11
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,4,06.05.2024 14:14:12
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,4,06.05.2024 14:14:12
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,4,06.05.2024 14:14:12
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,4,06.05.2024 14:14:12
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,4,06.05.2024 14:14:12
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,4,06.05.2024 14:14:12
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,4,06.05.2024 14:14:12
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,4,06.05.2024 14:14:12
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,4,06.05.2024 14:14:12
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,5,06.05.2024 14:14:13
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,5,06.05.2024 14:14:13
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,5,06.05.2024 14:14:13
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,5,06.05.2024 14:14:13
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,5,06.05.2024 14:14:13
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,5,06.05.2024 14:14:13
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,5,06.05.2024 14:14:13
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,5,06.05.2024 14:14:13
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,5,06.05.2024 14:14:13
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,6,06.05.2024 14:14:15
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,6,06.05.2024 14:14:15
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,6,06.05.2024 14:14:15
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,6,06.05.2024 14:14:15
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,6,06.05.2024 14:14:15
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,6,06.05.2024 14:14:15
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,6,06.05.2024 14:14:15
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,6,06.05.2024 14:14:15
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,6,06.05.2024 14:14:15
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,7,06.05.2024 14:14:16
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,7,06.05.2024 14:14:16
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,7,06.05.2024 14:14:16
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,7,06.05.2024 14:14:16
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,7,06.05.2024 14:14:16
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,7,06.05.2024 14:14:16
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,7,06.05.2024 14:14:16
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,7,06.05.2024 14:14:16
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,7,06.05.2024 14:14:16
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,8,06.05.2024 14:14:17
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,8,06.05.2024 14:14:17
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,8,06.05.2024 14:14:17
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,8,06.05.2024 14:14:17
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,8,06.05.2024 14:14:17
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,8,06.05.2024 14:14:17
