,iteration,Conversion Quantity
0,1,124177.0
1,2,125004.0
2,3,125004.0
3,4,125084.0
4,5,125084.0
5,6,125084.0
6,7,125084.0
7,8,125209.0
8,9,125209.0
9,10,125209.0
10,11,125209.0
11,12,125209.0
12,13,125209.0
13,14,125209.0
14,15,125209.0
15,16,125209.0
16,17,125209.0
17,18,125209.0
18,19,125209.0
19,20,125225.0
20,21,125225.0
21,22,125398.0
22,23,125398.0
23,24,125398.0
24,25,125398.0
25,26,125398.0
26,27,125398.0
27,28,125398.0
28,29,125398.0
29,30,125398.0
30,31,125398.0
31,32,125398.0
32,33,125398.0
33,34,125398.0
34,35,125398.0
35,36,125398.0
36,37,125398.0
37,38,125398.0
38,39,125398.0
39,40,125415.0
40,41,125415.0
41,42,125415.0
42,43,125415.0
43,44,125415.0
44,45,125415.0
45,46,125415.0
46,47,125415.0
47,48,125415.0
48,49,125415.0
49,50,125415.0
50,51,125415.0
51,52,125415.0
52,53,125415.0
53,54,125415.0
54,55,125415.0
55,56,125415.0
56,57,125415.0
57,58,125415.0
58,59,125415.0
59,60,125415.0
60,61,125415.0
61,62,125415.0
62,63,125415.0
63,64,125415.0
64,65,125415.0
65,66,125415.0
66,67,125415.0
67,68,125415.0
68,69,125415.0
69,70,125415.0
70,71,125415.0
71,72,125415.0
72,73,125415.0
73,74,125415.0
74,75,125415.0
75,76,125415.0
76,77,125415.0
77,78,125415.0
78,79,125415.0
79,80,125415.0
80,81,125415.0
81,82,125415.0
82,83,125415.0
83,84,125415.0
84,85,125415.0
85,86,125415.0
86,87,125415.0
87,88,125415.0
88,89,125415.0
89,90,125415.0
90,91,125415.0
91,92,125415.0
92,93,125452.0
93,94,125452.0
94,95,125452.0
95,96,125452.0
96,97,125452.0
97,98,125452.0
98,99,125452.0
99,100,125452.0
