region,market,account_type,funnel,ds,X,y,anomaly_2021,covid_year_dummy,weekday_or_weekend,Nov_Dec_2018,Jul_Dec_2019,Month of Ds,AOV,ROAS
LATAM,Mexico,-,Non_Brand,2018-11-20,8.480000099167228,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-21,4.7399999890476465,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-22,8.040000051259995,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-23,8.269999951124191,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-24,0.3099999949336052,0.0,0,0,1,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-26,6.689999962225556,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-27,10.45999994687736,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-28,6.570000045001507,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-29,8.240000296384096,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-11-30,3.8099999986588955,0.0,0,0,0,1,0,November,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-03,1.0500000156462193,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-04,4.439999975264072,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-05,2.2199999764561653,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-06,3.649999985471368,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-07,2.0800000056624413,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-08,0.0,0.0,0,0,1,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-10,2.0799999963492155,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-11,7.749999875202775,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-12,2.3399999886751175,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-13,2.0400000121444464,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-14,3.7499999403953552,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-15,0.15000000596046448,0.0,0,0,1,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-17,3.2500000074505806,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-18,3.0299999713897705,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-19,2.4400000125169754,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-20,5.760000102221966,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-21,3.0699999630451202,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-22,0.0,0.0,0,0,1,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-24,0.39000000059604645,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-25,1.2900000102818012,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-26,2.380000025033951,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-27,4.959999896585941,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-28,2.049999985843897,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-29,0.0,0.0,0,0,1,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2018-12-31,1.770000010728836,0.0,0,0,0,1,0,December,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-01,0.35,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-02,3.08,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-03,2.98,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-04,3.03,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-05,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-07,3.0700000000000003,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-08,3.4099999999999997,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-09,3.49,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-10,2.67,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-11,1.9300000000000002,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-12,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-14,0.38,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-15,0.41000000000000003,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-16,0.4,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-17,0.39999999999999997,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-18,0.4,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-19,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-21,0.45,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-22,0.52,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-23,0.51,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-24,0.12,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-25,0.13999999999999999,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-26,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-28,0.15000000000000002,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-29,0.15,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-01-30,0.1,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-01,0.11,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-02,0.0,0.0,0,0,1,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-04,0.99,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-05,1.04,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-06,1.15,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-07,1.03,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-08,1.01,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-09,0.43,0.0,0,0,1,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-10,0.0,0.0,0,0,1,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-11,3.18,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-12,3.6900000000000004,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-13,3.49,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-14,3.45,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-15,3.4,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-16,0.0,0.0,0,0,1,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-18,5.550000000000001,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-19,5.57,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-20,7.02,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-21,6.8100000000000005,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-22,6.98,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-23,0.06,0.0,0,0,1,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-25,7.65,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-26,4.7,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-02-27,5.03,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-01,3.0700000000000003,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-02,0.09,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-04,6.23,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-05,8.23,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-06,6.57,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-07,5.41,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-08,8.4,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-09,0.08,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-10,0.0,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-11,5.88,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-12,8.06,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-13,4.890000000000001,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-14,2.32,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-15,2.08,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-16,0.08,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-18,3.23,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-19,3.55,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-20,3.12,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-21,3.08,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-22,3.24,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-23,0.16,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-25,3.33,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-26,4.83,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-27,7.74,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-28,6.41,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-29,6.960000000000001,0.0,0,0,0,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-30,0.0,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-03-31,0.0,0.0,0,0,1,0,0,March,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-01,4.08,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-02,4.08,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-03,4.2,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-04,4.2,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-05,4.12,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-06,0.0,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-08,4.32,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-09,4.609999999999999,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-10,4.52,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-11,4.48,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-12,4.5,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-13,0.0,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-15,4.87,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-16,4.85,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-17,5.51,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-18,3.48,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-19,0.5599999999999999,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-20,0.03,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-22,6.52,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-23,4.83,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-24,6.0,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-25,6.33,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-26,5.300000000000001,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-27,0.06,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-29,6.9,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-04-30,0.0,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2019-05-11,0.0,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-02,2.7600000000000002,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-03,1.21,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-04,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-06,1.22,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-07,2.51,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-08,1.87,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-09,2.7,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-10,2.84,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-11,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-13,2.56,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-14,1.52,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-15,2.81,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-16,1.25,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-17,0.64,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-18,0.16,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-20,2.81,1.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-21,0.88,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-23,2.0100000000000002,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-24,3.6799999999999997,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-25,0.0,0.0,0,0,1,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-27,2.87,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-28,5.08,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-29,4.24,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-30,3.3,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-01-31,2.68,0.0,0,0,0,0,0,January,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-02-01,0.0,0.0,0,0,1,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-02-03,2.14,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-02-04,4.85,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-02-05,4.0,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-02-06,3.86,0.0,0,0,0,0,0,February,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-01,0.5,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-02,4.0600000000000005,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-03,2.73,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-04,0.59,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-05,2.55,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-06,2.12,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-07,3.62,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-08,2.36,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-09,2.41,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-10,1.1600000000000001,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-11,2.54,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-12,0.56,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-13,2.5999999999999996,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-14,7.49,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-15,9.870000000000001,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-16,5.82,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-17,9.24,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-18,1.16,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-19,1.29,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-20,9.55,1.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-21,6.66,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-22,12.989999999999998,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-23,7.739999999999999,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-24,9.1,1.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-25,2.2,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-26,2.97,0.0,0,0,1,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-27,23.0,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-28,27.320000000000004,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-29,16.27,0.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-04-30,21.68,1.0,0,0,0,0,0,April,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-01,3.58,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-02,0.0,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-04,4.49,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-05,3.11,1.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-06,5.109999999999999,1.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-07,3.76,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-08,0.0,1.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-09,0.0,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-11,1.7,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-12,1.94,1.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-13,2.24,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-14,1.53,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-15,2.38,1.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-16,0.71,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-17,0.0,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-18,3.02,1.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-19,4.11,2.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-20,3.26,3.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-21,2.56,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-22,2.3,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-23,0.0,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-25,3.01,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-26,2.66,3.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-27,1.41,6.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-28,3.03,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-29,3.01,0.0,0,0,0,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-05-30,0.0,0.0,0,0,1,0,0,May,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-01,3.4299999999999997,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-02,2.15,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-03,2.89,1.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-04,2.11,4.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-05,0.05,2.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-06,0.0,0.0,0,0,1,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-07,0.0,0.0,0,0,1,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-08,0.0,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-09,0.0,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-10,0.0,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-11,0.0,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-23,0.0,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-06-24,0.0,0.0,0,0,0,0,0,June,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-09,3.07,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-10,2.72,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-11,0.0,0.0,0,0,1,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-12,0.0,0.0,0,0,1,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-13,3.06,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-14,3.09,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-15,3.1999999999999997,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-16,3.03,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-17,3.11,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-18,0.0,0.0,0,0,1,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-20,2.53,0.0,0,0,0,0,0,July,69.4,3.79
LATAM,Mexico,-,Non_Brand,2020-07-21,3.11,0.0,0,0,0,0,0,July,69.4,3.79
