,decisionVariableArray,Input Weight,totay_yhat,iter,Date
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,1,06.04.2024 23:24:43
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,1,06.04.2024 23:24:43
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,1,06.04.2024 23:24:43
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,1,06.04.2024 23:24:43
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,1,06.04.2024 23:24:43
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,1,06.04.2024 23:24:43
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,1,06.04.2024 23:24:43
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,1,06.04.2024 23:24:43
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,1,06.04.2024 23:24:43
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,2,06.04.2024 23:24:44
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,2,06.04.2024 23:24:44
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,2,06.04.2024 23:24:44
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,2,06.04.2024 23:24:44
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,2,06.04.2024 23:24:44
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,2,06.04.2024 23:24:44
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,2,06.04.2024 23:24:44
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,2,06.04.2024 23:24:44
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,2,06.04.2024 23:24:44
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,3,06.04.2024 23:24:46
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,3,06.04.2024 23:24:46
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,3,06.04.2024 23:24:46
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,3,06.04.2024 23:24:46
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,3,06.04.2024 23:24:46
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,3,06.04.2024 23:24:46
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,3,06.04.2024 23:24:46
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,3,06.04.2024 23:24:46
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,3,06.04.2024 23:24:46
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,4,06.04.2024 23:24:47
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,4,06.04.2024 23:24:47
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,4,06.04.2024 23:24:47
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,4,06.04.2024 23:24:47
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,4,06.04.2024 23:24:47
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,4,06.04.2024 23:24:47
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,4,06.04.2024 23:24:47
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,4,06.04.2024 23:24:47
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,4,06.04.2024 23:24:47
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,5,06.04.2024 23:24:49
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,5,06.04.2024 23:24:49
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,5,06.04.2024 23:24:49
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,5,06.04.2024 23:24:49
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,5,06.04.2024 23:24:49
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,5,06.04.2024 23:24:49
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,5,06.04.2024 23:24:49
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,5,06.04.2024 23:24:49
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,5,06.04.2024 23:24:49
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,6,06.04.2024 23:24:51
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,6,06.04.2024 23:24:51
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,6,06.04.2024 23:24:51
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,6,06.04.2024 23:24:51
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,6,06.04.2024 23:24:51
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,6,06.04.2024 23:24:51
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,6,06.04.2024 23:24:51
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,6,06.04.2024 23:24:51
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,6,06.04.2024 23:24:51
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,7,06.04.2024 23:24:52
2,Mexico_-_Brand_May_2024,0.8104107740841743,-17655.0,7,06.04.2024 23:24:52
4,Mexico_-_Brand_Jun_2024,0.6167325466583264,-17655.0,7,06.04.2024 23:24:52
6,Mexico_-_Brand_Jul_2024,0.6167325466583264,-17655.0,7,06.04.2024 23:24:52
8,Mexico_-_Brand_Aug_2024,0.6167325466583264,-17655.0,7,06.04.2024 23:24:52
10,Mexico_-_Brand_Sep_2024,0.5396409783260355,-17655.0,7,06.04.2024 23:24:52
12,Mexico_-_Brand_Oct_2024,0.5396409783260355,-17655.0,7,06.04.2024 23:24:52
14,Mexico_-_Brand_Nov_2024,0.4625494099937448,-17655.0,7,06.04.2024 23:24:52
16,Mexico_-_Brand_Dec_2024,0.5858959193254101,-17655.0,7,06.04.2024 23:24:52
0,Mexico_-_Brand_Apr_2024,0.8104107740841743,-17655.0,8,06.04.2024 23:24:54
