,variable_splits,pos
0,Germany_Desktop_-_Apr_2024,1.0
1,Germany_Desktop_-_May_2024,1.0
2,Germany_Desktop_-_Jun_2024,1.0
3,Germany_Desktop_-_Jul_2024,1.0
4,Germany_Desktop_-_Aug_2024,1.0
5,Germany_Desktop_-_Sep_2024,1.0
6,Germany_Desktop_-_Oct_2024,1.0
7,Germany_Desktop_-_Nov_2024,1.0
8,Germany_Desktop_-_Dec_2024,1.0
9,Germany_Mobile_&_Tablet_-_Apr_2024,1.0
10,Germany_Mobile_&_Tablet_-_May_2024,1.0
11,Germany_Mobile_&_Tablet_-_Jun_2024,1.0
12,Germany_Mobile_&_Tablet_-_Jul_2024,1.0
13,Germany_Mobile_&_Tablet_-_Aug_2024,1.0
14,Germany_Mobile_&_Tablet_-_Sep_2024,1.0
15,Germany_Mobile_&_Tablet_-_Oct_2024,1.0
16,Germany_Mobile_&_Tablet_-_Nov_2024,1.0
17,Germany_Mobile_&_Tablet_-_Dec_2024,1.0
