,iteration,Conversion Quantity
0,1,153616.0
1,2,154721.0
2,3,155005.0
3,4,155361.0
4,5,155765.0
5,6,155765.0
6,7,155765.0
7,8,155765.0
8,9,155765.0
9,10,155765.0
10,11,155765.0
11,12,155765.0
12,13,155765.0
13,14,155765.0
14,15,155765.0
15,16,155765.0
16,17,155765.0
17,18,155765.0
18,19,155765.0
19,20,155765.0
20,21,155765.0
21,22,155765.0
22,23,155765.0
23,24,155765.0
24,25,155765.0
25,26,156025.0
26,27,156025.0
27,28,156025.0
28,29,156025.0
29,30,156025.0
30,31,156025.0
31,32,156025.0
32,33,156288.0
33,34,156288.0
34,35,156288.0
35,36,156288.0
36,37,156288.0
37,38,156288.0
38,39,156288.0
39,40,156288.0
40,41,156288.0
41,42,156288.0
42,43,156288.0
43,44,156288.0
44,45,156288.0
45,46,156288.0
46,47,156288.0
47,48,156288.0
48,49,156288.0
49,50,156288.0
50,51,156288.0
51,52,156288.0
52,53,156288.0
53,54,156288.0
54,55,156288.0
55,56,156288.0
56,57,156288.0
57,58,156288.0
58,59,156288.0
59,60,156288.0
60,61,156288.0
61,62,156288.0
62,63,156288.0
63,64,156288.0
64,65,156288.0
65,66,156288.0
66,67,156288.0
67,68,156288.0
68,69,156288.0
69,70,156288.0
70,71,156288.0
71,72,156288.0
72,73,156288.0
73,74,156288.0
74,75,156288.0
75,76,156288.0
76,77,156311.0
77,78,156311.0
78,79,156311.0
79,80,156311.0
80,81,156311.0
81,82,156311.0
82,83,156311.0
83,84,156311.0
84,85,156311.0
85,86,156311.0
86,87,156311.0
87,88,156311.0
88,89,156311.0
89,90,156311.0
90,91,156311.0
91,92,156311.0
92,93,156311.0
93,94,156311.0
94,95,156311.0
95,96,156311.0
96,97,156311.0
97,98,156311.0
98,99,156311.0
99,100,156311.0
100,101,156311.0
101,102,156311.0
102,103,156311.0
103,104,156311.0
104,105,156311.0
105,106,156311.0
106,107,156311.0
107,108,156311.0
108,109,156311.0
109,110,156311.0
110,111,156311.0
111,112,156311.0
112,113,156311.0
113,114,156311.0
114,115,156311.0
115,116,156311.0
116,117,156311.0
117,118,156311.0
118,119,156311.0
119,120,156311.0
120,121,156311.0
121,122,156311.0
122,123,156311.0
123,124,156311.0
124,125,156311.0
125,126,156311.0
126,127,156311.0
127,128,156311.0
128,129,156311.0
129,130,156311.0
130,131,156311.0
131,132,156311.0
132,133,156311.0
133,134,156311.0
134,135,156311.0
135,136,156311.0
136,137,156311.0
137,138,156311.0
138,139,156311.0
139,140,156311.0
140,141,156311.0
141,142,156311.0
142,143,156381.0
143,144,156381.0
144,145,156381.0
145,146,156381.0
146,147,156381.0
147,148,156381.0
148,149,156381.0
149,150,156381.0
