,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,anomaly_2022,power,growth,MAPE,period_AE
0,Canada,-,Brand,122,0.001,1.0,0.1,additive,additive,na,Default,na,na,na,na,na,na,na,na,logistic,4.33,1.78
0,Canada,-,Brand,122,0.001,1.0,0.1,additive,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,4.33,1.78
0,Canada,-,Brand,122,0.001,1.0,0.1,additive,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,4.33,1.78
0,Canada,-,Brand,122,0.001,1.0,0.1,additive,additive,na,Default,na,na,na,na,na,na,na,na,logistic,4.33,1.78
0,Canada,-,Brand,122,0.001,1.0,0.1,additive,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,4.33,1.78
0,Canada,-,Brand,122,0.001,1.0,0.1,additive,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,4.33,1.78
0,Canada,-,Non_Brand,122,0.0075,1.0,0.01,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,16.94,13.270000000000001
0,Canada,-,Non_Brand,122,0.0075,1.0,0.01,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,16.94,13.270000000000001
0,Canada,-,Non_Brand,122,0.0075,1.0,0.01,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,16.94,13.270000000000001
