,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,anomaly_2022,power,growth,MAPE,period_AE
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,24.39,11.26
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,29.58,11.1
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,linear,24.41,11.84
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,29.63,11.03
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,29.63,11.03
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,24.41,11.84
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,linear,24.42,11.58
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,29.63,11.03
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,24.42,11.58
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,29.7,11.03
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,24.42,11.58
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,29.7,11.03
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,29.7,11.03
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,24.39,11.37
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,29.5,10.870000000000001
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,24.39,11.37
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,29.5,10.870000000000001
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,na,linear,19.69,7.89
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,24.39,11.37
0,Canada,-,Non_Brand,122,0.5,0.075,0.01,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,29.5,10.870000000000001
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,na,na,na,na,na,na,na,additive,na,linear,19.69,7.89
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,na,logistic,34.33,19.97
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,na,na,na,na,na,na,na,multiplicative,na,linear,19.69,7.89
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,na,linear,19.83,7.48
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,na,na,na,na,na,na,na,additive,na,logistic,34.33,19.97
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,additive,na,linear,19.83,7.48
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,na,logistic,34.14,20.06
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,na,na,na,na,na,na,na,multiplicative,na,logistic,34.33,19.97
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,multiplicative,na,linear,19.83,7.48
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,34.14,20.06
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,34.14,20.06
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,na,linear,19.11,8.469999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,additive,na,linear,19.11,8.469999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,na,na,logistic,32.72,19.88
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,19.11,8.469999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,na,linear,19.73,7.6499999999999995
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,additive,na,logistic,32.72,19.88
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,additive,na,linear,19.73,7.6499999999999995
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,32.72,19.88
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,multiplicative,na,linear,19.73,7.6499999999999995
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,na,logistic,29.05,12.809999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,na,linear,19.87,7.59
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,additive,na,logistic,29.05,12.809999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,additive,na,linear,19.87,7.59
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,29.05,12.809999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,19.87,7.59
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,na,logistic,29.71,14.32
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,additive,na,logistic,29.71,14.32
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,na,linear,19.14,8.34
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,29.71,14.32
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,additive,na,linear,19.14,8.34
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,19.14,8.34
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,20.1,15.67
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,na,logistic,29.18,15.1
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,additive,na,linear,20.1,15.67
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,additive,na,logistic,29.18,15.1
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,34.2,20.419999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,20.1,15.67
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,29.18,15.1
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,34.2,20.419999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,na,linear,20.16,15.5
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,20.16,15.5
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,34.2,20.419999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,33.99,20.69
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,20.16,15.5
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,33.99,20.69
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,33.99,20.69
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,20.06,16.189999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,20.06,16.189999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,33.17,19.72
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,20.06,16.189999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,35.06,27.52
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,33.17,19.72
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,35.06,27.52
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,33.17,19.72
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,38.55,17.91
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,linear,35.06,27.52
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,na,linear,34.65,27.11
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,38.55,17.91
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,logistic,38.55,17.91
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,additive,na,linear,34.65,27.11
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,na,logistic,37.99,17.41
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,linear,34.65,27.11
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,additive,na,logistic,37.99,17.41
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,37.99,17.41
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,na,linear,35.14,28.18
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,linear,35.14,28.18
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,na,logistic,36.76,17.73
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,35.14,28.18
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,34.76,28.29
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,logistic,36.76,17.73
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,additive,na,linear,34.76,28.29
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,linear,34.76,28.29
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,36.76,17.73
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,36.44,21.32
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,na,linear,34.56,28.12
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,additive,na,logistic,36.44,21.32
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,linear,34.56,28.12
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,36.44,21.32
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,34.56,28.12
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,na,logistic,36.17,21.349999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,linear,34.34,28.48
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,logistic,36.17,21.349999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,36.17,21.349999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,linear,34.34,28.48
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,34.34,28.48
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,24.15,19.81
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,logistic,35.69,21.13
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,linear,24.15,19.81
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,logistic,35.69,21.13
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,24.15,19.81
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,35.37,23.849999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,35.69,21.13
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,linear,23.93,19.71
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,35.37,23.849999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,23.93,19.71
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,35.37,23.849999999999998
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,23.93,19.71
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,35.25,24.14
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,35.25,24.14
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,35.25,24.14
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,24.19,20.34
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,24.19,20.34
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,33.89,23.28
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,linear,25.6,12.740000000000002
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,24.19,20.34
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,33.89,23.28
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,additive,na,linear,25.6,12.740000000000002
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,33.89,23.28
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,logistic,26.55,6.92
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,multiplicative,na,linear,25.6,12.740000000000002
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,additive,na,logistic,26.55,6.92
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,na,linear,25.86,12.45
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,na,na,na,na,na,na,na,multiplicative,na,logistic,26.55,6.92
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,additive,na,linear,25.86,12.45
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,na,logistic,26.49,6.65
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,multiplicative,na,linear,25.86,12.45
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,26.49,6.65
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,26.49,6.65
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,na,linear,24.93,18.55
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,additive,na,linear,24.93,18.55
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,na,logistic,28.35,6.859999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,24.93,18.55
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,linear,25.66,13.68
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,additive,na,logistic,28.35,6.859999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,additive,na,linear,25.66,13.68
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,28.35,6.859999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,logistic,27.06,8.559999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,multiplicative,na,linear,25.66,13.68
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,additive,na,logistic,27.06,8.559999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,na,linear,25.92,13.36
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,27.06,8.559999999999999
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,additive,na,linear,25.92,13.36
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,na,logistic,26.93,8.450000000000001
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,25.92,13.36
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,additive,na,logistic,26.93,8.450000000000001
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,26.93,8.450000000000001
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,na,na,linear,25.05,18.83
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,additive,na,linear,25.05,18.83
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,na,na,logistic,28.16,8.18
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,25.05,18.83
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,25.55,13.61
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,additive,na,logistic,28.16,8.18
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,additive,na,linear,25.55,13.61
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,30.97,12.41
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,28.16,8.18
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,25.55,13.61
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,30.97,12.41
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,na,na,linear,25.76,13.15
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,30.97,12.41
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,25.76,13.15
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,31.08,12.45
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,25.76,13.15
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,31.08,12.45
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,31.08,12.45
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,24.9,18.33
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,24.9,18.33
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,30.91,11.1
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,30.91,11.1
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,28.66,21.92
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,24.9,18.33
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,28.66,21.92
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,28.83,3.93
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,28.83,3.93
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,30.91,11.1
0,Canada,-,Non_Brand,122,0.5,1.0,10.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,linear,28.66,21.92
