,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,anomaly_2022,power,growth,MAPE,period_AE
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,54.77,54.910000000000004
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,linear,39.45,39.7
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,57.82,57.87
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,na,na,linear,34.63,34.81
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,57.82,57.87
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,additive,na,linear,34.63,34.81
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,logistic,57.82,57.87
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,linear,34.63,34.81
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,na,na,logistic,58.58,58.64
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,additive,na,logistic,58.58,58.64
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,na,na,linear,34.02,34.28
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,58.58,58.64
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,linear,34.02,34.28
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,na,na,logistic,59.45,59.53000000000001
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,34.02,34.28
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,39.27,39.519999999999996
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,logistic,59.45,59.53000000000001
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,additive,na,linear,39.27,39.519999999999996
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,linear,39.27,39.519999999999996
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,59.45,59.53000000000001
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,14.77,13.719999999999999
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,na,na,linear,36.51,36.7
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,additive,na,logistic,14.77,13.719999999999999
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,linear,36.51,36.7
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,14.77,13.719999999999999
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,36.51,36.7
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,na,na,logistic,14.8,13.73
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,logistic,14.8,13.73
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,linear,38.0,38.25
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,14.8,13.73
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,linear,38.0,38.25
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,logistic,14.45,13.459999999999999
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,38.0,38.25
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,40.37,40.63
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,logistic,14.45,13.459999999999999
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,linear,40.37,40.63
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,40.37,40.63
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,14.45,13.459999999999999
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,11.66,9.89
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,11.66,9.89
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,linear,37.22,37.41
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,37.22,37.41
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,11.66,9.89
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,37.22,37.41
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,11.59,9.73
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,11.59,9.73
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,37.77,38.03
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,11.59,9.73
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,37.77,38.03
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,13.68,13.469999999999999
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,na,na,na,na,na,na,na,na,na,linear,59.85,60.129999999999995
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,37.77,38.03
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,na,na,na,na,na,na,na,additive,na,linear,59.85,60.129999999999995
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,13.68,13.469999999999999
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,na,na,na,na,na,na,na,multiplicative,na,linear,59.85,60.129999999999995
0,Canada,-,Brand,122,0.0075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,13.68,13.469999999999999
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,na,na,na,na,na,na,na,na,na,logistic,41.91,42.059999999999995
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Default,na,na,na,na,na,na,na,na,linear,58.16,58.39
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Default,na,na,na,na,na,na,additive,na,linear,58.16,58.39
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,na,na,na,na,na,na,na,additive,na,logistic,41.91,42.059999999999995
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,na,na,na,na,na,na,na,multiplicative,na,logistic,41.91,42.059999999999995
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Default,na,na,na,na,na,na,multiplicative,na,linear,58.16,58.39
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Default,na,na,na,na,na,na,na,na,logistic,42.5,42.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Custom,na,na,na,na,na,na,na,na,linear,57.65,57.940000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,42.5,42.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Custom,na,na,na,na,na,na,additive,na,linear,57.65,57.940000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,42.5,42.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,57.65,57.940000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Custom,na,na,na,na,na,na,na,na,logistic,42.1,42.25
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,na,na,na,na,na,na,na,na,na,linear,59.62,59.9
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Custom,na,na,na,na,na,na,additive,na,logistic,42.1,42.25
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,na,na,na,na,na,na,na,additive,na,linear,59.62,59.9
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,42.1,42.25
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,na,na,na,na,na,na,na,multiplicative,na,linear,59.62,59.9
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,na,na,na,na,na,na,na,na,na,logistic,46.12,46.27
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Default,na,na,na,na,na,na,na,na,linear,55.51,55.74
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,na,na,na,na,na,na,na,additive,na,logistic,46.12,46.27
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Default,na,na,na,na,na,na,additive,na,linear,55.51,55.74
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,46.12,46.27
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,55.51,55.74
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Default,na,na,na,na,na,na,na,na,logistic,45.67,45.79
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Custom,na,na,na,na,na,na,na,na,linear,54.88,55.169999999999995
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Default,na,na,na,na,na,na,additive,na,logistic,45.67,45.79
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,45.67,45.79
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Custom,na,na,na,na,na,na,additive,na,linear,54.88,55.169999999999995
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Custom,na,na,na,na,na,na,na,na,logistic,46.25,46.410000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,54.88,55.169999999999995
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,49.78,50.06
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,additive,na,linear,49.78,50.06
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Custom,na,na,na,na,na,na,additive,na,logistic,46.25,46.410000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,49.78,50.06
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,46.25,46.410000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,37.68,37.81
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,na,linear,46.52,46.75
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,37.68,37.81
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,46.52,46.75
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,37.68,37.81
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,46.52,46.75
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,38.19,38.279999999999994
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,38.19,38.279999999999994
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,45.33,45.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,38.19,38.279999999999994
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,45.33,45.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,38.33,38.47
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,43.19,43.45
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,45.33,45.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,43.19,43.45
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,38.33,38.47
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,linear,43.19,43.45
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,38.33,38.47
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,42.35,42.5
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Default,na,na,na,na,na,na,na,na,linear,41.25,41.47
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,42.35,42.5
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Default,na,na,na,na,na,na,additive,na,linear,41.25,41.47
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,logistic,42.35,42.5
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,linear,41.25,41.47
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Default,na,na,na,na,na,na,na,na,logistic,42.62,42.76
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Default,na,na,na,na,na,na,additive,na,logistic,42.62,42.76
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,na,linear,42.21,42.480000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,42.62,42.76
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,linear,42.21,42.480000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,na,logistic,42.96,43.120000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,42.21,42.480000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,32.36,32.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,logistic,42.96,43.120000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,additive,na,linear,32.36,32.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,linear,32.36,32.61
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,42.96,43.120000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,60.62,60.8
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,na,linear,33.33,33.550000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,additive,na,logistic,60.62,60.8
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,linear,33.33,33.550000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,60.62,60.8
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,33.33,33.550000000000004
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,na,logistic,64.07,64.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,logistic,64.07,64.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,linear,32.44,32.7
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,64.07,64.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,linear,32.44,32.7
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,32.44,32.7
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,logistic,62.04,62.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,41.9,42.16
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,logistic,62.04,62.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,linear,41.9,42.16
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,62.04,62.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,41.9,42.16
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,24.13,24.25
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,linear,41.07,41.28
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,24.13,24.25
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,41.07,41.28
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,24.13,24.25
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,41.07,41.28
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,27.12,27.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,40.32,40.589999999999996
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,27.12,27.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,27.12,27.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,40.32,40.589999999999996
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,40.32,40.589999999999996
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,25.55,25.679999999999996
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,linear,41.79,42.05
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,25.55,25.679999999999996
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,additive,na,linear,41.79,42.05
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,logistic,39.64,39.69
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,multiplicative,na,linear,41.79,42.05
0,Canada,-,Brand,122,0.0075,0.075,0.1,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,25.55,25.679999999999996
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Default,na,na,na,na,na,na,na,na,linear,39.8,40.03
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,additive,na,logistic,39.64,39.69
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Default,na,na,na,na,na,na,additive,na,linear,39.8,40.03
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,na,na,na,na,na,na,na,multiplicative,na,logistic,39.64,39.69
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Default,na,na,na,na,na,na,multiplicative,na,linear,39.8,40.03
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Default,na,na,na,na,na,na,na,na,logistic,41.17,41.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,41.17,41.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,na,linear,37.65,37.91
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,41.17,41.22
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Custom,na,na,na,na,na,na,additive,na,linear,37.65,37.91
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,na,logistic,62.96,63.080000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,37.65,37.91
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,linear,39.69,39.95
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Custom,na,na,na,na,na,na,additive,na,logistic,62.96,63.080000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,additive,na,linear,39.69,39.95
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,62.96,63.080000000000005
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,multiplicative,na,linear,39.69,39.95
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,logistic,7.99,5.43
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,additive,na,logistic,7.99,5.43
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,na,linear,40.32,40.56
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,Default,na,na,na,na,na,na,additive,na,linear,40.32,40.56
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,7.99,5.43
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,40.32,40.56
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,na,logistic,8.16,5.65
0,Canada,-,Brand,122,0.0075,0.075,0.1,multiplicative,additive,additive,Default,na,na,na,na,na,na,additive,na,logistic,8.16,5.65
