region,market,account_type,funnel,ds,X,y,anomaly_2021,covid_year_dummy,weekday_or_weekend,Month of Ds,AOV,ROAS,floor,cap,new_confirmed
North America,Canada,-,Brand,2017-08-10,1241.5500123985107,555.0,0,0,0,August,42.32,26.36,0,773.3284103692047,0
North America,Canada,-,Brand,2017-08-11,995.1199900303038,442.0,0,0,0,August,42.32,26.36,0,619.8337177977035,0
North America,Canada,-,Brand,2017-08-12,0.0,12.0,0,0,1,August,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-08-13,0.0,3.0,0,0,1,August,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-08-14,998.3500001206993,413.0,0,0,0,August,42.32,26.36,0,621.8456049901142,0
North America,Canada,-,Brand,2017-08-15,1028.9799967575816,495.0,0,0,0,August,42.32,26.36,0,640.9242134813292,0
North America,Canada,-,Brand,2017-08-16,991.8899939525876,528.0,0,0,0,August,42.32,26.36,0,617.8218393334171,0
North America,Canada,-,Brand,2017-08-17,888.2000111695381,85.0,0,0,0,August,42.32,26.36,0,553.236112817321,0
North America,Canada,-,Brand,2017-08-18,850.7100141085684,132.0,0,0,0,August,42.32,26.36,0,529.8845929088342,0
North America,Canada,-,Brand,2017-08-19,0.0,17.0,0,0,1,August,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-08-20,0.0,9.0,0,0,1,August,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-08-21,839.0600182171911,461.0,0,0,0,August,42.32,26.36,0,522.6281209878346,0
North America,Canada,-,Brand,2017-08-22,656.150002352893,461.0,0,0,0,August,42.32,26.36,0,408.6983474012821,0
North America,Canada,-,Brand,2017-08-23,704.1200114879757,397.0,0,0,0,August,42.32,26.36,0,438.57758749581853,0
North America,Canada,-,Brand,2017-08-24,870.8999901767819,427.0,0,0,0,August,42.32,26.36,0,542.4603908568046,0
North America,Canada,-,Brand,2017-08-25,863.2499956209213,424.0,0,0,0,August,42.32,26.36,0,537.6954131514055,0
North America,Canada,-,Brand,2017-08-26,0.0,7.0,0,0,1,August,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-08-27,0.0,7.0,0,0,1,August,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-08-28,754.569993386045,129.0,0,0,0,August,42.32,26.36,0,470.0015365230658,0
North America,Canada,-,Brand,2017-08-29,844.9699879735707,307.0,0,0,0,August,42.32,26.36,0,526.3092836243696,0
North America,Canada,-,Brand,2017-08-30,933.3900084272028,510.0,0,0,0,August,42.32,26.36,0,581.383757612029,0
North America,Canada,-,Brand,2017-08-31,822.4199911747125,514.0,0,0,0,August,42.32,26.36,0,512.2634916674249,0
North America,Canada,-,Brand,2017-09-01,828.8800115380433,438.0,0,0,0,September,42.32,26.36,0,516.2872661659457,0
North America,Canada,-,Brand,2017-09-02,0.0,2.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-03,0.0,11.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-04,471.979995097965,14.0,0,0,0,September,42.32,26.36,0,293.98375876139784,0
North America,Canada,-,Brand,2017-09-05,923.5900022201236,447.0,0,0,0,September,42.32,26.36,0,575.2795949556346,0
North America,Canada,-,Brand,2017-09-06,956.5899951700126,447.0,0,0,0,September,42.32,26.36,0,595.8344109801874,0
North America,Canada,-,Brand,2017-09-07,900.4500109180806,479.0,0,0,0,September,42.32,26.36,0,560.8663111484075,0
North America,Canada,-,Brand,2017-09-08,860.8799874205142,409.0,0,0,0,September,42.32,26.36,0,536.219198213723,0
North America,Canada,-,Brand,2017-09-09,0.0,9.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-10,0.0,11.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-11,839.9400197416546,469.0,0,0,0,September,42.32,26.36,0,523.1762504818056,0
North America,Canada,-,Brand,2017-09-12,1037.3400075249376,578.0,0,0,0,September,42.32,26.36,0,646.131441360051,0
North America,Canada,-,Brand,2017-09-13,838.2499989345671,520.0,0,0,0,September,42.32,26.36,0,522.1235815669941,0
North America,Canada,-,Brand,2017-09-14,1149.1000045854598,460.0,0,0,0,September,42.32,26.36,0,715.7437646709055,0
North America,Canada,-,Brand,2017-09-15,1109.3799909185618,460.0,0,0,0,September,42.32,26.36,0,691.0032268575919,0
North America,Canada,-,Brand,2017-09-16,0.0,5.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-17,0.0,18.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-18,1061.380006948486,406.0,0,0,0,September,42.32,26.36,0,661.1053162372895,0
North America,Canada,-,Brand,2017-09-19,535.9799949657172,447.0,0,0,0,September,42.32,26.36,0,333.8476528189108,0
North America,Canada,-,Brand,2017-09-20,484.88998681120574,423.0,0,0,0,September,42.32,26.36,0,302.02504849582664,0
North America,Canada,-,Brand,2017-09-21,497.7700027637183,375.0,0,0,0,September,42.32,26.36,0,310.0476671278737,0
North America,Canada,-,Brand,2017-09-22,423.4300029370934,310.0,0,0,0,September,42.32,26.36,0,263.7432626990024,0
North America,Canada,-,Brand,2017-09-23,0.0,6.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-24,0.0,13.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-09-25,475.77000016346574,320.0,0,0,0,September,42.32,26.36,0,296.3444518976596,0
North America,Canada,-,Brand,2017-09-26,508.90000088885427,403.0,0,0,0,September,42.32,26.36,0,316.98024630033547,0
North America,Canada,-,Brand,2017-09-27,459.17999910563236,388.0,0,0,0,September,42.32,26.36,0,286.01098242968976,0
North America,Canada,-,Brand,2017-09-28,513.4000029228629,378.0,0,0,0,September,42.32,26.36,0,319.78317762397603,0
North America,Canada,-,Brand,2017-09-29,408.57999793067575,345.0,0,0,0,September,42.32,26.36,0,254.49359039349272,0
North America,Canada,-,Brand,2017-09-30,0.0,10.0,0,0,1,September,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-01,0.0,3.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-02,373.160000436008,292.0,0,0,0,October,42.32,26.36,0,232.43141804095393,0
North America,Canada,-,Brand,2017-10-03,160.48999942280352,321.0,0,0,0,October,42.32,26.36,0,99.96494292970465,0
North America,Canada,-,Brand,2017-10-04,423.0600014664233,421.0,0,0,0,October,42.32,26.36,0,263.51279864496496,0
North America,Canada,-,Brand,2017-10-05,417.24000371433783,336.0,0,0,0,October,42.32,26.36,0,259.88767717178507,0
North America,Canada,-,Brand,2017-10-06,405.1499958727509,278.0,0,0,0,October,42.32,26.36,0,252.35713353510664,0
North America,Canada,-,Brand,2017-10-07,0.0,2.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-09,248.67000076547265,17.0,0,0,0,October,42.32,26.36,0,154.88991541062992,0
North America,Canada,-,Brand,2017-10-10,386.4300007298588,223.0,0,0,0,October,42.32,26.36,0,240.69694752455288,0
North America,Canada,-,Brand,2017-10-11,397.1899949461222,295.0,0,0,0,October,42.32,26.36,0,247.39906112428596,0
North America,Canada,-,Brand,2017-10-12,366.169998947531,270.0,0,0,0,October,42.32,26.36,0,228.07753242573054,0
North America,Canada,-,Brand,2017-10-13,355.5100026093423,245.0,0,0,0,October,42.32,26.36,0,221.43770483890034,0
North America,Canada,-,Brand,2017-10-14,0.0,3.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-15,0.0,6.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-16,478.3199995681644,284.0,0,0,0,October,42.32,26.36,0,297.9327785589984,0
North America,Canada,-,Brand,2017-10-17,589.5100051742045,334.0,0,0,0,October,42.32,26.36,0,367.19006938544493,0
North America,Canada,-,Brand,2017-10-18,586.9599943459034,329.0,0,0,0,October,42.32,26.36,0,365.6017356086487,0
North America,Canada,-,Brand,2017-10-19,537.3599938172849,355.0,0,0,0,October,42.32,26.36,0,334.7072173209742,0
North America,Canada,-,Brand,2017-10-20,512.44999874942,320.0,0,0,0,October,42.32,26.36,0,319.1914453458108,0
North America,Canada,-,Brand,2017-10-21,0.0,5.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-22,0.0,4.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-23,579.2400088571012,281.0,0,0,0,October,42.32,26.36,0,360.7931624166632,0
North America,Canada,-,Brand,2017-10-24,553.7300057690591,285.0,0,0,0,October,42.32,26.36,0,344.90366143838366,0
North America,Canada,-,Brand,2017-10-25,581.7500042282044,250.0,0,0,0,October,42.32,26.36,0,362.35657163174545,0
North America,Canada,-,Brand,2017-10-26,562.0899948757143,401.0,0,0,0,October,42.32,26.36,0,350.1108758252322,0
North America,Canada,-,Brand,2017-10-27,685.169993724674,350.0,0,0,0,October,42.32,26.36,0,426.7741265260493,0
North America,Canada,-,Brand,2017-10-28,0.0,9.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-29,0.0,12.0,0,0,1,October,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-10-30,717.7299885824318,362.0,0,0,0,October,42.32,26.36,0,447.05487946675095,0
North America,Canada,-,Brand,2017-10-31,659.4900004081427,425.0,0,0,0,October,42.32,26.36,0,410.77874316537435,0
North America,Canada,-,Brand,2017-11-01,726.9300000462683,358.0,0,0,0,November,42.32,26.36,0,452.78532138987794,0
North America,Canada,-,Brand,2017-11-02,710.1199956573547,362.0,0,0,0,November,42.32,26.36,0,442.314817710961,0
North America,Canada,-,Brand,2017-11-03,777.5100029185413,370.0,0,0,0,November,42.32,26.36,0,484.2902570163693,0
North America,Canada,-,Brand,2017-11-04,0.0,4.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-05,0.0,3.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-06,787.1299863643944,494.0,0,0,0,November,42.32,26.36,0,490.2822882931341,0
North America,Canada,-,Brand,2017-11-07,787.259998405352,431.0,0,0,0,November,42.32,26.36,0,490.3632693280973,0
North America,Canada,-,Brand,2017-11-08,790.9800097439438,471.0,0,0,0,November,42.32,26.36,0,492.6803652374848,0
North America,Canada,-,Brand,2017-11-09,816.1600126810372,403.0,0,0,0,November,42.32,26.36,0,508.36431791758366,0
North America,Canada,-,Brand,2017-11-10,734.8699915390464,414.0,0,0,0,November,42.32,26.36,0,457.73093045768576,0
North America,Canada,-,Brand,2017-11-11,0.0,2.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-12,0.0,5.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-13,824.530010230839,405.0,0,0,0,November,42.32,26.36,0,513.5777662969026,0
North America,Canada,-,Brand,2017-11-14,870.3699981421233,547.0,0,0,0,November,42.32,26.36,0,542.1302729448576,0
North America,Canada,-,Brand,2017-11-15,802.7400030549611,510.0,0,0,0,November,42.32,26.36,0,500.0053516193,0
North America,Canada,-,Brand,2017-11-16,421.84999818913604,471.0,0,0,0,November,42.32,26.36,0,262.75911985504786,0
North America,Canada,-,Brand,2017-11-17,304.92000568099314,414.0,0,0,0,November,42.32,26.36,0,189.92654418126133,0
North America,Canada,-,Brand,2017-11-18,0.0,10.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-19,0.0,6.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-20,327.3300001900642,386.0,0,0,0,November,42.32,26.36,0,203.8851324435277,0
North America,Canada,-,Brand,2017-11-21,647.2799900397663,504.0,0,0,0,November,42.32,26.36,0,403.17345315331374,0
North America,Canada,-,Brand,2017-11-22,612.2600021082909,504.0,0,0,0,November,42.32,26.36,0,381.3604360958069,0
North America,Canada,-,Brand,2017-11-23,553.9199920780954,384.0,0,0,0,November,42.32,26.36,0,345.02199884637514,0
North America,Canada,-,Brand,2017-11-24,353.1900019254536,321.0,0,0,0,November,42.32,26.36,0,219.9926382503534,0
North America,Canada,-,Brand,2017-11-25,0.0,18.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-26,0.0,6.0,0,0,1,November,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-11-27,585.6900048460808,472.0,0,0,0,November,42.32,26.36,0,364.81069299959097,0
North America,Canada,-,Brand,2017-11-28,704.5299889147284,588.0,0,0,0,November,42.32,26.36,0,438.8329515073781,0
North America,Canada,-,Brand,2017-11-29,608.5200094226748,701.0,0,0,0,November,42.32,26.36,0,379.030894337942,0
North America,Canada,-,Brand,2017-11-30,532.2600079700348,606.0,0,0,0,November,42.32,26.36,0,331.53057207207274,0
North America,Canada,-,Brand,2017-12-01,489.3399976268412,473.0,0,0,0,December,42.32,26.36,0,304.79684162201164,0
North America,Canada,-,Brand,2017-12-02,0.0,14.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-03,0.0,21.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-04,766.369991699234,532.0,0,0,0,December,42.32,26.36,0,477.3514409544378,0
North America,Canada,-,Brand,2017-12-05,866.2999910153445,577.0,0,0,0,December,42.32,26.36,0,539.5951739878186,0
North America,Canada,-,Brand,2017-12-06,880.5699986591939,538.0,0,0,0,December,42.32,26.36,0,548.4835813954714,0
North America,Canada,-,Brand,2017-12-07,841.3400057610128,537.0,0,0,0,December,42.32,26.36,0,524.0482644579465,0
North America,Canada,-,Brand,2017-12-08,783.9699831232431,493.0,0,0,0,December,42.32,26.36,0,488.31400650115046,0
North America,Canada,-,Brand,2017-12-09,0.0,10.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-10,0.0,9.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-11,994.8700366895644,614.0,0,0,0,December,42.32,26.36,0,619.6780285240292,0
North America,Canada,-,Brand,2017-12-12,861.5200137216598,662.0,0,0,0,December,42.32,26.36,0,536.6178535374044,0
North America,Canada,-,Brand,2017-12-13,952.3900115210567,664.0,0,0,0,December,42.32,26.36,0,593.2183531118869,0
North America,Canada,-,Brand,2017-12-14,1155.7799820210794,628.0,0,0,0,December,42.32,26.36,0,719.9045445670049,0
North America,Canada,-,Brand,2017-12-15,960.5799944531166,586.0,0,0,0,December,42.32,26.36,0,598.3196751839356,0
North America,Canada,-,Brand,2017-12-16,0.0,7.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-17,0.0,9.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-18,1021.8799912389363,829.0,0,0,0,December,42.32,26.36,0,636.5018092877684,0
North America,Canada,-,Brand,2017-12-19,1055.889995483681,717.0,0,0,0,December,42.32,26.36,0,657.685734426981,0
North America,Canada,-,Brand,2017-12-20,916.730018774047,785.0,0,0,0,December,42.32,26.36,0,571.0066941135132,0
North America,Canada,-,Brand,2017-12-21,552.9200066104529,654.0,0,0,0,December,42.32,26.36,0,344.3991345522575,0
North America,Canada,-,Brand,2017-12-22,491.17001223005377,420.0,0,0,0,December,42.32,26.36,0,305.9367089410259,0
North America,Canada,-,Brand,2017-12-23,0.0,4.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-24,0.0,5.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2017-12-25,54.219999853521585,11.0,0,0,0,December,42.32,26.36,0,33.77219272539766,0
North America,Canada,-,Brand,2017-12-26,181.4700016770512,25.0,0,0,0,December,42.32,26.36,0,113.032827131547,0
North America,Canada,-,Brand,2017-12-27,562.9000062905252,363.0,0,0,0,December,42.32,26.36,0,350.61541034542165,0
North America,Canada,-,Brand,2017-12-28,691.4700155165049,284.0,0,0,0,December,42.32,26.36,0,430.698242178995,0
North America,Canada,-,Brand,2017-12-29,524.109988655895,194.0,0,0,0,December,42.32,26.36,0,326.45414227243367,0
North America,Canada,-,Brand,2017-12-30,0.0,2.0,0,0,1,December,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-01,84.33999893069267,5.0,0,0,0,January,42.32,26.36,0,52.53313733017625,0
North America,Canada,-,Brand,2018-01-02,590.6000013891608,201.0,0,0,0,January,42.32,26.36,0,367.8689989749121,0
North America,Canada,-,Brand,2018-01-03,647.3199950866401,240.0,0,0,0,January,42.32,26.36,0,403.19837123071443,0
North America,Canada,-,Brand,2018-01-04,679.9700131192801,254.0,0,0,0,January,42.32,26.36,0,423.53519720756674,0
North America,Canada,-,Brand,2018-01-05,562.4599998891354,198.0,0,0,0,January,42.32,26.36,0,350.3413420859548,0
North America,Canada,-,Brand,2018-01-06,0.0,6.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-07,0.0,6.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-08,755.4399959668516,287.0,0,0,0,January,42.32,26.36,0,470.54343794154556,0
North America,Canada,-,Brand,2018-01-09,819.6699978634717,298.0,0,0,0,January,42.32,26.36,0,510.5505941323515,0
North America,Canada,-,Brand,2018-01-10,756.5600059647114,314.0,0,0,0,January,42.32,26.36,0,471.241062316394,0
North America,Canada,-,Brand,2018-01-11,698.6300040315838,370.0,0,0,0,January,42.32,26.36,0,435.15800818224363,0
North America,Canada,-,Brand,2018-01-12,662.1500168032944,291.0,0,0,0,January,42.32,26.36,0,412.4355964776664,0
North America,Canada,-,Brand,2018-01-13,0.0,2.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-14,0.0,2.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-15,718.7100085485729,334.0,0,0,0,January,42.32,26.36,0,447.6653077821451,0
North America,Canada,-,Brand,2018-01-16,677.6399861238896,355.0,0,0,0,January,42.32,26.36,0,422.0838854968273,0
North America,Canada,-,Brand,2018-01-17,740.0900007560849,313.0,0,0,0,January,42.32,26.36,0,460.98233506451794,0
North America,Canada,-,Brand,2018-01-18,724.0199791137129,255.0,0,0,0,January,42.32,26.36,0,450.9727469148741,0
North America,Canada,-,Brand,2018-01-19,616.7700076662002,306.0,0,0,0,January,42.32,26.36,0,384.1695983478506,0
North America,Canada,-,Brand,2018-01-20,0.0,8.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-21,0.0,5.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-22,748.0399831589314,322.0,0,0,0,January,42.32,26.36,0,465.934167203909,0
North America,Canada,-,Brand,2018-01-23,818.9000018537046,316.0,0,0,0,January,42.32,26.36,0,510.0709841413906,0
North America,Canada,-,Brand,2018-01-24,643.1900189630692,353.0,0,0,0,January,42.32,26.36,0,400.62591918399113,0
North America,Canada,-,Brand,2018-01-25,593.009985830635,316.0,0,0,0,January,42.32,26.36,0,369.3701140476261,0
North America,Canada,-,Brand,2018-01-26,547.6699882820249,222.0,0,0,0,January,42.32,26.36,0,341.1290380698057,0
North America,Canada,-,Brand,2018-01-27,0.0,13.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-28,0.0,16.0,0,0,1,January,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-01-29,657.7899996358899,273.0,0,0,0,January,42.32,26.36,0,409.7198579962679,0
North America,Canada,-,Brand,2018-01-30,655.7099865507334,274.0,0,0,0,January,42.32,26.36,0,408.4242732863264,0
North America,Canada,-,Brand,2018-01-31,748.9299898184835,333.0,0,0,0,January,42.32,26.36,0,466.4885286298494,0
North America,Canada,-,Brand,2018-02-01,776.5100071337075,305.0,0,0,0,February,42.32,26.36,0,483.66738629594823,0
North America,Canada,-,Brand,2018-02-02,665.3299948573114,321.0,0,0,0,February,42.32,26.36,0,414.41632004817404,0
North America,Canada,-,Brand,2018-02-03,0.0,3.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-04,0.0,1.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-05,814.1699827052649,359.0,0,0,0,February,42.32,26.36,0,507.124781288062,0
North America,Canada,-,Brand,2018-02-06,815.2900026123973,392.0,0,0,0,February,42.32,26.36,0,507.8224118351322,0
North America,Canada,-,Brand,2018-02-07,742.8899773154408,338.0,0,0,0,February,42.32,26.36,0,462.72636583258554,0
North America,Canada,-,Brand,2018-02-08,714.3400146327914,327.0,0,0,0,February,42.32,26.36,0,444.94335505010355,0
North America,Canada,-,Brand,2018-02-09,627.5000007301572,345.0,0,0,0,February,42.32,26.36,0,390.8530250294646,0
North America,Canada,-,Brand,2018-02-10,0.0,4.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-11,0.0,12.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-12,552.6600017920136,265.0,0,0,0,February,42.32,26.36,0,344.2371844810368,0
North America,Canada,-,Brand,2018-02-13,650.0399866309017,397.0,0,0,0,February,42.32,26.36,0,404.8925814648055,0
North America,Canada,-,Brand,2018-02-14,582.059997174889,290.0,0,0,0,February,42.32,26.36,0,362.54965797566337,0
North America,Canada,-,Brand,2018-02-15,593.1699980534613,342.0,0,0,0,February,42.32,26.36,0,369.46978139624855,0
North America,Canada,-,Brand,2018-02-16,570.090007385239,292.0,0,0,0,February,42.32,26.36,0,355.0938703845676,0
North America,Canada,-,Brand,2018-02-17,0.0,292.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-18,0.0,292.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-19,417.1999979261309,156.0,0,0,0,February,42.32,26.36,0,259.86275863262784,0
North America,Canada,-,Brand,2018-02-20,891.4199846610426,316.0,0,0,0,February,42.32,26.36,0,555.2417484797987,0
North America,Canada,-,Brand,2018-02-21,857.219995411113,318.0,0,0,0,February,42.32,26.36,0,533.9394867447292,0
North America,Canada,-,Brand,2018-02-22,932.8100093472749,293.0,0,0,0,February,42.32,26.36,0,581.0224916444746,0
North America,Canada,-,Brand,2018-02-23,793.9100069887935,267.0,0,0,0,February,42.32,26.36,0,494.5053824249668,0
North America,Canada,-,Brand,2018-02-24,0.0,13.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-25,0.0,7.0,0,0,1,February,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-02-26,949.2700041588395,316.0,0,0,0,February,42.32,26.36,0,591.2749836868385,0
North America,Canada,-,Brand,2018-02-27,1027.8100139163432,403.0,0,0,0,February,42.32,26.36,0,640.1954623543196,0
North America,Canada,-,Brand,2018-02-28,665.8299970254303,350.0,0,0,0,February,42.32,26.36,0,414.7277580716055,0
North America,Canada,-,Brand,2018-03-01,699.1799905672673,331.0,0,0,0,March,42.32,26.36,0,435.5005801359444,0
North America,Canada,-,Brand,2018-03-02,637.0200003422796,335.0,0,0,0,March,42.32,26.36,0,396.78277904117414,0
North America,Canada,-,Brand,2018-03-03,0.0,4.0,0,0,1,March,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-03-04,0.0,17.0,0,0,1,March,42.32,26.36,0,445.4302317643156,0
North America,Canada,-,Brand,2018-03-05,1016.3599940165881,364.0,0,0,0,March,42.32,26.36,0,633.0635501483284,0
North America,Canada,-,Brand,2018-03-06,1065.2899956330657,377.0,0,0,0,March,42.32,26.36,0,663.5407439718244,0
North America,Canada,-,Brand,2018-03-07,1218.2700186595318,359.0,0,0,0,March,42.32,26.36,0,758.8279227756441,0
North America,Canada,-,Brand,2018-03-08,1102.510008415207,356.0,0,0,0,March,42.32,26.36,0,686.7240978692073,0
North America,Canada,-,Brand,2018-03-09,991.6399868391458,124.0,0,0,0,March,42.32,26.36,0,617.6661165661598,0
North America,Canada,-,Brand,2018-03-10,9.409999983385205,124.0,0,0,1,March,42.32,26.36,0,5.861238174906285,0
North America,Canada,-,Brand,2018-03-11,5.3799999095499516,124.0,0,0,1,March,42.32,26.36,0,3.351058544795291,0
North America,Canada,-,Brand,2018-03-12,846.2799990568309,147.0,0,0,0,March,42.32,26.36,0,527.1252546110128,0
North America,Canada,-,Brand,2018-03-13,732.9299925807863,148.0,0,0,0,March,42.32,26.36,0,456.52255681544256,0
North America,Canada,-,Brand,2018-03-14,574.3400007225574,105.0,0,0,0,March,42.32,26.36,0,357.74107795478767,0
North America,Canada,-,Brand,2018-03-15,696.840008135885,148.0,0,0,0,March,42.32,26.36,0,434.04306744947843,0
North America,Canada,-,Brand,2018-03-16,755.1099963653833,98.0,0,0,0,March,42.32,26.36,0,470.33788998562153,0
North America,Canada,-,Brand,2018-03-17,10.309999890625477,22.0,0,0,1,March,42.32,26.36,0,6.421824128470878,0
North America,Canada,-,Brand,2018-03-18,5.900000095367432,2.0,0,0,1,March,42.32,26.36,0,3.6749528004226253,0
North America,Canada,-,Brand,2018-03-19,801.7300001531839,163.0,0,0,0,March,42.32,26.36,0,499.37624773246523,0
North America,Canada,-,Brand,2018-03-20,635.9199973549693,146.0,0,0,0,March,42.32,26.36,0,396.0976164999289,0
North America,Canada,-,Brand,2018-03-21,21.579999797046185,86.0,0,0,0,March,42.32,26.36,0,13.441606678878482,0
North America,Canada,-,Brand,2018-03-22,79.51999889686704,65.0,0,0,0,March,42.32,26.36,0,49.530887781696954,0
North America,Canada,-,Brand,2018-03-23,136.3000006545335,69.0,0,0,0,March,42.32,26.36,0,84.89763745873117,0
North America,Canada,-,Brand,2018-03-24,1.1599999442696571,69.0,0,0,1,March,42.32,26.36,0,0.7225330465724991,0
North America,Canada,-,Brand,2018-03-25,0.9300000034272671,25.0,0,0,1,March,42.32,26.36,0,0.5792722138549802,0
North America,Canada,-,Brand,2018-03-26,188.0599997229874,57.0,0,0,0,March,42.32,26.36,0,117.1375612641292,0
North America,Canada,-,Brand,2018-03-27,564.4700031597165,225.0,0,0,0,March,42.32,26.36,0,351.59331954844345,0
North America,Canada,-,Brand,2018-03-28,743.5900022126733,222.0,0,0,0,March,42.32,26.36,0,463.1623926825631,0
North America,Canada,-,Brand,2018-03-29,734.5400050189347,248.0,0,0,0,March,42.32,26.36,0,457.52539064979015,0
North America,Canada,-,Brand,2018-03-30,246.72000047378242,18.0,0,0,0,March,42.32,26.36,0,153.6753122043692,0
North America,Canada,-,Brand,2018-03-31,6.279999924823642,4.0,0,0,1,March,42.32,26.36,0,3.91164456565102,0
North America,Canada,-,Brand,2018-04-01,11.280000001192093,3.0,0,0,1,April,42.32,26.36,0,7.026011342897532,0
North America,Canada,-,Brand,2018-04-02,664.2200049050151,196.0,0,0,0,April,42.32,26.36,0,413.7249368926323,0
North America,Canada,-,Brand,2018-04-03,822.0699959862976,384.0,0,0,0,April,42.32,26.36,0,512.0454889933554,0
North America,Canada,-,Brand,2018-04-04,833.8699883017687,377.0,0,0,0,April,42.32,26.36,0,519.3953896889088,0
