,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,dec_2022,power,growth,MAPE,period_AE
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,additive,additive,na,na,na,linear,51.08,51.74999999999999
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,additive,multiplicative,na,na,na,linear,49.16,49.82
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,additive,na,na,na,na,logistic,61.29,62.23
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,additive,additive,na,na,na,logistic,61.27,62.21
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,multiplicative,na,na,na,na,linear,48.57,49.21
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,additive,multiplicative,na,na,na,logistic,61.35,62.29
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,multiplicative,additive,na,na,na,linear,48.75,49.419999999999995
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,multiplicative,na,na,na,na,logistic,61.49,62.43
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,na,na,na,na,na,linear,41.68,42.25
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,multiplicative,additive,na,na,na,logistic,61.35,62.3
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,multiplicative,multiplicative,na,na,na,linear,47.56,48.04
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,additive,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,52.9,53.580000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,na,additive,na,na,na,linear,43.48,44.01
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,na,na,na,na,na,logistic,57.33,58.489999999999995
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,na,multiplicative,na,na,na,linear,41.57,41.54
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,additive,na,na,na,na,linear,43.48,44.01
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,na,additive,na,na,na,logistic,64.29,65.18
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,na,multiplicative,na,na,na,logistic,64.06,65.25
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,additive,additive,na,na,na,linear,41.97,42.53
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,additive,na,na,na,na,logistic,64.29,65.18
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,additive,additive,na,na,na,logistic,60.78,61.72
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,additive,multiplicative,na,na,na,logistic,61.64,62.59
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,additive,multiplicative,na,na,na,linear,41.14,41.08
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,multiplicative,na,na,na,na,linear,41.57,41.54
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,multiplicative,na,na,na,na,logistic,64.06,65.25
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,multiplicative,additive,na,na,na,logistic,61.62,62.56
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,multiplicative,additive,na,na,na,linear,41.35,41.25
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,na,na,na,na,na,linear,41.23,41.77
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,41.34,41.22
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,na,False,na,na,multiplicative,multiplicative,na,na,na,logistic,62.73,63.91
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,na,additive,na,na,na,linear,43.09,43.59
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,na,na,na,na,na,logistic,55.63,56.79
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,na,additive,na,na,na,logistic,62.52,63.370000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,additive,na,na,na,na,linear,43.09,43.59
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,na,multiplicative,na,na,na,logistic,61.64,62.83
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,na,multiplicative,na,na,na,linear,40.89,40.760000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,additive,additive,na,na,na,linear,42.98,43.5
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,additive,na,na,na,na,logistic,62.52,63.370000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,additive,additive,na,na,na,logistic,61.02,61.96
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,additive,multiplicative,na,na,na,logistic,56.82,57.48
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,additive,multiplicative,na,na,na,linear,41.02,40.86
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,multiplicative,na,na,na,na,linear,40.89,40.760000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,multiplicative,na,na,na,na,logistic,61.64,62.83
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,multiplicative,additive,na,na,na,logistic,54.67,55.32
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,multiplicative,additive,na,na,na,linear,41.08,40.93
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,na,na,na,na,na,linear,42.41,43.24
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,62.79,63.970000000000006
0,SM,-,-,183,0.05,10.0,10.0,additive,additive,multiplicative,default,False,na,na,multiplicative,multiplicative,na,na,na,linear,41.0,40.78
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,na,additive,na,na,na,linear,46.45,47.199999999999996
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,na,na,na,na,na,logistic,66.57,67.5
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,na,additive,na,na,na,logistic,66.14,67.08
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,additive,na,na,na,na,linear,46.45,47.199999999999996
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,na,multiplicative,na,na,na,logistic,76.11,76.81
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,na,multiplicative,na,na,na,linear,37.86,38.24
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,additive,additive,na,na,na,linear,46.96,47.71
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,additive,multiplicative,na,na,na,linear,45.69,46.400000000000006
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,additive,na,na,na,na,logistic,66.14,67.08
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,additive,additive,na,na,na,logistic,65.2,66.14999999999999
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,additive,multiplicative,na,na,na,logistic,49.41,49.62
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,multiplicative,na,na,na,na,logistic,76.11,76.81
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,multiplicative,additive,na,na,na,linear,41.13,41.69
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,multiplicative,na,na,na,na,linear,37.86,38.24
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,na,na,na,na,na,linear,43.48,44.26
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,multiplicative,additive,na,na,na,logistic,50.02,50.239999999999995
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,multiplicative,multiplicative,na,na,na,logistic,50.02,50.4
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,na,additive,na,na,na,linear,46.96,47.68
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,38.21,38.48
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,na,na,na,na,na,logistic,65.64,66.57
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,na,additive,na,na,na,logistic,66.34,67.25999999999999
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,additive,na,na,na,na,linear,46.96,47.68
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,na,multiplicative,na,na,na,logistic,48.73,49.1
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,additive,additive,na,na,na,linear,46.78,47.49
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,na,multiplicative,na,na,na,linear,38.36,38.71
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,additive,na,na,na,na,logistic,66.34,67.25999999999999
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,additive,additive,na,na,na,logistic,66.45,67.38
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,additive,multiplicative,na,na,na,linear,40.71,41.089999999999996
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,additive,multiplicative,na,na,na,logistic,68.09,68.5
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,multiplicative,na,na,na,na,linear,38.36,38.71
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,multiplicative,additive,na,na,na,linear,40.87,41.27
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,multiplicative,na,na,na,na,logistic,48.73,49.1
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,multiplicative,additive,na,na,na,logistic,66.04,66.45
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,na,na,na,na,na,linear,46.62,47.370000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,na,additive,na,na,na,linear,47.18,47.92
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,50.18,50.57000000000001
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,na,na,na,na,na,logistic,65.58,66.53
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,na,multiplicative,na,na,na,linear,45.54,46.26
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,na,default,False,na,na,multiplicative,multiplicative,na,na,na,linear,38.02,38.25
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,na,additive,na,na,na,logistic,65.36,66.31
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,additive,na,na,na,na,linear,47.18,47.92
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,na,multiplicative,na,na,na,logistic,65.2,65.62
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,additive,additive,na,na,na,linear,47.5,48.230000000000004
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,additive,na,na,na,na,logistic,65.36,66.31
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,additive,additive,na,na,na,logistic,65.99,66.92
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,multiplicative,na,na,na,na,linear,45.54,46.26
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,additive,multiplicative,na,na,na,linear,39.15,39.54
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,additive,multiplicative,na,na,na,logistic,49.31,49.57
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,multiplicative,na,na,na,na,logistic,65.2,65.62
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,40.87,41.27
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,multiplicative,additive,na,na,na,linear,40.54,40.97
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,multiplicative,additive,na,na,na,logistic,48.54,48.79
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,na,na,na,na,na,linear,45.99,46.71
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,na,additive,na,na,na,linear,46.81,47.54
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,na,False,na,na,multiplicative,multiplicative,na,na,na,logistic,49.03,49.27
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,na,na,na,na,na,logistic,66.34,67.25
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,additive,na,na,na,na,linear,46.81,47.54
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,na,additive,na,na,na,logistic,66.59,67.52
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,na,multiplicative,na,na,na,linear,41.05,41.510000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,na,multiplicative,na,na,na,logistic,48.58,48.83
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,additive,additive,na,na,na,linear,46.18,46.910000000000004
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,additive,multiplicative,na,na,na,linear,45.4,46.089999999999996
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,additive,na,na,na,na,logistic,66.59,67.52
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,additive,additive,na,na,na,logistic,66.26,67.2
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,additive,multiplicative,na,na,na,logistic,50.62,50.83
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,multiplicative,na,na,na,na,linear,41.05,41.510000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,multiplicative,na,na,na,na,logistic,48.58,48.83
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,multiplicative,additive,na,na,na,logistic,48.65,48.84
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,multiplicative,additive,na,na,na,linear,38.28,38.54
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,48.29,48.5
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,na,na,na,na,na,linear,42.8,43.26
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,additive,default,False,na,na,multiplicative,multiplicative,na,na,na,linear,38.63,38.93
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,na,additive,na,na,na,linear,42.8,43.33
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,na,na,na,na,na,logistic,55.2,55.86
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,na,additive,na,na,na,logistic,62.18,62.93
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,additive,na,na,na,na,linear,42.8,43.33
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,na,multiplicative,na,na,na,linear,36.11,36.0
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,na,multiplicative,na,na,na,logistic,41.91,41.660000000000004
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,additive,additive,na,na,na,linear,42.7,43.230000000000004
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,additive,na,na,na,na,logistic,62.18,62.93
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,additive,additive,na,na,na,logistic,62.54,63.27
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,additive,multiplicative,na,na,na,linear,40.82,40.73
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,additive,multiplicative,na,na,na,logistic,40.21,39.900000000000006
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,multiplicative,na,na,na,na,linear,36.11,36.0
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,multiplicative,na,na,na,na,logistic,41.91,41.660000000000004
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,multiplicative,additive,na,na,na,linear,40.91,40.81
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,multiplicative,additive,na,na,na,logistic,40.3,39.95
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,default,False,na,na,na,na,na,na,na,linear,42.34,42.79
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,multiplicative,multiplicative,na,na,na,logistic,42.02,41.86
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,35.16,35.010000000000005
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,default,False,na,na,na,na,na,na,na,logistic,55.14,55.800000000000004
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,default,False,na,na,na,additive,na,na,na,linear,43.0,43.51
0,SM,-,-,183,0.05,10.0,10.0,additive,multiplicative,multiplicative,default,False,na,na,na,additive,na,na,na,logistic,62.82,63.53
