,Region,Market,Account_type,WeekStart,Funnel,Ds,OptimalConversionQuantity,OptimalSpendValue,Month,Year,BaseConversionQuantity,BaseSpend,SavedDate
70,EMEA,Saudi Arabia,-,2024-06-30,Brand,2024-07-04,29.82639459551937,84.59334012158503,Jul,2024,27.119378584374875,74.9477860896279,2024-06-01
71,EMEA,Saudi Arabia,-,2024-06-30,Brand,2024-07-05,21.480960205736075,57.68221107472794,Jul,2024,19.537207426098707,51.105172047183814,2024-06-01
72,EMEA,Saudi Arabia,-,2024-06-30,Brand,2024-07-06,2.4102732331294416,15.664083275283849,Jul,2024,1.9100278451214443,13.877999500038793,2024-06-01
73,EMEA,Saudi Arabia,-,2024-06-30,Brand,2024-07-07,3.0189928616338113,14.038452336294078,Jul,2024,2.459920109479402,12.437722763532118,2024-06-01
74,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-08,26.415755629089567,67.43918048158012,Jul,2024,24.084200088597665,59.74941774925638,2024-06-01
75,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-09,27.866139175766364,68.05181201623627,Jul,2024,25.47454188874302,60.292253123852504,2024-06-01
76,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-10,26.797937614873227,66.8206443589355,Jul,2024,24.497236629401186,59.20143303298114,2024-06-01
77,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-11,25.191113845511897,59.11175374353946,Jul,2024,23.10286831162371,52.3715109231228,2024-06-01
78,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-12,21.983521728726075,53.155007693486795,Jul,2024,20.06188521397729,47.09421015842741,2024-06-01
79,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-13,2.944794675939521,14.918226693424932,Jul,2024,2.39576516008639,13.217375931757967,2024-06-01
80,EMEA,Saudi Arabia,-,2024-07-07,Brand,2024-07-14,4.096903796207057,17.136417664774335,Jul,2024,3.4558916376168374,15.182550231325733,2024-06-01
81,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-15,27.715420425966922,69.8826711288551,Jul,2024,25.258285917277767,61.91447663188824,2024-06-01
82,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-16,29.523797661066325,73.38051103079145,Jul,2024,26.902402173671195,65.01354945935029,2024-06-01
83,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-17,29.760538967248515,74.98285032231162,Jul,2024,27.091432333414566,66.43310865848532,2024-06-01
84,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-18,22.276635791838952,49.03826964571004,Jul,2024,20.420249475852376,43.446761849587475,2024-06-01
85,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-19,18.85774401549267,46.56708284414705,Jul,2024,17.16861453816913,41.257348194196275,2024-06-01
86,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-20,2.604467745878069,16.60163876080728,Jul,2024,2.0071127582913557,14.708721289335278,2024-06-01
87,EMEA,Saudi Arabia,-,2024-07-14,Brand,2024-07-21,1.684433316980897,12.717884247534098,Jul,2024,1.1873874201668617,11.26765743756646,2024-06-01
88,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-22,28.70026040564639,76.39749849929669,Jul,2024,25.97054674928713,67.68639198333378,2024-06-01
89,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-23,31.462327535668656,84.52811311606935,Jul,2024,28.500869513405394,74.88995049056072,2024-06-01
90,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-24,31.42419376176207,84.79177004175396,Jul,2024,28.397575434624176,75.12330088293567,2024-06-01
91,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-25,26.74530097577835,72.77589257593412,Jul,2024,24.202971985685352,64.47770241255436,2024-06-01
92,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-26,28.85178520357816,81.23608167982621,Jul,2024,25.945661648589798,71.97312651777281,2024-06-01
93,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-27,1.8132877610768843,21.25609127355658,Jul,2024,1.0829357461986948,18.832404035099675,2024-06-01
94,EMEA,Saudi Arabia,-,2024-07-21,Brand,2024-07-28,1.5930610511200516,19.07533987876145,Jul,2024,0.8789302351007181,16.90021426040061,2024-06-01
95,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-07-29,33.365399154349085,101.2480659291752,Jul,2024,29.99489289678367,89.70352830454758,2024-06-01
96,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-07-30,33.29881269535779,99.23096649900089,Jul,2024,29.966265387976108,87.91620993700003,2024-06-01
97,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-07-31,30.3776693174482,90.58007191012513,Jul,2024,27.30404341686322,80.25182345283446,2024-06-01
98,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-08-01,27.436851148462154,82.27227471185614,Aug,2024,26.45516564865479,78.86029089650854,2024-06-01
99,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-08-02,22.38379027861114,69.43407966094617,Aug,2024,21.513024981731533,66.55468906349711,2024-06-01
100,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-08-03,0.0,18.120872446664293,Aug,2024,0.0,17.369371872721334,2024-06-01
101,EMEA,Saudi Arabia,-,2024-07-28,Brand,2024-08-04,1.1304614334849843,21.75698442769709,Aug,2024,0.8547391326349881,20.854652621143916,2024-06-01
102,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-05,30.498001952601882,100.92497997617542,Aug,2024,29.35927785372227,96.73945191999961,2024-06-01
103,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-06,42.74473632313029,139.57467748528006,Aug,2024,41.210954608006205,133.7863154581701,2024-06-01
104,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-07,40.6500379851399,136.57217183978491,Aug,2024,39.166826951668504,130.90852980258842,2024-06-01
105,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-08,26.540653524853788,84.13175172993972,Aug,2024,25.55584263339354,80.6424948133184,2024-06-01
106,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-09,23.21169731467437,77.12368373858537,Aug,2024,22.318010737522496,73.92531898967214,2024-06-01
107,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-10,0.9806438274275993,21.381598514039684,Aug,2024,0.7354828705706996,20.49502051468844,2024-06-01
108,EMEA,Saudi Arabia,-,2024-08-04,Brand,2024-08-11,0.40264570710904396,17.22782877274702,Aug,2024,0.16105828284361756,16.513479377379298,2024-06-01
109,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-12,25.835355262027477,85.77786122502172,Aug,2024,24.880258949198367,82.220676680635,2024-06-01
110,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-13,24.89793597912229,74.91900821662249,Aug,2024,24.021762278977224,71.81204030913388,2024-06-01
111,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-14,30.293058997235107,93.7443476483054,Aug,2024,29.223892209097396,89.85656918536576,2024-06-01
112,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-15,29.882330898615884,91.71222811295839,Aug,2024,28.837320159446968,87.90869030829543,2024-06-01
113,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-16,21.61524440228871,66.12118124317463,Aug,2024,20.862353866928093,63.379024101369666,2024-06-01
114,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-17,1.836629541199148,18.323204277994485,Aug,2024,1.6132556780803327,17.563207592208023,2024-06-01
115,EMEA,Saudi Arabia,-,2024-08-11,Brand,2024-08-18,2.92723384640855,17.999888774259784,Aug,2024,2.6748861010285028,17.253574822914867,2024-06-01
116,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-19,32.73762903648749,96.12862539132065,Aug,2024,31.614638032998737,92.14208461054807,2024-06-01
117,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-20,34.32784687957014,97.65061722241245,Aug,2024,33.15786225060727,93.60090192518278,2024-06-01
118,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-21,27.333447793291764,74.44474507604424,Aug,2024,26.438898592784035,71.35764308336753,2024-06-01
119,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-22,22.964792712000964,57.827822774008126,Aug,2024,22.241688489798978,55.4296177619396,2024-06-01
120,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-23,18.120679041531833,46.67114891402361,Aug,2024,17.54897037492658,44.7356269671181,2024-06-01
121,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-24,1.6172107413103987,12.754280021771795,Aug,2024,1.4581408323290481,12.225345027600563,2024-06-01
122,EMEA,Saudi Arabia,-,2024-08-18,Brand,2024-08-25,2.482264842032486,11.782265975850045,Aug,2024,2.3203780045086284,11.293582143235598,2024-06-01
123,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-08-26,24.088553035648673,63.64864217030406,Aug,2024,23.31231068210906,61.009223436642394,2024-06-01
124,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-08-27,30.117906057227096,82.04818245405176,Aug,2024,29.15128407228231,78.6455656539181,2024-06-01
125,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-08-28,27.449299167332924,70.6451688615972,Aug,2024,26.600625183415385,67.71540906501782,2024-06-01
126,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-08-29,38.55581353037504,107.07534712082851,Aug,2024,37.28638390477844,102.63483785550811,2024-06-01
127,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-08-30,34.36972283587227,97.95903485982299,Aug,2024,33.191475590587075,93.89664571711785,2024-06-01
128,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-08-31,4.051958410148212,16.55365814889644,Aug,2024,3.7836167935821052,15.867263751557356,2024-06-01
129,EMEA,Saudi Arabia,-,2024-08-25,Brand,2024-09-01,4.85789829912971,16.612467594363387,Sep,2024,4.015488189454038,14.355912558109207,2024-06-01
130,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-02,30.05113279331853,76.69142630258463,Sep,2024,26.82501794568417,66.27400309845169,2024-06-01
131,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-03,33.997378309443725,94.64980238612986,Sep,2024,30.34497416435264,81.79308087981899,2024-06-01
132,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-04,32.72189434907013,92.760658907214,Sep,2024,29.193311482878705,80.16058427288745,2024-06-01
133,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-05,25.290616651982393,64.54634749959595,Sep,2024,22.720845744688404,55.77878086238132,2024-06-01
134,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-06,21.697341654264577,58.293025623301546,Sep,2024,19.394970913558303,50.37490709396661,2024-06-01
135,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-07,2.8717967304875245,17.410977728227625,Sep,2024,2.205539889014419,15.045999958501667,2024-06-01
136,EMEA,Saudi Arabia,-,2024-09-01,Brand,2024-09-08,3.702546156497148,15.997507825561268,Sep,2024,2.9732567620355885,13.824386300586804,2024-06-01
137,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-09,28.780526218795895,79.35649261080194,Sep,2024,25.682266723711994,68.5770312561066,2024-06-01
138,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-10,32.2575438860547,85.53366696455495,Sep,2024,28.805143355766166,73.91514012123004,2024-06-01
139,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-11,31.147616575665893,86.46688807869508,Sep,2024,27.786547571207713,74.7216172938866,2024-06-01
140,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-12,30.278597599003707,81.13623808922571,Sep,2024,27.09001240664287,70.11499654978587,2024-06-01
141,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-13,22.08431374393023,55.85512637668978,Sep,2024,19.743580029135785,48.26819495431289,2024-06-01
142,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-14,4.538964171634583,18.17354439164846,Sep,2024,3.642043107778647,15.705086862551813,2024-06-01
143,EMEA,Saudi Arabia,-,2024-09-08,Brand,2024-09-15,4.216662017513224,14.361210549971984,Sep,2024,3.472545190893243,12.410384027800006,2024-06-01
144,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-16,28.818800588255645,74.41728414669643,Sep,2024,25.794930088575533,64.3087915415436,2024-06-01
145,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-17,35.14293351137759,92.8122882509921,Sep,2024,31.417254094005983,80.20520299193805,2024-06-01
146,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-18,37.604930204836684,103.8213428289155,Sep,2024,33.553570320890195,89.71898515849686,2024-06-01
147,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-19,37.88419243988925,107.7925372295853,Sep,2024,33.86154297382574,93.15071458657441,2024-06-01
148,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-20,35.85256324055908,100.46979337302476,Sep,2024,31.92316340115683,86.8224721914024,2024-06-01
149,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-21,6.114296069335716,21.343847039288512,Sep,2024,5.130691919051275,18.44471737262507,2024-06-01
150,EMEA,Saudi Arabia,-,2024-09-15,Brand,2024-09-22,5.748941992451936,18.43797875005298,Sep,2024,4.916516002594642,15.93347676610895,2024-06-01
151,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-23,36.98225552087255,102.05666645163214,Sep,2024,33.04576893881888,88.19376604502571,2024-06-01
152,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-24,44.76294932888163,129.60534511729585,Sep,2024,39.98618020944848,112.0002781708088,2024-06-01
153,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-25,44.20528592542957,132.54370236633233,Sep,2024,39.46179633982412,114.53970456737243,2024-06-01
154,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-26,38.03866444431695,103.65923106945516,Sep,2024,34.07577770393356,89.57873237411307,2024-06-01
155,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-27,31.14468405357158,79.70212898357738,Sep,2024,27.854022760057774,68.87587697654806,2024-06-01
156,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-28,5.176279767051251,13.520061586267241,Sep,2024,4.373956403158307,11.683602945009975,2024-06-01
157,EMEA,Saudi Arabia,-,2024-09-22,Brand,2024-09-29,8.784997246015504,21.389806650774503,Sep,2024,7.577702302849632,18.484333370266587,2024-06-01
158,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-09-30,39.24651197977447,99.2797236080378,Sep,2024,35.047083353140735,85.79401653732738,2024-06-01
159,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-10-01,36.75141289539967,92.36734361448529,Oct,2024,32.645109778595234,78.93255861561809,2024-06-01
160,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-10-02,39.96796049332695,113.8975244057669,Oct,2024,35.389905816485125,97.33136513481467,2024-06-01
161,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-10-03,35.83761621845559,97.50531511195678,Oct,2024,31.80275173511898,83.32330869062271,2024-06-01
162,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-10-04,30.18785623005435,83.84581378977235,Oct,2024,26.685258553946205,71.65060252652054,2024-06-01
163,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-10-05,4.8259972968200895,21.204118382812556,Oct,2024,3.9008061052017307,18.119982937451432,2024-06-01
164,EMEA,Saudi Arabia,-,2024-09-29,Brand,2024-10-06,4.264371236273467,16.902331657758435,Oct,2024,3.4890310114964738,14.444089494272214,2024-06-01
165,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-07,34.35693197257282,98.1861993804477,Oct,2024,30.32694292159546,83.90504620482011,2024-06-01
166,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-08,37.51543678822159,104.63391563681213,Oct,2024,33.121736984195636,89.41514024609965,2024-06-01
167,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-09,40.81610150059737,119.92484630624669,Oct,2024,35.95213984636477,102.48207109025314,2024-06-01
168,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-10,34.241824432555845,97.26189795505941,Oct,2024,30.199916426040346,83.11536653099405,2024-06-01
169,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-11,36.47288108704685,112.21278731703907,Oct,2024,31.941627021242663,95.89154770165122,2024-06-01
170,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-12,4.901773825675318,28.747659270790002,Oct,2024,3.7580265996844107,24.566348079383182,2024-06-01
171,EMEA,Saudi Arabia,-,2024-10-06,Brand,2024-10-13,4.030885224978521,23.71502774765814,Oct,2024,3.035604922514688,20.265731663675233,2024-06-01
172,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-14,39.90696777262403,133.0057087237468,Oct,2024,34.96165302398196,113.66018517386688,2024-06-01
173,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-15,46.07416506844219,131.93559148126977,Oct,2024,40.391684710000995,112.7457576446067,2024-06-01
174,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-16,52.205446296490784,125.20801258449518,Oct,2024,45.745153092466126,106.99682654024211,2024-06-01
175,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-17,53.176957719700546,118.14475725896872,Oct,2024,46.63329512092417,100.96085875452893,2024-06-01
176,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-18,41.17847965158749,93.99850598923385,Oct,2024,35.854546314280526,80.3265382578211,2024-06-01
177,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-19,9.718494943141975,22.10355157331227,Oct,2024,7.613687214814434,18.888608567385706,2024-06-01
178,EMEA,Saudi Arabia,-,2024-10-13,Brand,2024-10-20,7.440438982071348,21.990848638458473,Oct,2024,5.751655134166995,18.79234535563929,2024-06-01
179,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-21,43.67038005927615,102.40205008529587,Oct,2024,38.0537766062247,87.50783447579067,2024-06-01
180,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-22,50.38059096261173,126.68834168686563,Oct,2024,44.05454990753743,108.26171748718151,2024-06-01
181,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-23,50.500590099547246,116.14053205022483,Oct,2024,44.12373350856572,99.24806710175808,2024-06-01
182,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-24,52.953398884913284,123.0704968203283,Oct,2024,46.318087566813475,105.17001792597168,2024-06-01
183,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-25,43.2121225404572,102.78150516186265,Oct,2024,37.553694280608724,87.83216038413204,2024-06-01
184,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-26,12.968031340859909,32.73904546523538,Oct,2024,10.36961318721822,27.97714890591212,2024-06-01
185,EMEA,Saudi Arabia,-,2024-10-20,Brand,2024-10-27,10.383477486027964,27.208894428451117,Oct,2024,8.143387165438176,23.251452009676832,2024-06-01
186,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-10-28,52.270671215914234,135.8525600548724,Oct,2024,45.612474443169674,116.09295610988228,2024-06-01
187,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-10-29,54.35783270594973,138.18695342468942,Oct,2024,47.504246484121616,118.08786401167671,2024-06-01
188,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-10-30,39.29357596076012,91.48095775404424,Oct,2024,34.19116380544818,78.17518456534084,2024-06-01
189,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-10-31,48.2070151347441,114.4251577373666,Oct,2024,42.09957520971425,97.78226436507907,2024-06-01
190,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-11-01,31.03740693683579,72.76830921214378,Nov,2024,33.26732923973293,78.464408546426,2024-06-01
191,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-11-02,8.629509858720805,26.497126920261703,Nov,2024,9.730604588468562,28.571229084137098,2024-06-01
192,EMEA,Saudi Arabia,-,2024-10-27,Brand,2024-11-03,9.240278125188572,25.67298939060295,Nov,2024,10.375049123018748,27.682702329538017,2024-06-01
193,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-04,49.35581428196822,113.77020299422769,Nov,2024,52.67908846823436,122.67591419711857,2024-06-01
194,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-05,41.95569023579957,103.64000389632551,Nov,2024,44.79018908922242,111.75253892084866,2024-06-01
195,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-06,52.47126584270628,110.5382203385877,Nov,2024,55.96935023222003,119.190889833714,2024-06-01
196,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-07,45.88115439545324,95.47666135009563,Nov,2024,48.95366839267267,102.95028180032892,2024-06-01
197,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-08,42.03360329273136,87.25396133888897,Nov,2024,44.95949736904329,94.08396459569207,2024-06-01
198,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-09,10.644656624721852,23.33977074723398,Nov,2024,11.862580723660278,25.166808319521813,2024-06-01
199,EMEA,Saudi Arabia,-,2024-11-03,Brand,2024-11-10,12.576417110085355,24.651993445937656,Nov,2024,13.9463971874367,26.581619227199383,2024-06-01
200,EMEA,Saudi Arabia,-,2024-11-10,Brand,2024-11-11,53.141795881896286,109.04284472372944,Nov,2024,56.63626370657042,117.57847036065021,2024-06-01
201,EMEA,Saudi Arabia,-,2024-11-10,Brand,2024-11-12,37.14172794648111,100.71055660289929,Nov,2024,39.66024237572881,108.59387721839865,2024-06-01
202,EMEA,Saudi Arabia,-,2024-11-10,Brand,2024-11-13,32.95742258085228,101.95344380275986,Nov,2024,35.202873350097164,109.93401093693444,2024-06-01
203,EMEA,Saudi Arabia,-,2024-11-10,Brand,2024-11-14,31.885748407533743,90.8173411305947,Nov,2024,34.02319999636684,97.92615712307727,2024-06-01
204,EMEA,Saudi Arabia,-,2024-11-10,Brand,2024-11-15,21.252018438522157,67.83093962013379,Nov,2024,22.75492360986516,73.14061900510471,2024-06-01
