,ds,region,market,account_type,funnel,Identifier,X,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,Month,Year,Mexico_-_Brand_Apr_2024,Mexico_-_Brand_Aug_2024,Mexico_-_Brand_Dec_2024,Mexico_-_Brand_Feb_2024,Mexico_-_Brand_Jan_2024,Mexico_-_Brand_Jul_2024,Mexico_-_Brand_Jun_2024,Mexico_-_Brand_Mar_2024,Mexico_-_Brand_May_2024,Mexico_-_Brand_Nov_2024,Mexico_-_Brand_Oct_2024,Mexico_-_Brand_Sep_2024,Mexico_-_Non_Brand_Apr_2024,Mexico_-_Non_Brand_Aug_2024,Mexico_-_Non_Brand_Dec_2024,Mexico_-_Non_Brand_Feb_2024,Mexico_-_Non_Brand_Jan_2024,Mexico_-_Non_Brand_Jul_2024,Mexico_-_Non_Brand_Jun_2024,Mexico_-_Non_Brand_Mar_2024,Mexico_-_Non_Brand_May_2024,Mexico_-_Non_Brand_Nov_2024,Mexico_-_Non_Brand_Oct_2024,Mexico_-_Non_Brand_Sep_2024,AOV,ROAS
665,2024-10-26,LATAM,Mexico,-,Non_Brand,L,4.1,0,4.1,0.0,1.0,0.5,1,Oct,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,69.4,3.79
666,2024-10-27,LATAM,Mexico,-,Non_Brand,L,6.58,0,6.54,0.04,0.9939209726443768,0.0060790273556231,1,Oct,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,0.0,69.4,3.79
667,2024-10-28,LATAM,Mexico,-,Non_Brand,L,40.279999999999994,0,37.959999999999994,2.32,0.94240317775571,0.057596822244289976,0,Oct,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.279999999999994,0.0,69.4,3.79
668,2024-10-29,LATAM,Mexico,-,Non_Brand,L,43.480000000000004,0,41.82,1.66,0.9618215271389146,0.038178472861085555,0,Oct,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.480000000000004,0.0,69.4,3.79
669,2024-10-30,LATAM,Mexico,-,Non_Brand,L,55.900000000000006,0,55.900000000000006,0.0,1.0,0.5,1,Oct,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.900000000000006,0.0,69.4,3.79
670,2024-10-31,LATAM,Mexico,-,Non_Brand,L,70.0,0,70.0,0.0,1.0,0.5,1,Oct,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,69.4,3.79
671,2024-11-01,LATAM,Mexico,-,Non_Brand,L,24.82,0,24.82,0.0,1.0,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82,0.0,0.0,69.4,3.79
672,2024-11-02,LATAM,Mexico,-,Non_Brand,L,9.84,0,9.84,0.0,1.0,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,69.4,3.79
673,2024-11-03,LATAM,Mexico,-,Non_Brand,L,15.68,0,15.68,0.0,1.0,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68,0.0,0.0,69.4,3.79
674,2024-11-04,LATAM,Mexico,-,Non_Brand,L,170.22,0,170.22,0.0,1.0,0.5,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.22,0.0,0.0,69.4,3.79
675,2024-11-05,LATAM,Mexico,-,Non_Brand,L,218.38,0,218.33999999999997,0.04,0.999816833043319,0.5,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.38,0.0,0.0,69.4,3.79
676,2024-11-06,LATAM,Mexico,-,Non_Brand,L,230.4,0,226.46,3.94,0.9828993055555556,0.017100694444444443,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.4,0.0,0.0,69.4,3.79
677,2024-11-07,LATAM,Mexico,-,Non_Brand,L,218.5,0,218.45999999999998,0.04,0.9998169336384439,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.5,0.0,0.0,69.4,3.79
678,2024-11-08,LATAM,Mexico,-,Non_Brand,L,156.72,0,156.64,0.08,0.9994895354772843,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.72,0.0,0.0,69.4,3.79
679,2024-11-09,LATAM,Mexico,-,Non_Brand,L,76.04,0,71.32000000000001,4.72,0.9379274066280905,0.06207259337190951,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.04,0.0,0.0,69.4,3.79
680,2024-11-10,LATAM,Mexico,-,Non_Brand,L,59.300000000000004,0,57.02,2.28,0.9615514333895446,0.03844856661045531,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.300000000000004,0.0,0.0,69.4,3.79
681,2024-11-11,LATAM,Mexico,-,Non_Brand,L,284.42,0,280.66,3.76,0.9867801139160397,0.013219886083960339,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.42,0.0,0.0,69.4,3.79
682,2024-11-12,LATAM,Mexico,-,Non_Brand,L,411.46000000000004,0,408.68,2.78,0.9932435716716085,0.006756428328391581,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.46000000000004,0.0,0.0,69.4,3.79
683,2024-11-13,LATAM,Mexico,-,Non_Brand,L,568.0200000000001,0,567.4000000000001,0.62,0.9989084891377064,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0200000000001,0.0,0.0,69.4,3.79
684,2024-11-14,LATAM,Mexico,-,Non_Brand,L,317.02,0,313.84,3.18,0.9899690871238408,0.010030912876159233,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.02,0.0,0.0,69.4,3.79
685,2024-11-15,LATAM,Mexico,-,Non_Brand,L,233.28,0,228.68,4.6,0.980281207133059,0.019718792866941014,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.28,0.0,0.0,69.4,3.79
686,2024-11-16,LATAM,Mexico,-,Non_Brand,L,128.04,0,127.67999999999999,0.36,0.9971883786316776,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.04,0.0,0.0,69.4,3.79
687,2024-11-17,LATAM,Mexico,-,Non_Brand,L,106.08000000000001,0,106.08000000000001,0.0,1.0,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.08000000000001,0.0,0.0,69.4,3.79
688,2024-11-18,LATAM,Mexico,-,Non_Brand,L,668.72,0,666.5799999999999,2.14,0.9967998564421582,0.5,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.72,0.0,0.0,69.4,3.79
689,2024-11-19,LATAM,Mexico,-,Non_Brand,L,570.9000000000001,0,567.9000000000001,3.0,0.9947451392538098,0.005254860746190225,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.9000000000001,0.0,0.0,69.4,3.79
690,2024-11-20,LATAM,Mexico,-,Non_Brand,L,560.4,0,559.88,0.52,0.999072091363312,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.4,0.0,0.0,69.4,3.79
691,2024-11-21,LATAM,Mexico,-,Non_Brand,L,396.16,0,395.4,0.76,0.9980815831987077,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.16,0.0,0.0,69.4,3.79
692,2024-11-22,LATAM,Mexico,-,Non_Brand,L,367.38,0,365.46,1.92,0.9947738036910011,0.005226196308998857,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.38,0.0,0.0,69.4,3.79
693,2024-11-23,LATAM,Mexico,-,Non_Brand,L,191.78,0,190.1,1.68,0.9912399624569819,0.00876003754301804,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.78,0.0,0.0,69.4,3.79
694,2024-11-24,LATAM,Mexico,-,Non_Brand,L,191.0,0,191.0,0.0,1.0,0.5,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,69.4,3.79
695,2024-11-25,LATAM,Mexico,-,Non_Brand,L,687.02,0,683.66,3.36,0.9951093126837647,0.5,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.02,0.0,0.0,69.4,3.79
696,2024-11-26,LATAM,Mexico,-,Non_Brand,L,501.36,0,495.53999999999996,5.82,0.9883915749162279,0.01160842508377214,0,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.36,0.0,0.0,69.4,3.79
697,2024-11-27,LATAM,Mexico,-,Non_Brand,L,498.94,0,494.17999999999995,4.76,0.9904597747224115,0.009540225277588488,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.94,0.0,0.0,69.4,3.79
698,2024-11-28,LATAM,Mexico,-,Non_Brand,L,528.82,0,522.5600000000001,6.26,0.9881623236640067,0.011837676335993343,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.82,0.0,0.0,69.4,3.79
699,2024-11-29,LATAM,Mexico,-,Non_Brand,L,327.67999999999995,0,319.47999999999996,8.2,0.9749755859375,0.0250244140625,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.67999999999995,0.0,0.0,69.4,3.79
700,2024-11-30,LATAM,Mexico,-,Non_Brand,L,135.84,0,132.74,3.1,0.9771790341578328,0.022820965842167255,1,Nov,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.84,0.0,0.0,69.4,3.79
701,2024-12-01,LATAM,Mexico,-,Non_Brand,L,116.61999999999999,0,116.61999999999999,0.0,1.0,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.61999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
702,2024-12-02,LATAM,Mexico,-,Non_Brand,L,589.36,0,585.4,3.96,0.9932808470204968,0.006719152979503189,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
703,2024-12-03,LATAM,Mexico,-,Non_Brand,L,165.08,0,160.14,4.94,0.9700751150957112,0.029924884904288834,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
704,2024-12-04,LATAM,Mexico,-,Non_Brand,L,131.9,0,128.72,3.18,0.9758908263836239,0.02410917361637604,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
705,2024-12-05,LATAM,Mexico,-,Non_Brand,L,167.66000000000003,0,164.26000000000002,3.4,0.9797208636526303,0.020279136347369674,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.66000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
706,2024-12-06,LATAM,Mexico,-,Non_Brand,L,187.08,0,185.38,1.7000000000000002,0.9909129784049605,0.009087021595039557,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
707,2024-12-07,LATAM,Mexico,-,Non_Brand,L,77.36,0,76.25999999999999,1.1,0.985780765253361,0.014219234746639093,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
708,2024-12-08,LATAM,Mexico,-,Non_Brand,L,94.08,0,93.52000000000001,0.56,0.9940476190476191,0.005952380952380952,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
709,2024-12-09,LATAM,Mexico,-,Non_Brand,L,200.76,0,193.64000000000001,7.12,0.9645347678820482,0.03546523211795178,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
710,2024-12-10,LATAM,Mexico,-,Non_Brand,L,257.58000000000004,0,252.92000000000002,4.66,0.9819085332712166,0.018091466728783288,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.58000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
711,2024-12-11,LATAM,Mexico,-,Non_Brand,L,666.0,0,663.9799999999999,2.02,0.996966966966967,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
712,2024-12-12,LATAM,Mexico,-,Non_Brand,L,459.26,0,452.02000000000004,7.239999999999999,0.9842355092975656,0.01576449070243435,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
713,2024-12-13,LATAM,Mexico,-,Non_Brand,L,441.73999999999995,0,433.91999999999996,7.82,0.9822972789423643,0.017702721057635717,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.73999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
714,2024-12-14,LATAM,Mexico,-,Non_Brand,L,194.02,0,190.66000000000003,3.36,0.982682197711576,0.01731780228842387,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
715,2024-12-15,LATAM,Mexico,-,Non_Brand,L,172.92000000000002,0,170.82,2.1,0.9878556557945871,0.012144344205412909,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.92000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
716,2024-12-16,LATAM,Mexico,-,Non_Brand,L,501.06,0,471.03999999999996,30.02,0.9400870155270826,0.05991298447291742,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
717,2024-12-17,LATAM,Mexico,-,Non_Brand,L,536.2,0,501.24,34.96,0.9348004475941812,0.06519955240581872,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
718,2024-12-18,LATAM,Mexico,-,Non_Brand,L,512.5,0,465.88,46.620000000000005,0.9090341463414634,0.0909658536585366,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
719,2024-12-19,LATAM,Mexico,-,Non_Brand,L,525.3199999999999,0,496.93999999999994,28.38,0.9459757861874667,0.05402421381253332,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
720,2024-12-20,LATAM,Mexico,-,Non_Brand,L,225.14,0,204.84,20.299999999999997,0.9098338811406237,0.09016611885937638,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
721,2024-12-21,LATAM,Mexico,-,Non_Brand,L,153.84,0,136.4,17.44,0.8866354654186167,0.11336453458138326,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
722,2024-12-22,LATAM,Mexico,-,Non_Brand,L,85.56,0,85.3,0.26,0.9969611968209443,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
723,2024-12-23,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
724,2024-12-24,LATAM,Mexico,-,Non_Brand,L,117.82,0,96.97999999999999,20.84,0.8231200135800373,0.17687998641996266,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
725,2024-12-25,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
726,2024-12-26,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
727,2024-12-27,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
728,2024-12-28,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
729,2024-12-29,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,1,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
730,2024-12-30,LATAM,Mexico,-,Non_Brand,L,200.10562874251497,0,0.0,0.0,0.5,0.5,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.10562874251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
731,2024-12-31,LATAM,Mexico,-,Non_Brand,L,589.52,0,558.26,31.259999999999998,0.9469738092007056,0.05302619079929434,0,Dec,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4,3.79
