,decisionVariableArray,Input Weight,totay_yhat,iter,Date
0,UK_Desktop_-_Apr_2024,5.237084870697558,-186055.0,1,05.31.2024 17:01:21
1,UK_Desktop_-_May_2024,5.237084870697558,-186055.0,1,05.31.2024 17:01:21
2,UK_Desktop_-_Jun_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
3,UK_Desktop_-_Jul_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
4,UK_Desktop_-_Aug_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
5,UK_Desktop_-_Sep_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
6,UK_Desktop_-_Oct_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
7,UK_Desktop_-_Nov_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
8,UK_Desktop_-_Dec_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
9,UK_Mobile_&_Tablet_-_Apr_2024,5.237084870697558,-186055.0,1,05.31.2024 17:01:21
10,UK_Mobile_&_Tablet_-_May_2024,5.237084870697558,-186055.0,1,05.31.2024 17:01:21
11,UK_Mobile_&_Tablet_-_Jun_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
12,UK_Mobile_&_Tablet_-_Jul_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
13,UK_Mobile_&_Tablet_-_Aug_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
14,UK_Mobile_&_Tablet_-_Sep_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
15,UK_Mobile_&_Tablet_-_Oct_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
16,UK_Mobile_&_Tablet_-_Nov_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
17,UK_Mobile_&_Tablet_-_Dec_2024,0.7611403487225854,-186055.0,1,05.31.2024 17:01:21
0,UK_Desktop_-_Apr_2024,5.237084870697558,-186055.0,2,05.31.2024 17:01:22
1,UK_Desktop_-_May_2024,5.237084870697558,-186055.0,2,05.31.2024 17:01:22
2,UK_Desktop_-_Jun_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
3,UK_Desktop_-_Jul_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
4,UK_Desktop_-_Aug_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
5,UK_Desktop_-_Sep_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
6,UK_Desktop_-_Oct_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
7,UK_Desktop_-_Nov_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
8,UK_Desktop_-_Dec_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
9,UK_Mobile_&_Tablet_-_Apr_2024,5.237084870697558,-186055.0,2,05.31.2024 17:01:22
10,UK_Mobile_&_Tablet_-_May_2024,5.237084870697558,-186055.0,2,05.31.2024 17:01:22
11,UK_Mobile_&_Tablet_-_Jun_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
12,UK_Mobile_&_Tablet_-_Jul_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
13,UK_Mobile_&_Tablet_-_Aug_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
14,UK_Mobile_&_Tablet_-_Sep_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
15,UK_Mobile_&_Tablet_-_Oct_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
16,UK_Mobile_&_Tablet_-_Nov_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
17,UK_Mobile_&_Tablet_-_Dec_2024,0.7611403487225854,-186055.0,2,05.31.2024 17:01:22
0,UK_Desktop_-_Apr_2024,5.237084870697558,-186055.0,3,05.31.2024 17:01:24
1,UK_Desktop_-_May_2024,5.237084870697558,-186055.0,3,05.31.2024 17:01:24
2,UK_Desktop_-_Jun_2024,0.7611403487225854,-186055.0,3,05.31.2024 17:01:24
3,UK_Desktop_-_Jul_2024,0.7611403487225854,-186055.0,3,05.31.2024 17:01:24
