,iteration,Conversion Quantity
0,1,186663.0
1,2,186663.0
2,3,186663.0
3,4,186663.0
4,5,186663.0
5,6,186663.0
6,7,186663.0
7,8,186663.0
8,9,186663.0
9,10,186663.0
10,11,186663.0
11,12,186663.0
12,13,186663.0
13,14,186663.0
14,15,186663.0
15,16,186663.0
16,17,186663.0
17,18,186663.0
18,19,186663.0
19,20,186663.0
20,21,186663.0
21,22,186663.0
22,23,186663.0
23,24,186663.0
24,25,186663.0
25,26,186663.0
26,27,186663.0
27,28,186663.0
28,29,186663.0
29,30,186663.0
30,31,186663.0
31,32,186663.0
32,33,186663.0
33,34,186663.0
34,35,186663.0
35,36,186663.0
36,37,186663.0
37,38,186663.0
38,39,186663.0
39,40,186663.0
40,41,186663.0
41,42,186663.0
42,43,186663.0
43,44,186663.0
44,45,186663.0
45,46,186663.0
46,47,186663.0
47,48,186663.0
48,49,186663.0
49,50,186663.0
