,market,account_type,funnel,ds,region,X,y,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,UK,Desktop,-,2022-01-01,Europe,2809.5,58.0,1,January,0,23.28,1.98,238.95231958762886
1,UK,Desktop,-,2022-01-02,Europe,5463.949999999998,119.0,1,January,0,23.28,1.98,464.71739690721625
2,UK,Desktop,-,2022-01-03,Europe,25055.28,428.0,0,January,0,23.28,1.98,2130.99030927835
3,UK,Desktop,-,2022-01-04,Europe,27982.730000000003,1521.0,0,January,0,23.28,1.98,2379.9744587628866
4,UK,Desktop,-,2022-01-05,Europe,27271.87,1346.0,0,January,0,23.28,1.98,2319.514716494845
5,UK,Desktop,-,2022-01-06,Europe,21609.28,1343.0,0,January,0,23.28,1.98,1837.9026804123712
6,UK,Desktop,-,2022-01-07,Europe,20291.43,1023.0,0,January,0,23.28,1.98,1725.8174999999999
7,UK,Desktop,-,2022-01-08,Europe,7445.190000000002,215.0,1,January,0,23.28,1.98,633.2249226804125
8,UK,Desktop,-,2022-01-09,Europe,6769.319999999999,280.0,1,January,0,23.28,1.98,575.7411340206185
9,UK,Desktop,-,2022-01-10,Europe,32510.14,1568.0,0,January,0,23.28,1.98,2765.037680412371
10,UK,Desktop,-,2022-01-11,Europe,29449.980000000003,1280.0,0,January,0,23.28,1.98,2504.7663402061858
11,UK,Desktop,-,2022-01-12,Europe,27418.85,1276.0,0,January,0,23.28,1.98,2332.015592783505
12,UK,Desktop,-,2022-01-13,Europe,26546.5,1371.0,0,January,0,23.28,1.98,2257.8208762886597
13,UK,Desktop,-,2022-01-14,Europe,22008.6,1005.0,0,January,0,23.28,1.98,1871.8654639175256
14,UK,Desktop,-,2022-01-15,Europe,5845.280000000001,180.0,1,January,0,23.28,1.98,497.1501030927835
15,UK,Desktop,-,2022-01-16,Europe,6271.780000000001,272.0,1,January,0,23.28,1.98,533.424587628866
16,UK,Desktop,-,2022-01-17,Europe,30562.12,1417.0,0,January,0,23.28,1.98,2599.3555670103087
17,UK,Desktop,-,2022-01-18,Europe,29976.660000000003,1373.0,0,January,0,23.28,1.98,2549.561288659794
18,UK,Desktop,-,2022-01-19,Europe,26541.42,1273.0,0,January,0,23.28,1.98,2257.3888144329894
19,UK,Desktop,-,2022-01-20,Europe,26981.35,1310.0,0,January,0,23.28,1.98,2294.805541237113
20,UK,Desktop,-,2022-01-21,Europe,22172.890000000003,1091.0,0,January,0,23.28,1.98,1885.8385824742268
21,UK,Desktop,-,2022-01-22,Europe,6210.08,165.0,1,January,0,23.28,1.98,528.1769072164948
22,UK,Desktop,-,2022-01-23,Europe,5491.36,296.0,1,January,0,23.28,1.98,467.0486597938144
23,UK,Desktop,-,2022-01-24,Europe,28915.590000000004,1513.0,0,January,0,23.28,1.98,2459.315644329897
24,UK,Desktop,-,2022-01-25,Europe,20248.359999999997,1318.0,0,January,0,23.28,1.98,1722.1543298969068
25,UK,Desktop,-,2022-01-26,Europe,18169.110000000004,1410.0,0,January,0,23.28,1.98,1545.310902061856
26,UK,Desktop,-,2022-01-27,Europe,17530.170000000006,1294.0,0,January,0,23.28,1.98,1490.9680670103096
27,UK,Desktop,-,2022-01-28,Europe,15284.360000000002,1106.0,0,January,0,23.28,1.98,1299.9584536082475
28,UK,Desktop,-,2022-01-29,Europe,4310.320000000001,196.0,1,January,0,23.28,1.98,366.59938144329897
29,UK,Desktop,-,2022-01-30,Europe,4062.6700000000005,281.0,1,January,0,23.28,1.98,345.53636597938146
30,UK,Desktop,-,2022-01-31,Europe,27004.589999999997,1649.0,0,January,0,23.28,1.98,2296.7821391752573
31,UK,Desktop,-,2022-02-01,Europe,29717.969999999998,1481.0,0,February,0,23.28,1.98,2527.559304123711
32,UK,Desktop,-,2022-02-02,Europe,28253.450000000004,1466.0,0,February,0,23.28,1.98,2402.999613402062
33,UK,Desktop,-,2022-02-03,Europe,24187.719999999998,1456.0,0,February,0,23.28,1.98,2057.2029896907216
34,UK,Desktop,-,2022-02-04,Europe,15899.819999999998,1125.0,0,February,0,23.28,1.98,1352.3042783505152
35,UK,Desktop,-,2022-02-05,Europe,1861.98,135.0,1,February,0,23.28,1.98,158.36427835051546
36,UK,Desktop,-,2022-02-06,Europe,1779.33,262.0,1,February,0,23.28,1.98,151.33476804123708
37,UK,Desktop,-,2022-02-07,Europe,9049.66,1205.0,0,February,0,23.28,1.98,769.6875773195875
38,UK,Desktop,-,2022-02-08,Europe,8255.77,1295.0,0,February,0,23.28,1.98,702.1660051546392
39,UK,Desktop,-,2022-02-09,Europe,9079.060000000001,1267.0,0,February,0,23.28,1.98,772.1880927835052
40,UK,Desktop,-,2022-02-10,Europe,11404.07,1424.0,0,February,0,23.28,1.98,969.9337886597938
41,UK,Desktop,-,2022-02-11,Europe,10203.730000000001,1074.0,0,February,0,23.28,1.98,867.8430154639176
