,iteration,Conversion Quantity
0,1,186122.0
1,2,187541.0
2,3,187541.0
3,4,187541.0
4,5,187541.0
5,6,187541.0
6,7,187541.0
7,8,187667.0
8,9,187667.0
9,10,187667.0
10,11,187667.0
11,12,187667.0
12,13,187714.0
13,14,187714.0
14,15,187714.0
15,16,187714.0
16,17,187714.0
17,18,187714.0
18,19,187714.0
19,20,187714.0
20,21,187714.0
21,22,187714.0
22,23,187714.0
23,24,187714.0
24,25,187727.0
25,26,187727.0
26,27,187727.0
27,28,187727.0
28,29,187957.0
29,30,187957.0
30,31,187957.0
31,32,188006.0
32,33,188006.0
33,34,188006.0
34,35,188006.0
35,36,188006.0
36,37,188006.0
37,38,188011.0
38,39,188011.0
39,40,188011.0
40,41,188011.0
41,42,188011.0
42,43,188011.0
43,44,188011.0
44,45,188011.0
45,46,188011.0
46,47,188011.0
47,48,188070.0
48,49,188070.0
49,50,188070.0
50,51,188070.0
51,52,188070.0
52,53,188070.0
53,54,188070.0
54,55,188070.0
55,56,188070.0
56,57,188115.0
57,58,188115.0
58,59,188115.0
59,60,188115.0
60,61,188115.0
61,62,188115.0
62,63,188115.0
63,64,188115.0
64,65,188115.0
65,66,188115.0
66,67,188115.0
67,68,188115.0
68,69,188115.0
69,70,188115.0
70,71,188115.0
71,72,188115.0
72,73,188115.0
73,74,188115.0
74,75,188115.0
75,76,188115.0
76,77,188115.0
77,78,188115.0
78,79,188115.0
79,80,188115.0
