,ds,region,market,account_type,funnel,Identifier,X,y,anomaly_2021,covid_year_dummy,Covid_Year_Dummy,weekday_or_weekend,Nov_Dec_2018,Jul_Dec_2019,Month of Ds,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,new_confirmed,floor,AOV,ROAS,cap
3382,2020-05-18,LATAM,Mexico,-,Non_Brand,L,177.5,1.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,132.29,45.21,0.7452957746478873,0.2547042253521127,0,0,0,69.4,3.79,9.693443804034581
3383,2020-05-19,LATAM,Mexico,-,Non_Brand,L,134.51,3.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,101.08,33.43,0.7514682923202737,0.24853170767972632,0,0,0,69.4,3.79,7.3457190201729095
3384,2020-05-20,LATAM,Mexico,-,Non_Brand,L,190.48,3.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,156.26999999999998,34.21,0.8204010919781604,0.17959890802183964,0,0,0,69.4,3.79,10.402293948126799
3385,2020-05-21,LATAM,Mexico,-,Non_Brand,L,167.7,4.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,137.76,29.94,0.8214669051878354,0.17853309481216462,0,0,0,69.4,3.79,9.158256484149854
3386,2020-05-22,LATAM,Mexico,-,Non_Brand,L,180.42000000000002,1.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,147.16000000000003,33.260000000000005,0.8156523666999225,0.18434763330007753,0,0,0,69.4,3.79,9.852907780979827
3387,2020-05-23,LATAM,Mexico,-,Non_Brand,L,24.919999999999998,0.0,0.0,0.0,4.0,4.0,0.0,0.0,MayMayMayMay,0,9.12,15.799999999999999,0.36597110754414125,0.6340288924558588,1,0,0,69.4,3.79,1.3609048991354464
3388,2020-05-24,LATAM,Mexico,-,Non_Brand,L,45.15,0.0,0.0,0.0,3.0,3.0,0.0,0.0,MayMayMay,0,8.54,36.61,0.18914728682170542,0.8108527131782945,1,0,0,69.4,3.79,2.4656844380403453
3389,2020-05-25,LATAM,Mexico,-,Non_Brand,L,98.21000000000001,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,60.03,38.18,0.6112412177985949,0.38875878220140514,0,0,0,69.4,3.79,5.363341498559078
3390,2020-05-26,LATAM,Mexico,-,Non_Brand,L,236.20999999999998,5.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,162.48999999999998,73.71999999999998,0.6879048304474832,0.3120951695525168,0,0,0,69.4,3.79,12.89965273775216
3391,2020-05-27,LATAM,Mexico,-,Non_Brand,L,260.8,6.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,152.65,108.15,0.5853144171779141,0.4146855828220859,0,0,0,69.4,3.79,14.242536023054754
3392,2020-05-28,LATAM,Mexico,-,Non_Brand,L,260.01,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,174.02,85.99000000000001,0.6692819506942042,0.33071804930579585,0,0,0,69.4,3.79,14.199393371757925
3393,2020-05-29,LATAM,Mexico,-,Non_Brand,L,217.32,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MayMayMayMay,0,125.27000000000001,92.05,0.5764310693907603,0.4235689306092397,0,0,0,69.4,3.79,11.868051873198846
3394,2020-05-30,LATAM,Mexico,-,Non_Brand,L,92.84,0.0,0.0,0.0,4.0,4.0,0.0,0.0,MayMayMayMay,0,36.25,56.589999999999996,0.39045669969840585,0.6095433003015942,1,0,0,69.4,3.79,5.0700806916426515
3395,2020-05-31,LATAM,Mexico,-,Non_Brand,L,167.37,0.0,0.0,0.0,3.0,3.0,0.0,0.0,MayMayMay,0,42.4,124.97,0.25333094341877277,0.7466690565812273,1,0,0,69.4,3.79,9.140234870317002
3396,2020-06-01,LATAM,Mexico,-,Non_Brand,L,320.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,JuneJuneJuneJune,0,207.87,112.23,0.6493908153701968,0.35060918462980317,0,0,0,69.4,3.79,17.480965417867434
3397,2020-06-02,LATAM,Mexico,-,Non_Brand,L,286.83000000000004,1.0,0.0,0.0,4.0,0.0,0.0,0.0,JuneJuneJuneJune,0,173.86,112.97000000000001,0.6061430115399365,0.39385698846006345,0,0,0,69.4,3.79,15.664059077809798
3398,2020-06-03,LATAM,Mexico,-,Non_Brand,L,325.24,1.0,0.0,0.0,4.0,0.0,0.0,0.0,JuneJuneJuneJune,0,191.87999999999997,133.35999999999999,0.5899643340302546,0.4100356659697454,0,0,0,69.4,3.79,17.761665706051872
3399,2020-06-04,LATAM,Mexico,-,Non_Brand,L,282.14,5.0,0.0,0.0,4.0,0.0,0.0,0.0,JuneJuneJuneJune,0,149.86,132.28,0.5311547458708443,0.4688452541291557,0,0,0,69.4,3.79,15.40793371757925
3400,2020-06-05,LATAM,Mexico,-,Non_Brand,L,281.64,2.0,0.0,0.0,4.0,0.0,0.0,0.0,JuneJuneJuneJune,0,168.60000000000002,113.03999999999999,0.5986365573072008,0.4013634426927992,0,0,0,69.4,3.79,15.380628242074927
3401,2020-06-06,LATAM,Mexico,-,Non_Brand,L,122.75,0.0,0.0,0.0,3.0,3.0,0.0,0.0,JuneJuneJune,0,48.33,74.42,0.39372708757637476,0.6062729124236252,1,0,0,69.4,3.79,6.703494236311239
3402,2020-06-07,LATAM,Mexico,-,Non_Brand,L,116.07,0.0,0.0,0.0,3.0,3.0,0.0,0.0,JuneJuneJune,0,26.91,89.16,0.231842853450504,0.768157146549496,1,0,0,69.4,3.79,6.338693083573486
3403,2020-06-08,LATAM,Mexico,-,Non_Brand,L,415.27,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JuneJuneJune,0,296.02,119.25,0.712837431068943,0.28716256893105696,0,0,0,69.4,3.79,22.67828962536023
3404,2020-06-09,LATAM,Mexico,-,Non_Brand,L,358.84000000000003,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JuneJuneJune,0,243.88,114.96000000000001,0.6796343774384126,0.3203656225615874,0,0,0,69.4,3.79,19.596593659942364
3405,2020-06-10,LATAM,Mexico,-,Non_Brand,L,375.95,1.0,0.0,0.0,3.0,0.0,0.0,0.0,JuneJuneJune,0,319.52,56.43,0.8499002526931773,0.15009974730682274,0,0,0,69.4,3.79,20.53098703170029
3406,2020-06-11,LATAM,Mexico,-,Non_Brand,L,304.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JuneJuneJune,0,251.94000000000003,52.56,0.8273891625615765,0.17261083743842354,0,0,0,69.4,3.79,16.629034582132565
3407,2020-06-12,LATAM,Mexico,-,Non_Brand,L,152.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,99.19,52.96,0.6519224449556359,0.3480775550443641,0,0,0,69.4,3.79,8.309056195965418
3408,2020-06-13,LATAM,Mexico,-,Non_Brand,L,72.07,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JuneJune,0,28.11,43.96,0.39003746357707786,0.6099625364229222,1,0,0,69.4,3.79,3.935811239193083
3409,2020-06-14,LATAM,Mexico,-,Non_Brand,L,95.78,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JuneJune,0,14.34,81.44,0.14971810398830654,0.8502818960116935,1,0,0,69.4,3.79,5.230636887608069
3410,2020-06-15,LATAM,Mexico,-,Non_Brand,L,214.4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,102.31,112.09,0.4771921641791045,0.5228078358208955,0,0,0,69.4,3.79,11.708587896253603
3411,2020-06-16,LATAM,Mexico,-,Non_Brand,L,143.81,1.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,68.24,75.57,0.47,0.53,0,0,0,69.4,3.79,7.8536008645533135
3412,2020-06-17,LATAM,Mexico,-,Non_Brand,L,229.25000000000003,2.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,135.85000000000002,93.4,0.5925845147219193,0.4074154852780807,0,0,0,69.4,3.79,12.51956051873199
3413,2020-06-18,LATAM,Mexico,-,Non_Brand,L,88.05000000000001,1.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,59.980000000000004,28.07,0.68,0.31999999999999995,0,0,0,69.4,3.79,4.8084942363112395
3414,2020-06-19,LATAM,Mexico,-,Non_Brand,L,92.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,70.57000000000001,21.58,0.7658166033640803,0.2341833966359197,0,0,0,69.4,3.79,5.032399135446686
3415,2020-06-20,LATAM,Mexico,-,Non_Brand,L,35.010000000000005,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JuneJune,0,19.450000000000003,15.56,0.5555555555555556,0.4444444444444444,1,0,0,69.4,3.79,1.91192939481268
3416,2020-06-21,LATAM,Mexico,-,Non_Brand,L,35.56999999999999,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JuneJune,0,17.33,18.24,0.4872083216193422,0.5127916783806579,1,0,0,69.4,3.79,1.9425115273775213
3417,2020-06-22,LATAM,Mexico,-,Non_Brand,L,158.24,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,111.12,47.12,0.7022244691607684,0.2977755308392316,0,0,0,69.4,3.79,8.641636887608069
3418,2020-06-23,LATAM,Mexico,-,Non_Brand,L,103.16999999999999,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JuneJuneJune,0,70.55,32.62,0.683822816710284,0.316177183289716,0,0,0,69.4,3.79,5.634211815561958
3419,2020-06-24,LATAM,Mexico,-,Non_Brand,L,158.77,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JuneJuneJune,0,127.89,30.88,0.805504818290609,0.19449518170939095,0,0,0,69.4,3.79,8.670580691642652
3420,2020-06-25,LATAM,Mexico,-,Non_Brand,L,121.53,1.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,92.25,29.28,0.7590718341150333,0.24092816588496668,0,0,0,69.4,3.79,6.636868876080691
3421,2020-06-26,LATAM,Mexico,-,Non_Brand,L,117.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,91.24,26.009999999999998,0.7781663113006396,0.22183368869936038,0,0,0,69.4,3.79,6.403134005763688
3422,2020-06-27,LATAM,Mexico,-,Non_Brand,L,47.18000000000001,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JuneJune,0,33.95,13.23,0.72,0.28,1,0,0,69.4,3.79,2.5765446685878963
3423,2020-06-28,LATAM,Mexico,-,Non_Brand,L,41.019999999999996,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JuneJune,0,21.79,19.23,0.5312042905899561,0.4687957094100439,1,0,0,69.4,3.79,2.240141210374639
3424,2020-06-29,LATAM,Mexico,-,Non_Brand,L,344.62999999999994,1.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,319.80999999999995,24.82,0.9279807329599861,0.07201926704001393,0,0,0,69.4,3.79,18.820572046109504
3425,2020-06-30,LATAM,Mexico,-,Non_Brand,L,307.65999999999997,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JuneJune,0,293.53999999999996,14.120000000000001,0.9541051810440097,0.045894818955990346,0,0,0,69.4,3.79,16.801605187319883
3426,2020-07-01,LATAM,Mexico,-,Non_Brand,L,322.07000000000005,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,293.56000000000006,28.509999999999998,0.9114788710528767,0.08852112894712327,0,0,0,69.4,3.79,17.588548991354468
3427,2020-07-02,LATAM,Mexico,-,Non_Brand,L,327.63000000000005,1.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,298.58000000000004,29.05,0.91,0.08999999999999997,0,0,0,69.4,3.79,17.892185878962536
3428,2020-07-03,LATAM,Mexico,-,Non_Brand,L,297.09,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,274.53,22.56,0.9240634151267293,0.07593658487327071,0,0,0,69.4,3.79,16.2243674351585
3429,2020-07-04,LATAM,Mexico,-,Non_Brand,L,51.870000000000005,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JulyJuly,0,34.85,17.02,0.67,0.32999999999999996,1,0,0,69.4,3.79,2.832670028818444
3430,2020-07-05,LATAM,Mexico,-,Non_Brand,L,61.120000000000005,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JulyJuly,0,42.59,18.53,0.6968259162303665,0.3031740837696335,1,0,0,69.4,3.79,3.3378213256484153
3431,2020-07-06,LATAM,Mexico,-,Non_Brand,L,200.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,105.03,95.67,0.5233183856502243,0.47668161434977574,0,0,0,69.4,3.79,10.960417867435158
3432,2020-07-07,LATAM,Mexico,-,Non_Brand,L,160.55,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,114.2,46.35,0.7113048894425412,0.2886951105574588,0,0,0,69.4,3.79,8.76778818443804
3433,2020-07-08,LATAM,Mexico,-,Non_Brand,L,167.26999999999998,2.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,106.11,61.16,0.6343636037544091,0.36563639624559086,0,0,0,69.4,3.79,9.134773775216136
3434,2020-07-09,LATAM,Mexico,-,Non_Brand,L,178.98000000000002,0.0,0.0,0.0,4.0,0.0,0.0,0.0,JulyJulyJulyJuly,0,125.47000000000001,53.51,0.7010280478265728,0.2989719521734272,0,0,0,69.4,3.79,9.77426801152738
3435,2020-07-10,LATAM,Mexico,-,Non_Brand,L,135.28,0.0,0.0,0.0,4.0,0.0,0.0,0.0,JulyJulyJulyJuly,0,102.94,32.34,0.7609402720283855,0.23905972797161446,0,0,0,69.4,3.79,7.387769452449566
3436,2020-07-11,LATAM,Mexico,-,Non_Brand,L,63.629999999999995,0.0,0.0,0.0,4.0,4.0,0.0,0.0,JulyJulyJulyJuly,0,36.97,26.66,0.581015244381581,0.41898475561841897,1,0,0,69.4,3.79,3.4748948126801147
3437,2020-07-12,LATAM,Mexico,-,Non_Brand,L,58.99,0.0,0.0,0.0,3.0,3.0,0.0,0.0,JulyJulyJuly,0,26.18,32.81,0.4438040345821325,0.5561959654178674,1,0,0,69.4,3.79,3.2215
3438,2020-07-13,LATAM,Mexico,-,Non_Brand,L,119.67,0.0,0.0,0.0,4.0,0.0,0.0,0.0,JulyJulyJulyJuly,0,65.66,54.010000000000005,0.548675524358653,0.45132447564134703,0,0,0,69.4,3.79,6.535292507204611
3439,2020-07-14,LATAM,Mexico,-,Non_Brand,L,66.56,1.0,0.0,0.0,4.0,0.0,0.0,0.0,JulyJulyJulyJuly,0,54.06999999999999,12.49,0.8123497596153847,0.1876502403846153,0,0,0,69.4,3.79,3.6349048991354467
3440,2020-07-15,LATAM,Mexico,-,Non_Brand,L,86.93,2.0,0.0,0.0,4.0,0.0,0.0,0.0,JulyJulyJulyJuly,0,56.42,30.51,0.6490279535258253,0.3509720464741747,0,0,0,69.4,3.79,4.747329971181556
3441,2020-07-16,LATAM,Mexico,-,Non_Brand,L,48.629999999999995,2.0,0.0,0.0,4.0,0.0,0.0,0.0,JulyJulyJulyJuly,0,47.69,0.94,0.980670368085544,0.019329631914456025,0,0,0,69.4,3.79,2.655730547550432
3442,2020-07-17,LATAM,Mexico,-,Non_Brand,L,5.05,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,5.05,0.0,1.0,0.0,0,0,0,69.4,3.79,0.2757853025936599
3443,2020-07-18,LATAM,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,JulyJulyJuly,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3444,2020-07-19,LATAM,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,July,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3445,2020-07-20,LATAM,Mexico,-,Non_Brand,L,2.53,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,2.53,0.0,1.0,0.0,0,0,0,69.4,3.79,0.13816570605187317
3446,2020-07-21,LATAM,Mexico,-,Non_Brand,L,3.73,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,3.11,0.62,0.8337801608579088,0.16621983914209115,0,0,0,69.4,3.79,0.20369884726224782
3447,2020-07-22,LATAM,Mexico,-,Non_Brand,L,3.1399999999999997,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,3.09,0.05,0.9840764331210191,0.015923566878980888,0,0,0,69.4,3.79,0.17147838616714695
3448,2020-07-23,LATAM,Mexico,-,Non_Brand,L,3.12,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JulyJuly,0,2.79,0.33,0.89,0.10999999999999999,0,0,0,69.4,3.79,0.17038616714697405
3449,2020-07-24,LATAM,Mexico,-,Non_Brand,L,3.0399999999999996,1.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,3.01,0.03,0.9901315789473685,0.009868421052631526,0,0,0,69.4,3.79,0.1660172910662824
3450,2020-07-25,LATAM,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,JulyJuly,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3451,2020-07-26,LATAM,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,July,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3452,2020-07-27,LATAM,Mexico,-,Non_Brand,L,205.13,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,205.08999999999997,0.04,0.9998050017062351,0.00019499829376490307,0,0,0,69.4,3.79,11.202344380403456
3453,2020-07-28,LATAM,Mexico,-,Non_Brand,L,146.48,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,146.38,0.1,0.9993173129437466,0.000682687056253406,0,0,0,69.4,3.79,7.999412103746396
3454,2020-07-29,LATAM,Mexico,-,Non_Brand,L,149.92,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,149.92,0.0,1.0,0.0,0,0,0,69.4,3.79,8.187273775216136
3455,2020-07-30,LATAM,Mexico,-,Non_Brand,L,147.15,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,146.84,0.31,0.9978933061501869,0.0021066938498131016,0,0,0,69.4,3.79,8.03600144092219
3456,2020-07-31,LATAM,Mexico,-,Non_Brand,L,117.27000000000001,0.0,0.0,0.0,3.0,0.0,0.0,0.0,JulyJulyJuly,0,117.27000000000001,0.0,1.0,0.0,0,0,0,69.4,3.79,6.404226224783862
3457,2020-08-01,LATAM,Mexico,-,Non_Brand,L,0.14,0.0,0.0,0.0,2.0,2.0,0.0,0.0,AugustAugust,0,0.14,0.0,1.0,0.0,1,0,0,69.4,3.79,0.007645533141210375
3458,2020-08-02,0,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3459,2020-08-03,LATAM,Mexico,-,Non_Brand,L,79.17,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,65.66,13.51,0.83,0.17000000000000004,0,0,0,69.4,3.79,4.323548991354467
3460,2020-08-04,LATAM,Mexico,-,Non_Brand,L,92.45000000000002,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,71.86000000000001,20.59,0.7772850189291509,0.22271498107084908,0,0,0,69.4,3.79,5.048782420749281
3461,2020-08-05,LATAM,Mexico,-,Non_Brand,L,113.05000000000001,2.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,83.00000000000001,30.05,0.7341884122069882,0.26581158779301184,0,0,0,69.4,3.79,6.173768011527378
3462,2020-08-06,LATAM,Mexico,-,Non_Brand,L,119.94999999999997,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,108.14999999999998,11.8,0.901625677365569,0.09837432263443102,0,0,0,69.4,3.79,6.55058357348703
3463,2020-08-07,LATAM,Mexico,-,Non_Brand,L,162.56,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,116.15000000000002,46.41,0.7145054133858268,0.28549458661417315,0,0,0,69.4,3.79,8.877556195965417
3464,2020-08-08,LATAM,Mexico,-,Non_Brand,L,49.97,0.0,0.0,0.0,4.0,4.0,0.0,0.0,AugustAugustAugustAugust,0,13.76,36.21,0.2753652191314789,0.7246347808685212,1,0,0,69.4,3.79,2.728909221902017
3465,2020-08-09,LATAM,Mexico,-,Non_Brand,L,49.39,0.0,0.0,0.0,4.0,4.0,0.0,0.0,AugustAugustAugustAugust,0,12.200000000000001,37.19,0.2470135654990889,0.7529864345009111,1,0,0,69.4,3.79,2.6972348703170024
3466,2020-08-10,LATAM,Mexico,-,Non_Brand,L,238.15,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,146.46,91.69,0.6149905521730002,0.38500944782699975,0,0,0,69.4,3.79,13.005597982708933
3467,2020-08-11,LATAM,Mexico,-,Non_Brand,L,175.56,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,121.00999999999999,54.55,0.6892800182273866,0.3107199817726134,0,0,0,69.4,3.79,9.587498559077808
3468,2020-08-12,LATAM,Mexico,-,Non_Brand,L,235.73000000000002,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,168.71,67.02000000000001,0.7156916811606499,0.28430831883935015,0,0,0,69.4,3.79,12.873439481268012
3469,2020-08-13,LATAM,Mexico,-,Non_Brand,L,164.65,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,126.78000000000002,37.87,0.7699969632553902,0.23000303674460976,0,0,0,69.4,3.79,8.991693083573486
3470,2020-08-14,LATAM,Mexico,-,Non_Brand,L,154.42000000000002,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,133.5,20.92,0.8645253205543323,0.1354746794456677,0,0,0,69.4,3.79,8.433023054755044
3471,2020-08-15,LATAM,Mexico,-,Non_Brand,L,29.2,0.0,0.0,0.0,3.0,3.0,0.0,0.0,AugustAugustAugust,0,18.98,10.219999999999999,0.65,0.35,1,0,0,69.4,3.79,1.5946397694524492
3472,2020-08-16,LATAM,Mexico,-,Non_Brand,L,33.65,0.0,0.0,0.0,4.0,4.0,0.0,0.0,AugustAugustAugustAugust,0,11.95,21.7,0.3551263001485884,0.6448736998514115,1,0,0,69.4,3.79,1.837658501440922
3473,2020-08-17,LATAM,Mexico,-,Non_Brand,L,293.63,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,262.93,30.7,0.8954466505466063,0.10455334945339367,0,0,0,69.4,3.79,16.035413544668586
3474,2020-08-18,LATAM,Mexico,-,Non_Brand,L,243.92000000000002,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,241.68,2.24,0.9908166612003936,0.009183338799606422,0,0,0,69.4,3.79,13.320703170028818
3475,2020-08-19,LATAM,Mexico,-,Non_Brand,L,198.92000000000002,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,178.92,20.0,0.8994570681681078,0.10054293183189222,0,0,0,69.4,3.79,10.86321037463977
3476,2020-08-20,LATAM,Mexico,-,Non_Brand,L,177.82,2.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,176.82,1.0,0.9943763356202902,0.005623664379709847,0,0,0,69.4,3.79,9.710919308357347
3477,2020-08-21,LATAM,Mexico,-,Non_Brand,L,198.70000000000005,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,178.24000000000004,20.46,0.8970306995470558,0.10296930045294417,0,0,0,69.4,3.79,10.851195965417869
3478,2020-08-22,LATAM,Mexico,-,Non_Brand,L,11.65,0.0,0.0,0.0,3.0,3.0,0.0,0.0,AugustAugustAugust,0,10.15,1.5,0.871244635193133,0.128755364806867,1,0,0,69.4,3.79,0.6362175792507204
3479,2020-08-23,LATAM,Mexico,-,Non_Brand,L,33.42,0.0,0.0,0.0,3.0,3.0,0.0,0.0,AugustAugustAugust,0,16.5,16.92,0.49371633752244165,0.5062836624775584,1,0,0,69.4,3.79,1.8250979827089338
3480,2020-08-24,LATAM,Mexico,-,Non_Brand,L,54.17,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,40.910000000000004,13.26,0.7552150636883884,0.24478493631161158,0,0,0,69.4,3.79,2.9582752161383286
3481,2020-08-25,LATAM,Mexico,-,Non_Brand,L,62.14,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,49.4,12.74,0.7949790794979079,0.20502092050209209,0,0,0,69.4,3.79,3.3935244956772332
3482,2020-08-26,LATAM,Mexico,-,Non_Brand,L,22.44,1.0,0.0,0.0,4.0,0.0,0.0,0.0,AugustAugustAugustAugust,0,21.76,0.68,0.9696969696969697,0.030303030303030276,0,0,0,69.4,3.79,1.2254697406340056
3483,2020-08-27,LATAM,Mexico,-,Non_Brand,L,6.6899999999999995,1.0,0.0,0.0,3.0,0.0,0.0,0.0,AugustAugustAugust,0,6.54,0.15,0.98,0.020000000000000018,0,0,0,69.4,3.79,0.36534726224783853
3484,2020-08-28,LATAM,Mexico,-,Non_Brand,L,6.17,0.0,0.0,0.0,3.0,0.0,0.0,0.0,AugustAugustAugust,0,6.17,0.0,1.0,0.0,0,0,0,69.4,3.79,0.3369495677233429
3485,2020-08-29,LATAM,Mexico,-,Non_Brand,L,0.14,0.0,0.0,0.0,2.0,2.0,0.0,0.0,AugustAugust,0,0.14,0.0,1.0,0.0,1,0,0,69.4,3.79,0.007645533141210375
3486,2020-08-30,LATAM,Mexico,-,Non_Brand,L,0.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,AugustAugustAugust,0,0.1,0.0,1.0,0.0,1,0,0,69.4,3.79,0.005461095100864553
3487,2020-08-31,LATAM,Mexico,-,Non_Brand,L,3.55,1.0,0.0,0.0,3.0,0.0,0.0,0.0,AugustAugustAugust,0,3.55,0.0,1.0,0.0,0,0,0,69.4,3.79,0.19386887608069162
3488,2020-09-01,LATAM,Mexico,-,Non_Brand,L,3.23,4.0,0.0,0.0,3.0,0.0,0.0,0.0,SeptemberSeptemberSeptember,0,3.12,0.11,0.9659442724458205,0.034055727554179516,0,0,0,69.4,3.79,0.17639337175792505
3489,2020-09-02,LATAM,Mexico,-,Non_Brand,L,65.5,1.0,0.0,0.0,4.0,0.0,0.0,0.0,SeptemberSeptemberSeptemberSeptember,0,61.68,3.8200000000000003,0.9416793893129771,0.05832061068702288,0,0,0,69.4,3.79,3.5770172910662823
3490,2020-09-03,LATAM,Mexico,-,Non_Brand,L,94.22,0.0,0.0,0.0,4.0,0.0,0.0,0.0,SeptemberSeptemberSeptemberSeptember,0,61.239999999999995,32.98,0.65,0.35,0,0,0,69.4,3.79,5.145443804034581
3491,2020-09-04,LATAM,Mexico,-,Non_Brand,L,92.33,1.0,0.0,0.0,4.0,0.0,0.0,0.0,SeptemberSeptemberSeptemberSeptember,0,69.35,22.98,0.7511101483808079,0.24888985161919208,0,0,0,69.4,3.79,5.042229106628242
3492,2020-09-05,LATAM,Mexico,-,Non_Brand,L,34.67,0.0,0.0,0.0,4.0,4.0,0.0,0.0,SeptemberSeptemberSeptemberSeptember,0,10.04,24.63,0.29,0.71,1,0,0,69.4,3.79,1.8933616714697405
