,ds,region,market,account_type,funnel,Identifier,X,y,anomaly_2021,covid_year_dummy,Covid_Year_Dummy,weekday_or_weekend,Nov_Dec_2018,Jul_Dec_2019,Month of Ds,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,new_confirmed,floor,AOV,ROAS,cap
1552,2021-11-09,LATAM,Mexico,-,Brand,L,606.9399967154004,139.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,206.20014009920584
1553,2021-11-10,LATAM,Mexico,-,Brand,L,570.7399997423004,214.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,193.90165180079137
1554,2021-11-11,LATAM,Mexico,-,Brand,L,587.8799949725004,132.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,199.72474706044392
1555,2021-11-12,LATAM,Mexico,-,Brand,L,567.4299973361003,107.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,192.77712060564724
1556,2021-11-13,LATAM,Mexico,-,Brand,L,147.02000034780008,8.0,0.0,0.0,0.0,2.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,49.948174173989884
1557,2021-11-14,LATAM,Mexico,-,Brand,L,68.93000018250002,10.0,0.0,0.0,0.0,2.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,23.418090373988928
1558,2021-11-15,LATAM,Mexico,-,Brand,L,330.2999931465999,40.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,112.21521934652138
1559,2021-11-16,LATAM,Mexico,-,Brand,L,799.4500071693004,178.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,271.60296631088386
1560,2021-11-17,LATAM,Mexico,-,Brand,L,715.5800035512005,175.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,243.1091998928463
1561,2021-11-18,LATAM,Mexico,-,Brand,L,564.2100050067002,138.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,191.6831691886474
1562,2021-11-19,LATAM,Mexico,-,Brand,L,391.05999645989993,131.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,132.8576572537821
1563,2021-11-20,LATAM,Mexico,-,Brand,L,65.71000001590002,4.0,0.0,0.0,0.0,2.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,22.32413629440019
1564,2021-11-21,LATAM,Mexico,-,Brand,L,32.8100005148,5.0,0.0,0.0,0.0,2.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,11.146780142056029
1565,2021-11-22,LATAM,Mexico,-,Brand,L,499.920003331,126.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,169.8414592597437
1566,2021-11-23,LATAM,Mexico,-,Brand,L,495.8799943986,174.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,168.46891763722553
1567,2021-11-24,LATAM,Mexico,-,Brand,L,459.14000074920017,207.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,155.98697233991712
1568,2021-11-25,LATAM,Mexico,-,Brand,L,442.18999770429986,160.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,150.2284245074214
1569,2021-11-26,LATAM,Mexico,-,Brand,L,565.1600059349001,119.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,192.00591991450057
1570,2021-11-27,LATAM,Mexico,-,Brand,L,110.7499991954,12.0,0.0,0.0,0.0,2.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,37.62590284651603
1571,2021-11-28,LATAM,Mexico,-,Brand,L,61.05000035460001,22.0,0.0,0.0,0.0,2.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,20.740960711603847
1572,2021-11-29,LATAM,Mexico,-,Brand,L,672.9999913853003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,228.6431826233475
1573,2021-11-30,LATAM,Mexico,-,Brand,L,505.7399971843998,139.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,171.8187281074751
1574,2021-12-01,LATAM,Mexico,-,Brand,L,446.6699945371,154.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,151.75044641991136
1575,2021-12-02,LATAM,Mexico,-,Brand,L,430.00999821599976,182.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,146.09042468126498
1576,2021-12-03,LATAM,Mexico,-,Brand,L,417.33000028189997,127.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,141.78255674601823
1577,2021-12-04,LATAM,Mexico,-,Brand,L,103.4499999492,14.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,35.14582100080375
1578,2021-12-05,LATAM,Mexico,-,Brand,L,52.67999983190001,26.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,17.8973595488015
1579,2021-12-06,LATAM,Mexico,-,Brand,L,614.2999957526001,135.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,208.70060611036612
1580,2021-12-07,LATAM,Mexico,-,Brand,L,550.2400066334,187.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,186.9370400204441
1581,2021-12-08,LATAM,Mexico,-,Brand,L,484.2800100854004,188.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,164.52797058566395
1582,2021-12-09,LATAM,Mexico,-,Brand,L,466.51000935479976,179.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,158.4908389745617
1583,2021-12-10,LATAM,Mexico,-,Brand,L,420.4300026782,194.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,142.83574311021277
1584,2021-12-11,LATAM,Mexico,-,Brand,L,87.42000030349998,62.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,29.699832615425528
1585,2021-12-12,LATAM,Mexico,-,Brand,L,70.94000017649998,40.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,24.100962293132753
1586,2021-12-13,LATAM,Mexico,-,Brand,L,594.0100131673001,247.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,201.80734273286438
1587,2021-12-14,LATAM,Mexico,-,Brand,L,548.7700024155997,210.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,186.4376247943967
1588,2021-12-15,LATAM,Mexico,-,Brand,L,577.8200018745001,131.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,196.30699242665696
1589,2021-12-16,LATAM,Mexico,-,Brand,L,673.4299908281002,133.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,228.78926946196052
1590,2021-12-17,LATAM,Mexico,-,Brand,L,510.26000178820004,91.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,173.3543421510322
1591,2021-12-18,LATAM,Mexico,-,Brand,L,123.39999997269999,11.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,41.923579629477224
1592,2021-12-19,LATAM,Mexico,-,Brand,L,52.379999699,6.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,17.795438321384406
1593,2021-12-20,LATAM,Mexico,-,Brand,L,671.3500035837005,135.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,228.08262026513572
1594,2021-12-21,LATAM,Mexico,-,Brand,L,581.0300021677999,121.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,197.39754917654813
1595,2021-12-22,LATAM,Mexico,-,Brand,L,475.60000141150016,88.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,161.57904809858687
1596,2021-12-23,LATAM,Mexico,-,Brand,L,432.78999588269994,69.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,147.03489351088774
1597,2021-12-24,LATAM,Mexico,-,Brand,L,1.0299999714,9.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,0.34992938273014784
1598,2021-12-25,LATAM,Mexico,-,Brand,L,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,651.1472545155995
1599,2021-12-26,LATAM,Mexico,-,Brand,L,0.6799999885,0.0,0.0,0.0,0.0,2.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,0.2310213425626437
1600,2021-12-27,LATAM,Mexico,-,Brand,L,419.0100031755003,60.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,142.3533163497718
1601,2021-12-28,LATAM,Mexico,-,Brand,L,408.11999757589996,70.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,138.65357553112267
1602,2021-12-29,LATAM,Mexico,-,Brand,L,398.1399963766001,62.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,135.26299712695987
1603,2021-12-30,LATAM,Mexico,-,Brand,L,279.9799976498,76.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,95.11964123767426
1604,2021-12-31,LATAM,Mexico,-,Brand,L,162.85000097739996,17.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecember,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,55.32621543879155
1605,2022-01-01,LATAM,Mexico,-,Brand,L,53.08,1.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,18.033254515599346
1606,2022-01-02,LATAM,Mexico,-,Brand,L,84.83000000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,28.81991297208539
1607,2022-01-03,LATAM,Mexico,-,Brand,L,622.71,64.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,211.5577980295567
1608,2022-01-04,LATAM,Mexico,-,Brand,L,700.9199999999998,109.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,238.1286502463054
1609,2022-01-05,LATAM,Mexico,-,Brand,L,537.09,153.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,182.46949261083745
1610,2022-01-06,LATAM,Mexico,-,Brand,L,460.75999999999993,114.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,156.53734646962232
1611,2022-01-07,LATAM,Mexico,-,Brand,L,547.38,151.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,185.9653891625616
1612,2022-01-08,LATAM,Mexico,-,Brand,L,114.3,17.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,38.83197044334976
1613,2022-01-09,LATAM,Mexico,-,Brand,L,82.47,2.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,28.01813300492611
1614,2022-01-10,LATAM,Mexico,-,Brand,L,683.05,273.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,232.05754515599344
1615,2022-01-11,LATAM,Mexico,-,Brand,L,678.33,110.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,230.4539852216749
1616,2022-01-12,LATAM,Mexico,-,Brand,L,608.5100000000001,205.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,206.73352873563223
1617,2022-01-13,LATAM,Mexico,-,Brand,L,599.3000000000002,155.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,203.60454844006577
1618,2022-01-14,LATAM,Mexico,-,Brand,L,534.5899999999999,157.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,181.62014942528734
1619,2022-01-15,LATAM,Mexico,-,Brand,L,118.17999999999999,3.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,40.150151067323485
1620,2022-01-16,LATAM,Mexico,-,Brand,L,45.290000000000006,4.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,15.38670114942529
1621,2022-01-17,LATAM,Mexico,-,Brand,L,750.27,234.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,254.89468472906407
1622,2022-01-18,LATAM,Mexico,-,Brand,L,737.6,137.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,250.59021346469626
1623,2022-01-19,LATAM,Mexico,-,Brand,L,660.27,183.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,224.3183300492611
1624,2022-01-20,LATAM,Mexico,-,Brand,L,636.34,137.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,216.18841707717573
1625,2022-01-21,LATAM,Mexico,-,Brand,L,632.3800000000001,102.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,214.84305747126442
1626,2022-01-22,LATAM,Mexico,-,Brand,L,178.95,7.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,60.795985221674876
1627,2022-01-23,LATAM,Mexico,-,Brand,L,89.13999999999999,5.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,30.284180623973725
1628,2022-01-24,LATAM,Mexico,-,Brand,L,753.61,228.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,256.02940722495896
1629,2022-01-25,LATAM,Mexico,-,Brand,L,544.99,124.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,185.1534170771757
1630,2022-01-26,LATAM,Mexico,-,Brand,L,554.62,113.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,188.42508702791463
1631,2022-01-27,LATAM,Mexico,-,Brand,L,633.31,135.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,215.159013136289
1632,2022-01-28,LATAM,Mexico,-,Brand,L,446.35,123.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,151.6417323481117
1633,2022-01-29,LATAM,Mexico,-,Brand,L,107.45,66.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,36.50477011494253
1634,2022-01-30,LATAM,Mexico,-,Brand,L,76.14999999999999,11.0,0.0,0.0,0.0,2.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,25.870993431855503
1635,2022-01-31,LATAM,Mexico,-,Brand,L,412.65,201.0,0.0,0.0,0.0,0.0,0.0,0.0,JanuaryJanuary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,140.19258620689655
1636,2022-02-01,LATAM,Mexico,-,Brand,L,613.7,140.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,208.4967651888342
1637,2022-02-02,LATAM,Mexico,-,Brand,L,620.45,149.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,210.78999178981942
1638,2022-02-03,LATAM,Mexico,-,Brand,L,624.8100000000001,125.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,212.27124630541877
1639,2022-02-04,LATAM,Mexico,-,Brand,L,575.0300000000001,112.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,195.35912479474555
1640,2022-02-05,LATAM,Mexico,-,Brand,L,144.60999999999999,18.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,49.12940722495895
1641,2022-02-06,LATAM,Mexico,-,Brand,L,78.61,29.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,26.706747126436785
1642,2022-02-07,LATAM,Mexico,-,Brand,L,304.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,103.45000000000002
1643,2022-02-08,LATAM,Mexico,-,Brand,L,834.87,152.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,283.63645812807886
1644,2022-02-09,LATAM,Mexico,-,Brand,L,661.6100000000001,170.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,224.773577996716
1645,2022-02-10,LATAM,Mexico,-,Brand,L,648.63,196.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,220.36378817733993
1646,2022-02-11,LATAM,Mexico,-,Brand,L,488.8499999999999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,166.08056650246303
1647,2022-02-12,LATAM,Mexico,-,Brand,L,152.06,59.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,51.660449917898205
1648,2022-02-13,LATAM,Mexico,-,Brand,L,64.03999999999999,65.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,21.756775041050904
1649,2022-02-14,LATAM,Mexico,-,Brand,L,655.8900000000001,148.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,222.8302807881774
1650,2022-02-15,LATAM,Mexico,-,Brand,L,636.02,122.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,216.0797011494253
1651,2022-02-16,LATAM,Mexico,-,Brand,L,579.98,190.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,197.04082430213467
1652,2022-02-17,LATAM,Mexico,-,Brand,L,557.38,260.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,189.36276190476192
1653,2022-02-18,LATAM,Mexico,-,Brand,L,500.13000000000005,180.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,169.9128029556651
1654,2022-02-19,LATAM,Mexico,-,Brand,L,138.83,104.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,47.16572577996717
1655,2022-02-20,LATAM,Mexico,-,Brand,L,116.06,87.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,39.429908045977015
1656,2022-02-21,LATAM,Mexico,-,Brand,L,702.04,134.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,238.50915599343185
1657,2022-02-22,LATAM,Mexico,-,Brand,L,591.58,184.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,200.98177668308705
1658,2022-02-23,LATAM,Mexico,-,Brand,L,576.4700000000001,195.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,195.8483464696224
1659,2022-02-24,LATAM,Mexico,-,Brand,L,604.63,169.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,205.41534811165846
1660,2022-02-25,LATAM,Mexico,-,Brand,L,580.92,159.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,197.3601773399015
1661,2022-02-26,LATAM,Mexico,-,Brand,L,118.02,62.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,40.09579310344827
1662,2022-02-27,LATAM,Mexico,-,Brand,L,84.78,12.0,0.0,0.0,0.0,2.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,28.802926108374386
1663,2022-02-28,LATAM,Mexico,-,Brand,L,682.89,139.0,0.0,0.0,0.0,0.0,0.0,0.0,FebruaryFebruary,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,232.00318719211822
1664,2022-03-01,LATAM,Mexico,-,Brand,L,575.6300000000001,135.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,195.56296715927758
1665,2022-03-02,LATAM,Mexico,-,Brand,L,528.3299999999999,208.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,179.49339408866996
1666,2022-03-03,LATAM,Mexico,-,Brand,L,564.41,241.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,191.75111494252874
1667,2022-03-04,LATAM,Mexico,-,Brand,L,673.09,248.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,228.67376190476193
1668,2022-03-05,LATAM,Mexico,-,Brand,L,101.25000000000001,15.0,0.0,0.0,0.0,2.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,34.398399014778335
1669,2022-03-06,LATAM,Mexico,-,Brand,L,47.410000000000004,3.0,0.0,0.0,0.0,2.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,16.10694417077176
1670,2022-03-07,LATAM,Mexico,-,Brand,L,661.7399999999999,208.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,224.8177438423645
1671,2022-03-08,LATAM,Mexico,-,Brand,L,502.81,208.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,170.8232988505747
1672,2022-03-09,LATAM,Mexico,-,Brand,L,483.29,229.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,164.1916272577997
1673,2022-03-10,LATAM,Mexico,-,Brand,L,612.74,167.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,208.17061740558296
1674,2022-03-11,LATAM,Mexico,-,Brand,L,524.76,204.0,0.0,0.0,0.0,0.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,0,0,0,60.9,20.69,178.28053201970445
1675,2022-03-12,LATAM,Mexico,-,Brand,L,96.63000000000001,3.0,0.0,0.0,0.0,2.0,0.0,0.0,MarchMarch,0,0.0,0.0,0.5,0.5,1,0,0,60.9,20.69,32.82881280788178
