,ds,market,new_confirmed
1923,2020-05-27,Netherlands,568
1924,2020-05-28,Poland,682
1925,2020-05-28,UK,6876
1926,2020-05-28,Turkey,1182
1927,2020-05-28,Switzerland,60
1928,2020-05-28,Sweden,1548
1929,2020-05-28,Spain,3236
1930,2020-05-28,Netherlands,550
1931,2020-05-28,Ireland,35
1932,2020-05-28,Germany,1503
1933,2020-05-28,France,4445
1934,2020-05-28,Belgium,324
1935,2020-05-28,Austria,57
1936,2020-05-28,Italy,1750
1937,2020-05-29,UK,5993
1938,2020-05-29,Turkey,1141
1939,2020-05-29,Switzerland,42
1940,2020-05-29,Sweden,1546
1941,2020-05-29,Spain,2616
1942,2020-05-29,Poland,746
1943,2020-05-29,Netherlands,487
1944,2020-05-29,Ireland,53
1945,2020-05-29,Germany,1264
1946,2020-05-29,France,1676
1947,2020-05-29,Belgium,322
1948,2020-05-29,Austria,126
1949,2020-05-29,Italy,1542
1950,2020-05-30,UK,4405
1951,2020-05-30,Turkey,983
1952,2020-05-30,Switzerland,20
1953,2020-05-30,Sweden,864
1954,2020-05-30,Spain,1467
1955,2020-05-30,Poland,631
1956,2020-05-30,Ireland,61
1957,2020-05-30,Italy,1215
1958,2020-05-30,Germany,928
1959,2020-05-30,France,2299
1960,2020-05-30,Belgium,122
1961,2020-05-30,Austria,96
1962,2020-05-30,Netherlands,438
1963,2020-05-31,UK,4246
1964,2020-05-31,Turkey,839
1965,2020-05-31,Switzerland,14
1966,2020-05-31,Sweden,530
1967,2020-05-31,Spain,716
1968,2020-05-31,Poland,594
1969,2020-05-31,Netherlands,470
1970,2020-05-31,Ireland,72
1971,2020-05-31,Germany,492
1972,2020-05-31,France,457
1973,2020-05-31,Belgium,97
1974,2020-05-31,Austria,15
1975,2020-05-31,Italy,1060
1976,2020-06-01,UK,5633
1977,2020-06-01,Turkey,827
1978,2020-06-01,Switzerland,6
1979,2020-06-01,Sweden,1296
1980,2020-06-01,Spain,985
1981,2020-06-01,Poland,609
1982,2020-06-01,Ireland,4
1983,2020-06-01,Italy,518
1984,2020-06-01,Germany,581
1985,2020-06-01,France,550
1986,2020-06-01,Belgium,118
1987,2020-06-01,Austria,57
1988,2020-06-01,Netherlands,295
1989,2020-06-02,UK,5848
1990,2020-06-02,Turkey,786
1991,2020-06-02,Switzerland,44
1992,2020-06-02,Sweden,1800
1993,2020-06-02,Spain,2910
1994,2020-06-02,Poland,522
1995,2020-06-02,Ireland,45
1996,2020-06-02,Italy,942
1997,2020-06-02,Germany,1109
1998,2020-06-02,France,526
1999,2020-06-02,Belgium,343
2000,2020-06-02,Austria,48
2001,2020-06-02,Netherlands,295
2002,2020-06-03,Sweden,2092
2003,2020-06-03,Switzerland,46
2004,2020-06-03,Spain,2634
2005,2020-06-03,UK,5373
2006,2020-06-03,Turkey,867
2007,2020-06-03,Poland,653
2008,2020-06-03,Netherlands,366
2009,2020-06-03,Italy,955
2010,2020-06-03,Ireland,31
2011,2020-06-03,Germany,1518
2012,2020-06-03,France,1536
2013,2020-06-03,Belgium,308
2014,2020-06-03,Austria,159
2015,2020-06-04,Turkey,988
2016,2020-06-04,Switzerland,34
2017,2020-06-04,Sweden,2078
2018,2020-06-04,Spain,1687
2019,2020-06-04,Poland,732
2020,2020-06-04,Netherlands,607
2021,2020-06-04,UK,4916
2022,2020-06-04,Ireland,21
2023,2020-06-04,Germany,1491
2024,2020-06-04,France,1873
2025,2020-06-04,Belgium,335
2026,2020-06-04,Austria,51
2027,2020-06-04,Italy,527
2028,2020-06-05,UK,4400
2029,2020-06-05,Turkey,930
2030,2020-06-05,Switzerland,30
2031,2020-06-05,Sweden,2292
2032,2020-06-05,Spain,1885
2033,2020-06-05,Poland,938
2034,2020-06-05,Netherlands,604
2035,2020-06-05,Ireland,20
2036,2020-06-05,Germany,1159
2037,2020-06-05,France,1583
2038,2020-06-05,Belgium,304
2039,2020-06-05,Austria,201
2040,2020-06-05,Italy,1538
2041,2020-06-06,Poland,1142
2042,2020-06-06,Turkey,878
2043,2020-06-06,Switzerland,20
2044,2020-06-06,Sweden,1560
2045,2020-06-06,Spain,1157
2046,2020-06-06,Netherlands,599
2047,2020-06-06,UK,3155
2048,2020-06-06,Ireland,18
2049,2020-06-06,Austria,93
2050,2020-06-06,Belgium,138
2051,2020-06-06,Italy,790
2052,2020-06-06,Germany,734
2053,2020-06-06,France,1049
2054,2020-06-07,UK,2863
2055,2020-06-07,Turkey,914
2056,2020-06-07,Switzerland,16
2057,2020-06-07,Sweden,924
2058,2020-06-07,Poland,1174
2059,2020-06-07,Spain,574
2060,2020-06-07,Ireland,6
2061,2020-06-07,Germany,624
2062,2020-06-07,France,515
2063,2020-06-07,Belgium,106
2064,2020-06-07,Austria,75
2065,2020-06-07,Italy,582
2066,2020-06-07,Netherlands,638
2067,2020-06-08,Poland,999
2068,2020-06-08,UK,4315
2069,2020-06-08,Turkey,989
2070,2020-06-08,Switzerland,50
2071,2020-06-08,Sweden,1354
2072,2020-06-08,Spain,1291
2073,2020-06-08,Netherlands,496
2074,2020-06-08,Ireland,8
2075,2020-06-08,Germany,1018
2076,2020-06-08,France,1163
2077,2020-06-08,Belgium,299
2078,2020-06-08,Austria,72
2079,2020-06-08,Italy,836
2080,2020-06-09,UK,4608
2081,2020-06-09,Turkey,993
2082,2020-06-09,Switzerland,22
2083,2020-06-09,Sweden,1874
2084,2020-06-09,Spain,2809
2085,2020-06-09,Poland,597
2086,2020-06-09,Netherlands,513
2087,2020-06-09,Ireland,16
2088,2020-06-09,Germany,1370
2089,2020-06-09,France,1341
2090,2020-06-09,Belgium,286
2091,2020-06-09,Austria,45
2092,2020-06-09,Italy,835
2093,2020-06-10,Poland,641
2094,2020-06-10,Turkey,922
2095,2020-06-10,Switzerland,48
2096,2020-06-10,Sweden,2874
2097,2020-06-10,Spain,1651
2098,2020-06-10,Netherlands,526
2099,2020-06-10,UK,4704
2100,2020-06-10,Ireland,7
2101,2020-06-10,Austria,102
2102,2020-06-10,Belgium,229
2103,2020-06-10,Italy,603
2104,2020-06-10,Germany,1317
2105,2020-06-10,France,1503
2106,2020-06-11,UK,3981
2107,2020-06-11,Turkey,987
2108,2020-06-11,Switzerland,50
2109,2020-06-11,Sweden,2586
2110,2020-06-11,Spain,1553
2111,2020-06-11,Netherlands,539
2112,2020-06-11,Poland,820
2113,2020-06-11,Ireland,12
2114,2020-06-11,Germany,915
2115,2020-06-11,France,1359
2116,2020-06-11,Belgium,189
2117,2020-06-11,Austria,66
2118,2020-06-11,Italy,1129
2119,2020-06-12,UK,4136
2120,2020-06-12,Turkey,1195
2121,2020-06-12,Switzerland,68
2122,2020-06-12,Sweden,2658
2123,2020-06-12,Poland,816
2124,2020-06-12,Spain,1723
2125,2020-06-12,Netherlands,597
2126,2020-06-12,Ireland,45
2127,2020-06-12,Germany,1003
2128,2020-06-12,France,1637
2129,2020-06-12,Belgium,173
2130,2020-06-12,Austria,111
2131,2020-06-12,Italy,701
2132,2020-06-13,UK,3463
2133,2020-06-13,Turkey,1459
2134,2020-06-13,Switzerland,18
2135,2020-06-13,Sweden,2064
2136,2020-06-13,Spain,888
2137,2020-06-13,Poland,956
2138,2020-06-13,Italy,1023
2139,2020-06-13,Ireland,8
2140,2020-06-13,Germany,770
2141,2020-06-13,France,770
2142,2020-06-13,Belgium,96
2143,2020-06-13,Austria,66
2144,2020-06-13,Netherlands,482
2145,2020-06-14,UK,3254
2146,2020-06-14,Turkey,1562
2147,2020-06-14,Switzerland,24
2148,2020-06-14,Sweden,836
2149,2020-06-14,Spain,516
2150,2020-06-14,Poland,29163
2151,2020-06-14,Netherlands,437
2152,2020-06-14,Ireland,18
2153,2020-06-14,Austria,54
2154,2020-06-14,Belgium,43
2155,2020-06-14,Italy,1002
2156,2020-06-14,Germany,604
2157,2020-06-14,France,537
2158,2020-06-15,UK,4087
2159,2020-06-15,Turkey,1592
2160,2020-06-15,Switzerland,64
2161,2020-06-15,Sweden,1370
2162,2020-06-15,Poland,803
2163,2020-06-15,Spain,1116
2164,2020-06-15,Ireland,13
2165,2020-06-15,Germany,1037
2166,2020-06-15,France,916
2167,2020-06-15,Belgium,293
2168,2020-06-15,Austria,159
2169,2020-06-15,Italy,899
2170,2020-06-15,Netherlands,456
2171,2020-06-16,Poland,913
2172,2020-06-16,UK,4323
2173,2020-06-16,Turkey,1467
2174,2020-06-16,Switzerland,42
2175,2020-06-16,Sweden,2418
2176,2020-06-16,Spain,2407
2177,2020-06-16,Netherlands,387
2178,2020-06-16,Ireland,7
2179,2020-06-16,Germany,1902
2180,2020-06-16,France,1111
2181,2020-06-16,Belgium,197
2182,2020-06-16,Austria,57
2183,2020-06-16,Italy,624
2184,2020-06-17,UK,3975
2185,2020-06-17,Turkey,1429
2186,2020-06-17,Switzerland,36
2187,2020-06-17,Sweden,2914
2188,2020-06-17,Spain,1505
2189,2020-06-17,Poland,820
2190,2020-06-17,Netherlands,362
2191,2020-06-17,Ireland,14
2192,2020-06-17,Germany,2488
2193,2020-06-17,France,1308
2194,2020-06-17,Belgium,243
2195,2020-06-17,Austria,93
2196,2020-06-17,Italy,980
2197,2020-06-18,Poland,615
2198,2020-06-18,Turkey,1304
2199,2020-06-18,Switzerland,36
2200,2020-06-18,Sweden,2988
2201,2020-06-18,Spain,1472
2202,2020-06-18,Netherlands,350
2203,2020-06-18,UK,4017
2204,2020-06-18,Ireland,13
2205,2020-06-18,Austria,96
2206,2020-06-18,Belgium,212
2207,2020-06-18,Italy,979
2208,2020-06-18,Germany,2517
2209,2020-06-18,France,1213
2210,2020-06-19,UK,3797
2211,2020-06-19,Turkey,1214
2212,2020-06-19,Switzerland,74
2213,2020-06-19,Sweden,2418
2214,2020-06-19,Poland,605
2215,2020-06-19,Netherlands,288
2216,2020-06-19,Spain,1396
2217,2020-06-19,Ireland,6
2218,2020-06-19,Germany,2563
2219,2020-06-19,France,1694
2220,2020-06-19,Belgium,237
2221,2020-06-19,Austria,156
2222,2020-06-19,Italy,319
2223,2020-06-20,UK,2691
2224,2020-06-20,Turkey,1248
2225,2020-06-20,Switzerland,64
2226,2020-06-20,Sweden,1396
2227,2020-06-20,Spain,1036
2228,2020-06-20,Netherlands,259
2229,2020-06-20,Poland,615
2230,2020-06-20,Ireland,5
2231,2020-06-20,Germany,1361
2232,2020-06-20,France,981
2233,2020-06-20,Belgium,99
2234,2020-06-20,Austria,96
2235,2020-06-20,Italy,780
2236,2020-06-21,UK,2467
2237,2020-06-21,Turkey,1192
2238,2020-06-21,Switzerland,26
2239,2020-06-21,Sweden,642
2240,2020-06-21,Spain,708
2241,2020-06-21,Poland,607
2242,2020-06-21,Italy,657
2243,2020-06-21,Ireland,4
2244,2020-06-21,Germany,890
2245,2020-06-21,France,400
2246,2020-06-21,Belgium,40
2247,2020-06-21,Austria,87
2248,2020-06-21,Netherlands,250
2249,2020-06-22,UK,3543
2250,2020-06-22,Turkey,1212
2251,2020-06-22,Switzerland,112
2252,2020-06-22,Sweden,1600
2253,2020-06-22,Poland,596
2254,2020-06-22,Spain,1005
2255,2020-06-22,Netherlands,202
2256,2020-06-22,Austria,93
2257,2020-06-22,Belgium,282
2258,2020-06-22,Italy,639
2259,2020-06-22,Germany,1427
2260,2020-06-22,Ireland,8
2261,2020-06-22,France,1153
2262,2020-06-23,UK,3397
2263,2020-06-23,Turkey,1268
2264,2020-06-23,Switzerland,74
2265,2020-06-23,Sweden,2618
2266,2020-06-23,Spain,2318
2267,2020-06-23,Netherlands,206
2268,2020-06-23,Poland,594
2269,2020-06-23,Ireland,5
2270,2020-06-23,Germany,1590
2271,2020-06-23,France,1273
2272,2020-06-23,Belgium,213
2273,2020-06-23,Austria,129
2274,2020-06-23,Italy,351
2275,2020-06-24,UK,3092
2276,2020-06-24,Turkey,1492
2277,2020-06-24,Switzerland,128
2278,2020-06-24,Sweden,3392
2279,2020-06-24,Spain,1237
2280,2020-06-24,Poland,592
2281,2020-06-24,Italy,300
2282,2020-06-24,Ireland,9
2283,2020-06-24,Germany,1581
2284,2020-06-24,France,807
2285,2020-06-24,Belgium,198
2286,2020-06-24,Austria,105
2287,2020-06-24,Netherlands,276
2288,2020-06-25,UK,2863
2289,2020-06-25,Turkey,1458
2290,2020-06-25,Switzerland,98
2291,2020-06-25,Sweden,2552
2292,2020-06-25,Spain,1490
2293,2020-06-25,Poland,574
2294,2020-06-25,Netherlands,311
2295,2020-06-25,Ireland,9
2296,2020-06-25,Germany,1706
2297,2020-06-25,France,626
2298,2020-06-25,Belgium,151
2299,2020-06-25,Austria,132
2300,2020-06-25,Italy,901
2301,2020-06-26,UK,2672
2302,2020-06-26,Turkey,1396
2303,2020-06-26,Switzerland,186
2304,2020-06-26,Sweden,2408
2305,2020-06-26,Spain,1778
2306,2020-06-26,Poland,595
2307,2020-06-26,Netherlands,263
2308,2020-06-26,Ireland,23
2309,2020-06-26,Austria,222
2310,2020-06-26,Belgium,219
2311,2020-06-26,Italy,634
2312,2020-06-26,Germany,1473
2313,2020-06-26,France,2434
2314,2020-06-27,UK,2490
2315,2020-06-27,Turkey,1372
2316,2020-06-27,Switzerland,72
2317,2020-06-27,Sweden,1510
2318,2020-06-27,Spain,1030
2319,2020-06-27,Netherlands,212
2320,2020-06-27,Poland,512
2321,2020-06-27,Ireland,2
2322,2020-06-27,Germany,851
2323,2020-06-27,France,838
2324,2020-06-27,Belgium,81
2325,2020-06-27,Austria,135
2326,2020-06-27,Italy,658
2327,2020-06-28,UK,1776
2328,2020-06-28,Turkey,1356
2329,2020-06-28,Switzerland,48
2330,2020-06-28,Sweden,830
2331,2020-06-28,Poland,440
2332,2020-06-28,Spain,757
2333,2020-06-28,Netherlands,222
2334,2020-06-28,Ireland,23
2335,2020-06-28,Germany,817
2336,2020-06-28,France,684
2337,2020-06-28,Belgium,47
2338,2020-06-28,Austria,186
2339,2020-06-28,Italy,513
2340,2020-06-29,UK,2872
2341,2020-06-29,Turkey,1374
2342,2020-06-29,Switzerland,322
2343,2020-06-29,Sweden,1452
2344,2020-06-29,Spain,1284
2345,2020-06-29,Poland,486
2346,2020-06-29,Italy,384
2347,2020-06-29,Ireland,11
2348,2020-06-29,Germany,1290
2349,2020-06-29,France,1147
2350,2020-06-29,Belgium,252
2351,2020-06-29,Austria,147
2352,2020-06-29,Netherlands,215
2353,2020-06-30,UK,2491
2354,2020-06-30,Turkey,1293
2355,2020-06-30,Switzerland,278
2356,2020-06-30,Sweden,1616
2357,2020-06-30,Spain,2335
2358,2020-06-30,Poland,621
2359,2020-06-30,Netherlands,164
2360,2020-06-30,Ireland,4
2361,2020-06-30,Austria,303
2362,2020-06-30,Belgium,196
2363,2020-06-30,Italy,427
2364,2020-06-30,Germany,1396
2365,2020-06-30,France,1429
2366,2020-07-01,UK,2584
2367,2020-07-01,Turkey,1192
2368,2020-07-01,Switzerland,194
2369,2020-07-01,Sweden,1370
2370,2020-07-01,Poland,753
2371,2020-07-01,Spain,2181
2372,2020-07-01,Ireland,12
2373,2020-07-01,Germany,1435
2374,2020-07-01,France,1720
2375,2020-07-01,Belgium,261
2376,2020-07-01,Austria,285
2377,2020-07-01,Italy,545
2378,2020-07-01,Netherlands,197
2379,2020-07-02,Poland,630
2380,2020-07-02,UK,2396
2381,2020-07-02,Turkey,1186
2382,2020-07-02,Switzerland,254
2383,2020-07-02,Sweden,1374
2384,2020-07-02,Spain,1734
2385,2020-07-02,Netherlands,228
2386,2020-07-02,Ireland,9
2387,2020-07-02,Germany,1373
2388,2020-07-02,France,1445
2389,2020-07-02,Belgium,186
2390,2020-07-02,Austria,240
2391,2020-07-02,Italy,592
2392,2020-07-03,UK,2253
2393,2020-07-03,Turkey,1172
2394,2020-07-03,Switzerland,192
2395,2020-07-03,Sweden,1388
2396,2020-07-03,Spain,2040
2397,2020-07-03,Poland,573
2398,2020-07-03,Netherlands,209
2399,2020-07-03,Ireland,11
2400,2020-07-03,Germany,1146
2401,2020-07-03,France,1520
2402,2020-07-03,Belgium,185
2403,2020-07-03,Austria,402
2404,2020-07-03,Italy,644
2405,2020-07-04,Poland,545
2406,2020-07-04,Turkey,1154
2407,2020-07-04,Switzerland,52
2408,2020-07-04,Sweden,728
2409,2020-07-04,Spain,1011
2410,2020-07-04,UK,1600
2411,2020-07-04,Netherlands,196
2412,2020-07-04,Ireland,18
2413,2020-07-04,Austria,318
2414,2020-07-04,Belgium,120
2415,2020-07-04,Italy,705
2416,2020-07-04,Germany,730
2417,2020-07-04,France,1122
2418,2020-07-05,UK,2260
2419,2020-07-05,Turkey,1148
2420,2020-07-05,Switzerland,72
2421,2020-07-05,Sweden,630
2422,2020-07-05,Poland,436
2423,2020-07-05,Netherlands,187
2424,2020-07-05,Spain,688
2425,2020-07-05,Ireland,4
2426,2020-07-05,Germany,609
2427,2020-07-05,France,548
2428,2020-07-05,Belgium,47
2429,2020-07-05,Austria,228
2430,2020-07-05,Italy,573
2431,2020-07-06,Poland,462
2432,2020-07-06,UK,2832
2433,2020-07-06,Turkey,1086
2434,2020-07-06,Switzerland,212
2435,2020-07-06,Sweden,502
2436,2020-07-06,Netherlands,114
2437,2020-07-06,Spain,1691
2438,2020-07-06,Ireland,7
2439,2020-07-06,Germany,1041
2440,2020-07-06,France,1108
2441,2020-07-06,Belgium,222
2442,2020-07-06,Austria,204
2443,2020-07-06,Italy,587
2444,2020-07-07,UK,2425
2445,2020-07-07,Turkey,1053
2446,2020-07-07,Switzerland,214
2447,2020-07-07,Sweden,556
2448,2020-07-07,Spain,4091
2449,2020-07-07,Poland,534
2450,2020-07-07,Netherlands,133
2451,2020-07-07,Ireland,4
2452,2020-07-07,Germany,1234
2453,2020-07-07,France,1257
2454,2020-07-07,Belgium,197
2455,2020-07-07,Austria,273
2456,2020-07-07,Italy,433
2457,2020-07-08,Poland,539
2458,2020-07-08,UK,2845
2459,2020-07-08,Turkey,1041
2460,2020-07-08,Switzerland,194
2461,2020-07-08,Sweden,1066
2462,2020-07-08,Netherlands,164
2463,2020-07-08,Spain,3004
2464,2020-07-08,Ireland,23
2465,2020-07-08,Austria,354
2466,2020-07-08,Belgium,273
2467,2020-07-08,Italy,586
2468,2020-07-08,Germany,1325
2469,2020-07-08,France,1663
2470,2020-07-09,UK,2884
2471,2020-07-09,Turkey,1024
2472,2020-07-09,Switzerland,194
2473,2020-07-09,Sweden,668
2474,2020-07-09,Poland,527
2475,2020-07-09,Spain,3203
2476,2020-07-09,Ireland,24
2477,2020-07-09,Germany,1274
2478,2020-07-09,France,1756
2479,2020-07-09,Belgium,246
2480,2020-07-09,Austria,216
2481,2020-07-09,Italy,667
2482,2020-07-09,Netherlands,169
2483,2020-07-10,Poland,570
2484,2020-07-10,UK,2241
2485,2020-07-10,Turkey,1003
2486,2020-07-10,Switzerland,222
2487,2020-07-10,Sweden,738
2488,2020-07-10,Spain,3713
2489,2020-07-10,Netherlands,172
2490,2020-07-10,Ireland,22
2491,2020-07-10,Germany,1127
2492,2020-07-10,France,1890
2493,2020-07-10,Belgium,250
2494,2020-07-10,Austria,315
2495,2020-07-10,Italy,820
2496,2020-07-11,UK,1804
2497,2020-07-11,Turkey,1016
2498,2020-07-11,Switzerland,142
2499,2020-07-11,Sweden,616
2500,2020-07-11,Spain,1986
2501,2020-07-11,Poland,675
2502,2020-07-11,Netherlands,255
2503,2020-07-11,Ireland,17
2504,2020-07-11,Germany,683
2505,2020-07-11,France,1280
2506,2020-07-11,Belgium,123
2507,2020-07-11,Austria,270
2508,2020-07-11,Italy,558
2509,2020-07-12,Spain,1185
2510,2020-07-12,UK,1481
2511,2020-07-12,Turkey,1012
2512,2020-07-12,Switzerland,94
2513,2020-07-12,Sweden,212
2514,2020-07-12,Poland,669
2515,2020-07-12,Belgium,86
2516,2020-07-12,Italy,663
2517,2020-07-12,Ireland,10
2518,2020-07-12,Germany,592
2519,2020-07-12,France,733
2520,2020-07-12,Netherlands,266
2521,2020-07-12,Austria,156
2522,2020-07-13,Turkey,1008
2523,2020-07-13,Switzerland,240
2524,2020-07-13,Sweden,340
2525,2020-07-13,Spain,3961
2526,2020-07-13,Poland,566
2527,2020-07-13,Netherlands,240
2528,2020-07-13,UK,2956
2529,2020-07-13,Ireland,32
2530,2020-07-13,Germany,1122
2531,2020-07-13,France,1712
2532,2020-07-13,Belgium,446
2533,2020-07-13,Austria,297
2534,2020-07-13,Italy,482
2535,2020-07-14,UK,2815
2536,2020-07-14,Turkey,992
2537,2020-07-14,Switzerland,258
2538,2020-07-14,Sweden,624
2539,2020-07-14,Spain,6225
2540,2020-07-14,Poland,590
2541,2020-07-14,Netherlands,219
2542,2020-07-14,Ireland,13
2543,2020-07-14,Germany,1474
2544,2020-07-14,France,719
2545,2020-07-14,Belgium,407
2546,2020-07-14,Austria,369
2547,2020-07-14,Italy,351
2548,2020-07-15,Poland,538
2549,2020-07-15,Turkey,947
2550,2020-07-15,Switzerland,246
2551,2020-07-15,Sweden,574
2552,2020-07-15,Spain,5823
2553,2020-07-15,Netherlands,333
2554,2020-07-15,UK,3117
2555,2020-07-15,Ireland,15
2556,2020-07-15,Austria,387
2557,2020-07-15,Belgium,516
2558,2020-07-15,Italy,470
2559,2020-07-15,Germany,1635
2560,2020-07-15,France,1870
2561,2020-07-16,UK,2823
2562,2020-07-16,Turkey,933
2563,2020-07-16,Switzerland,212
2564,2020-07-16,Sweden,536
2565,2020-07-16,Poland,686
2566,2020-07-16,Spain,5803
2567,2020-07-16,Ireland,32
2568,2020-07-16,Germany,1633
2569,2020-07-16,France,2138
2570,2020-07-16,Belgium,449
2571,2020-07-16,Austria,423
2572,2020-07-16,Italy,682
2573,2020-07-16,Netherlands,307
2574,2020-07-17,Poland,692
2575,2020-07-17,UK,2318
2576,2020-07-17,Turkey,926
2577,2020-07-17,Switzerland,230
2578,2020-07-17,Sweden,568
2579,2020-07-17,Spain,6886
2580,2020-07-17,Netherlands,359
2581,2020-07-17,Ireland,20
2582,2020-07-17,Germany,1488
2583,2020-07-17,France,2523
2584,2020-07-17,Belgium,546
2585,2020-07-17,Austria,372
2586,2020-07-17,Italy,682
2587,2020-07-18,UK,2030
2588,2020-07-18,Turkey,918
2589,2020-07-18,Switzerland,160
2590,2020-07-18,Sweden,382
2591,2020-07-18,Spain,4100
2592,2020-07-18,Poland,697
2593,2020-07-18,Netherlands,395
2594,2020-07-18,Ireland,10
2595,2020-07-18,Germany,1063
2596,2020-07-18,France,1729
2597,2020-07-18,Belgium,254
2598,2020-07-18,Austria,243
2599,2020-07-18,Italy,732
2600,2020-07-19,Poland,637
2601,2020-07-19,Turkey,924
2602,2020-07-19,Switzerland,84
2603,2020-07-19,Sweden,220
2604,2020-07-19,Spain,3059
2605,2020-07-19,Netherlands,473
2606,2020-07-19,UK,1791
2607,2020-07-19,Ireland,6
2608,2020-07-19,Germany,814
2609,2020-07-19,France,971
2610,2020-07-19,Belgium,128
2611,2020-07-19,Austria,261
2612,2020-07-19,Italy,649
2613,2020-07-20,UK,3339
2614,2020-07-20,Turkey,931
2615,2020-07-20,Switzerland,254
2616,2020-07-20,Sweden,262
2617,2020-07-20,Spain,6049
2618,2020-07-20,Poland,678
2619,2020-07-20,Belgium,881
2620,2020-07-20,Italy,552
2621,2020-07-20,Ireland,36
2622,2020-07-20,Germany,1433
2623,2020-07-20,France,2146
2624,2020-07-20,Netherlands,535
2625,2020-07-20,Austria,270
2626,2020-07-21,Turkey,928
2627,2020-07-21,Switzerland,276
2628,2020-07-21,Sweden,452
2629,2020-07-21,Spain,8413
2630,2020-07-21,Poland,779
2631,2020-07-21,Netherlands,490
2632,2020-07-21,UK,3114
2633,2020-07-21,Ireland,17
2634,2020-07-21,Germany,1746
2635,2020-07-21,France,2506
2636,2020-07-21,Belgium,287
2637,2020-07-21,Austria,411
2638,2020-07-21,Italy,378
2639,2020-07-22,UK,3267
2640,2020-07-22,Turkey,902
2641,2020-07-22,Switzerland,234
2642,2020-07-22,Sweden,594
2643,2020-07-22,Spain,7216
2644,2020-07-22,Poland,798
2645,2020-07-22,Netherlands,496
2646,2020-07-22,Ireland,7
2647,2020-07-22,Germany,2089
2648,2020-07-22,France,3030
2649,2020-07-22,Belgium,1096
2650,2020-07-22,Austria,486
2651,2020-07-22,Italy,793
2652,2020-07-23,Poland,876
2653,2020-07-23,Turkey,913
2654,2020-07-23,Switzerland,286
2655,2020-07-23,Sweden,440
2656,2020-07-23,Spain,7291
2657,2020-07-23,Netherlands,477
2658,2020-07-23,UK,3198
2659,2020-07-23,Ireland,19
2660,2020-07-23,Austria,351
2661,2020-07-23,Belgium,871
2662,2020-07-23,Italy,909
2663,2020-07-23,Germany,2198
2664,2020-07-23,France,3076
2665,2020-07-24,UK,3089
2666,2020-07-24,Turkey,937
2667,2020-07-24,Switzerland,294
2668,2020-07-24,Sweden,524
2669,2020-07-24,Poland,1042
2670,2020-07-24,Spain,8007
2671,2020-07-24,Ireland,24
2672,2020-07-24,Germany,2161
2673,2020-07-24,France,3424
2674,2020-07-24,Belgium,983
2675,2020-07-24,Austria,459
2676,2020-07-24,Italy,724
2677,2020-07-24,Netherlands,570
2678,2020-07-25,Poland,1027
2679,2020-07-25,UK,2139
2680,2020-07-25,Turkey,921
2681,2020-07-25,Switzerland,190
2682,2020-07-25,Sweden,276
2683,2020-07-25,Spain,4404
2684,2020-07-25,Italy,799
2685,2020-07-25,Ireland,12
2686,2020-07-25,Germany,1296
2687,2020-07-25,France,2476
2688,2020-07-25,Belgium,453
2689,2020-07-25,Austria,336
2690,2020-07-25,Netherlands,485
2691,2020-07-26,UK,2252
2692,2020-07-26,Turkey,927
2693,2020-07-26,Switzerland,114
2694,2020-07-26,Sweden,84
2695,2020-07-26,Spain,3294
2696,2020-07-26,Poland,780
2697,2020-07-26,Italy,741
2698,2020-07-26,Ireland,11
2699,2020-07-26,Germany,951
2700,2020-07-26,France,1637
2701,2020-07-26,Belgium,365
2702,2020-07-26,Austria,303
2703,2020-07-26,Netherlands,633
2704,2020-07-27,Spain,6619
2705,2020-07-27,Turkey,919
2706,2020-07-27,Switzerland,386
2707,2020-07-27,Sweden,142
2708,2020-07-27,Poland,839
2709,2020-07-27,UK,3513
2710,2020-07-27,Netherlands,628
2711,2020-07-27,Austria,288
2712,2020-07-27,Belgium,1181
2713,2020-07-27,Italy,491
2714,2020-07-27,Germany,1809
2715,2020-07-27,Ireland,38
2716,2020-07-27,France,4082
2717,2020-07-28,UK,3442
2718,2020-07-28,Turkey,7693
2719,2020-07-28,Switzerland,378
2720,2020-07-28,Sweden,566
2721,2020-07-28,Spain,10135
2722,2020-07-28,Netherlands,694
2723,2020-07-28,Poland,1014
2724,2020-07-28,Ireland,12
2725,2020-07-28,Germany,2426
2726,2020-07-28,France,3181
2727,2020-07-28,Belgium,1310
2728,2020-07-28,Austria,459
2729,2020-07-28,Italy,606
2730,2020-07-29,UK,4273
2731,2020-07-29,Turkey,7672
2732,2020-07-29,Switzerland,440
2733,2020-07-29,Sweden,602
2734,2020-07-29,Spain,8580
2735,2020-07-29,Netherlands,825
2736,2020-07-29,Poland,1127
2737,2020-07-29,Ireland,85
2738,2020-07-29,Austria,306
2739,2020-07-29,Belgium,1345
2740,2020-07-29,Italy,844
2741,2020-07-29,Germany,2685
2742,2020-07-29,France,4152
2743,2020-07-30,UK,3800
2744,2020-07-30,Turkey,7697
2745,2020-07-30,Switzerland,424
2746,2020-07-30,Sweden,604
2747,2020-07-30,Poland,1272
2748,2020-07-30,Spain,9125
2749,2020-07-30,Ireland,38
2750,2020-07-30,Germany,2635
2751,2020-07-30,France,4265
2752,2020-07-30,Belgium,1261
2753,2020-07-30,Austria,570
2754,2020-07-30,Italy,1114
2755,2020-07-30,Netherlands,1015
2756,2020-07-31,Poland,1315
