,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,dec_2022,power,growth,MAPE,period_AE
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,additive,default,False,na,na,multiplicative,additive,na,na,na,logistic,265.27,173.44
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,na,additive,na,na,na,linear,40.56,34.97
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,additive,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,269.24,179.35000000000002
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,na,na,na,na,na,logistic,210.74,160.76999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,na,multiplicative,na,na,na,linear,40.19,37.99
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,na,additive,na,na,na,logistic,208.59,159.63
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,additive,na,na,na,na,linear,43.21,44.01
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,na,multiplicative,na,na,na,logistic,159.01,179.43
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,additive,additive,na,na,na,linear,41.31,37.330000000000005
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,additive,na,na,na,na,logistic,208.59,159.63
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,additive,additive,na,na,na,logistic,148.25,171.82999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,multiplicative,na,na,na,na,linear,40.28,38.49
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,additive,multiplicative,na,na,na,linear,90.63,64.8
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,additive,multiplicative,na,na,na,logistic,138.37,170.18
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,multiplicative,additive,na,na,na,linear,92.0,66.06
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,41.29,45.190000000000005
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,multiplicative,na,na,na,na,logistic,159.01,179.43
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,multiplicative,additive,na,na,na,logistic,148.4,174.32000000000002
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,na,na,na,na,na,linear,27.66,16.580000000000002
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,na,False,na,na,multiplicative,multiplicative,na,na,na,logistic,212.14,173.77
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,na,additive,na,na,na,linear,42.67,41.0
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,na,na,na,na,na,logistic,212.17,161.41
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,na,multiplicative,na,na,na,linear,41.05,42.07
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,additive,na,na,na,na,linear,40.98,35.44
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,na,additive,na,na,na,logistic,141.83,159.93
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,na,multiplicative,na,na,na,logistic,205.94,167.62
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,additive,additive,na,na,na,linear,40.56,34.8
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,additive,multiplicative,na,na,na,linear,43.47,43.18
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,additive,na,na,na,na,logistic,143.44,162.45000000000002
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,additive,additive,na,na,na,logistic,205.47,156.92999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,multiplicative,na,na,na,na,linear,41.24,43.33
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,additive,multiplicative,na,na,na,logistic,148.04,179.32999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,multiplicative,additive,na,na,na,linear,46.61,50.42
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,multiplicative,na,na,na,na,logistic,205.94,167.62
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,multiplicative,multiplicative,na,na,na,linear,41.49,43.419999999999995
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,na,na,na,na,na,linear,33.69,24.62
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,multiplicative,additive,na,na,na,logistic,144.62,178.92999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,1.0,multiplicative,multiplicative,multiplicative,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,151.47,171.69
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,na,additive,na,na,na,linear,51.57,44.690000000000005
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,na,multiplicative,na,na,na,linear,34.41,27.779999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,na,na,na,na,na,logistic,362.82,205.95
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,na,additive,na,na,na,logistic,352.92,203.81
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,additive,na,na,na,na,linear,47.94,41.23
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,na,multiplicative,na,na,na,logistic,357.44,214.1
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,additive,additive,na,na,na,linear,47.71,40.89
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,additive,na,na,na,na,logistic,352.92,203.81
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,additive,multiplicative,na,na,na,linear,51.98,45.87
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,multiplicative,na,na,na,na,linear,36.97,30.25
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,additive,additive,na,na,na,logistic,351.07,202.25
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,additive,multiplicative,na,na,na,logistic,349.82,211.33
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,multiplicative,additive,na,na,na,linear,47.74,41.55
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,multiplicative,na,na,na,na,logistic,357.48,214.15
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,34.82,27.82
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,multiplicative,additive,na,na,na,logistic,349.82,211.33
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,na,na,na,na,na,linear,30.11,22.939999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,na,False,na,na,multiplicative,multiplicative,na,na,na,logistic,354.49,219.43
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,na,additive,na,na,na,linear,47.25,40.5
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,na,na,na,na,na,logistic,361.19,204.78
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,na,multiplicative,na,na,na,linear,41.03,34.13
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,na,additive,na,na,na,logistic,349.18,201.10999999999999
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,additive,na,na,na,na,linear,46.12,39.33
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,na,multiplicative,na,na,na,logistic,355.07,214.75
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,additive,additive,na,na,na,linear,48.58,42.02
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,additive,na,na,na,na,logistic,349.18,201.10999999999999
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,additive,multiplicative,na,na,na,linear,52.27,45.93
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,additive,additive,na,na,na,logistic,351.03,202.69
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,multiplicative,na,na,na,na,linear,37.8,30.91
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,additive,multiplicative,na,na,na,logistic,347.95,210.27999999999997
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,multiplicative,additive,na,na,na,linear,55.0,48.65
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,multiplicative,multiplicative,na,na,na,linear,33.04,27.46
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,multiplicative,na,na,na,na,logistic,353.94,213.66
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,na,na,na,na,na,linear,27.84,20.09
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,multiplicative,additive,na,na,na,logistic,347.95,210.27999999999997
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,na,default,False,na,na,multiplicative,multiplicative,na,na,na,logistic,354.04,219.26000000000002
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,na,additive,na,na,na,linear,49.29,42.92
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,na,na,na,na,na,logistic,114.41,37.980000000000004
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,na,multiplicative,na,na,na,linear,39.39,32.029999999999994
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,na,additive,na,na,na,logistic,119.85,52.53
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,additive,na,na,na,na,linear,47.71,41.23
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,na,multiplicative,na,na,na,logistic,134.68,59.9
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,additive,additive,na,na,na,linear,52.02,45.72
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,additive,multiplicative,na,na,na,linear,53.67,48.03
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,additive,na,na,na,na,logistic,119.76,52.449999999999996
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,additive,additive,na,na,na,logistic,115.54,49.120000000000005
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,multiplicative,na,na,na,na,linear,29.53,24.46
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,additive,multiplicative,na,na,na,logistic,138.07,71.05
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,multiplicative,additive,na,na,na,linear,49.59,43.78
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,multiplicative,multiplicative,na,na,na,linear,28.0,23.849999999999998
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,multiplicative,na,na,na,na,logistic,134.68,59.9
0,Italy,-,Non_Brand,183,0.05,0.01,0.1,additive,additive,additive,na,False,na,na,multiplicative,additive,na,na,na,logistic,138.06,71.04
