,iteration,Conversion Quantity
0,1,911788.0
1,2,918172.0
2,3,926768.0
3,4,926768.0
4,5,926768.0
5,6,926768.0
6,7,926768.0
7,8,930006.0
8,9,930006.0
9,10,930006.0
10,11,930006.0
11,12,930006.0
12,13,930006.0
13,14,930006.0
14,15,930006.0
15,16,930006.0
16,17,930006.0
17,18,930006.0
18,19,930006.0
19,20,930006.0
20,21,930006.0
21,22,930006.0
22,23,930006.0
23,24,930006.0
24,25,930006.0
25,26,930006.0
26,27,930006.0
27,28,930006.0
28,29,930006.0
29,30,930006.0
30,31,930006.0
31,32,930006.0
32,33,930006.0
33,34,930006.0
34,35,930006.0
35,36,930006.0
36,37,930006.0
37,38,930006.0
38,39,930006.0
39,40,930254.0
40,41,930254.0
41,42,930254.0
42,43,930254.0
43,44,930254.0
44,45,930254.0
45,46,930832.0
46,47,930832.0
47,48,930832.0
48,49,930832.0
49,50,930832.0
